#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count
8522,claim,9383145540,17,a colleague discovered an article claiming that violin bows are made from horsehair,not verified,active,493017,288703,19928,985,576
8523,claim,8477581197,25,"a colleague discovered an article claiming that the largest prime number has 17,425,170 digits",not verified,under review,241119,67930,16258,310,93
8524,claim,9144785960,9,a colleague discovered an article claiming that applying an equal amount of pressure to the total surface area of an egg will prevent it from breaking,not verified,active,774661,23839,9044,265,151
8525,claim,3914540728,48,a colleague discovered an article claiming that redwoods are the tallest trees,not verified,active,776345,52460,8345,230,52
8526,claim,8869378164,44,a friend discovered on the news that austrian physicist erwin schrödinger was allergic to cats,not verified,active,963777,314669,21307,3531,2246
8527,claim,3787216298,38,"a friend discovered on the news that an average human child's developing body has over 300 bones, but by adulthood they'll have 206",not verified,active,515361,125390,13101,1376,445
8528,claim,5736559053,45,a friend discovered on the news that earth days are getting longer over time due to orbital expansion,not verified,active,321230,84861,32812,341,151
8529,claim,7637275080,26,a friend discovered on the news that iceland is growing 5 centimeters per year,not verified,active,412801,161287,10410,923,130
8530,claim,1872059783,5,a friend discovered on the news that mobile phone use in india is nearly 100%,not verified,under review,36207,8121,1232,72,16
8531,claim,3000693141,48,a friend discovered on the news that gross domestic product (gdp) is the best financial indicator of a country's overall trade potential,not verified,active,915840,507488,71188,5827,2045
8532,claim,9180359135,21,a friend discovered on the news that a modern formula 1 racing car can drive upside down in a tunnel at 120mph,not verified,under review,4091,1357,527,19,2
8533,claim,7712371483,16,a friend discovered on the news that 1 billion cars are currently in use around the world,not verified,active,999446,253776,100579,1845,1091
8534,claim,2616402889,51,a friend discovered on the news that it would take less than a month to get to the moon by car at 60mph,not verified,active,949919,468190,158962,1150,526
8535,claim,3772831787,59,a friend discovered on the news that the highest total mileage clocked by a single car is 2850000 million miles,not verified,active,679461,395941,65729,7582,3330
8536,claim,2947724463,11,a friend discovered on the news that the automotive industry employs about 9.9 million americans,not verified,active,261789,118795,17380,557,16
8537,claim,3664832750,43,a friend discovered on the news that the oldest playable musical instruments were found in china,not verified,active,472079,262576,25266,4003,1807
8538,claim,7508054494,46,a friend discovered on the news that the origins of the banjo instrument begin in africa,not verified,active,263608,55488,5591,1192,651
8539,claim,2971905213,51,"a friend discovered on the news that the oldest surviving song is around 3,500 years old",not verified,under review,94590,17643,3644,423,129
8540,claim,4210405527,49,a friend discovered on the news that the japanese word ‘karaoke’ comes from a phrase meaning ’empty orchestra’,not verified,under review,413562,217249,20876,3553,833
8541,claim,5584929188,21,a friend discovered on the news that half of retail purchases are now made through a mobile device,not verified,active,65647,30143,3746,487,159
8542,claim,7820571509,50,a friend discovered on the news that american basketball legend wilt chamberlain never fouled out of a game,not verified,active,957782,147205,691,163,1
8543,claim,4364220569,59,a friend discovered on the news that the biggest passenger bus in the world operates in brazil,not verified,active,162943,35714,13175,51,8
8544,claim,5290099982,45,a friend discovered on the news that the busiest airport in the world is in the united states,not verified,active,131089,52733,7733,62,14
8545,claim,8668910475,44,a friend discovered on the news that the longest possible train journey in the world is from portugal to singapore,not verified,active,373059,214401,21772,4073,2106
8546,claim,2119717980,48,a friend discovered on the news that the cheetah is the fastest land animal on earth,not verified,active,129756,36930,12283,88,37
8547,claim,8633122277,47,a friend discovered on the news that koalas sleep up to 22 hours per day,not verified,active,866514,525202,162959,8276,4850
8548,claim,3139859838,29,a friend discovered on the news that the hottest planet in our solar system is venus.,not verified,under review,617685,100847,13156,860,99
8549,claim,9200486995,31,a friend discovered on the news that footprints left on the moon won’t disappear as there is no wind,not verified,active,997058,359953,15472,7715,4839
8550,claim,3895546378,14,a friend discovered on the news that the sunset is blue on mars,not verified,active,706678,304233,33697,6156,163
8551,claim,3375903698,25,a friend discovered on the news that the sun takes over one earth month to make a full rotation,not verified,under review,578902,130738,9289,2728,1733
8552,claim,5007227502,43,a friend discovered on the news that some trees in melbourne have email addresses,not verified,under review,664990,68933,13870,985,212
8553,claim,6569870400,19,a friend discovered on the news that a snail can sleep for three years,not verified,active,34635,23000,4615,541,301
8554,claim,4717333838,13,a friend discovered on the news that a crocodile cannot stick its tongue out,not verified,under review,492530,97228,36982,2423,1084
8555,claim,9045189752,51,a friend discovered on the news that australia has the most number of beaches in the world,not verified,active,23791,8185,2094,101,7
8556,claim,8587701316,34,"a friend discovered on the news that your heart beats 100,000 times a day",not verified,under review,985985,269891,69604,6357,2619
8557,claim,6709732080,36,a friend discovered on the news that millions of trees are estimated to be planted by squirrels that forgot their buried nuts,not verified,active,65455,31840,10533,760,253
8558,claim,5705594626,57,a friend discovered on the news that the eiffel tower leans away from the sun,not verified,active,726254,194011,7972,4650,2319
8559,claim,9148367054,19,a friend discovered on the news that the population of the united states increases by one person every 12 seconds,not verified,active,467558,136764,2905,2039,1200
8560,claim,2955883345,28,"a friend discovered on the news that the canary islands are named after types of dogs, not birds",not verified,active,156616,57237,13104,695,174
8561,claim,9294440350,11,a friend discovered on the news that black cats are good luck in britain and japan,not verified,active,691024,216031,11431,2871,21
8562,claim,9241896267,11,a friend discovered on the news that humans have jumped further than horses in the olympics,not verified,active,510540,309147,27234,6898,2759
8563,claim,2229061558,32,a friend discovered on the news that the french scrabble world champion winner doesn’t speak french,not verified,banned,495109,232328,14890,5127,1961
8564,claim,4829778695,18,a friend discovered on the news that it is physically impossible for humans to keep their eyes open while sneezing,not verified,active,23296,381,62,8,2
8565,claim,8274399185,40,a friend discovered on the news that the most successful predator is a wild dog,not verified,active,882977,5578,2155,138,4
8566,claim,4907413385,6,a friend discovered on the news that more people speak english as their second language than those who use it as their primary language,not verified,active,676187,287344,31053,5920,3233
8567,claim,4166798073,29,a friend discovered on the news that snakes can predict earthquakes,not verified,active,795902,177443,590,3524,48
8568,claim,6984869521,29,a friend discovered on the news that the opposite sides of dice will always equal 7,not verified,under review,687159,320482,49469,7057,4183
8569,claim,5023513237,37,a friend discovered on the news that apple seeds contain cyanide,not verified,active,593796,49940,11514,548,290
8570,claim,6556240608,30,a friend discovered on the news that applying an equal amount of pressure to the total surface area of an egg will prevent it from breaking,not verified,under review,106538,70805,21819,137,1
8571,claim,4613933940,47,"a friend discovered on the news that every three seconds, there is a birth taking place somewhere in the world",not verified,active,901953,99993,990,1566,335
8572,claim,6580174467,32,a friend discovered on the news a claim that humans will live on mars by 2035,not verified,active,13168,4073,1452,27,4
8573,claim,4453579121,34,a friend discovered on the news a claim that nucelear fission is now being used to produce electricity,not verified,active,141640,56341,5507,30,2
8574,claim,4769746053,35,a friend discovered on the news a claim that there are 7100+ islands in the philippines,not verified,banned,89053,24571,7917,377,207
8575,claim,9831647038,37,a friend discovered on the news a claim that damascus is the oldest continuously inhabited city in the world,not verified,under review,686183,32881,2066,517,256
8576,claim,1529228440,51,a friend discovered on the news a claim that 20% of the world's oxygen is produced in the amazon jungles,not verified,banned,152929,23968,8788,550,332
8577,claim,7018251076,36,a friend discovered on the news a claim that gross domestic product (gdp) is the best financial indicator of a country's overall trade potential,not verified,under review,849581,500027,5314,11411,4629
8578,claim,9469086235,10,a friend discovered on the news a claim that most car horns honk in the key of f,not verified,banned,24841,1538,265,31,9
8579,claim,8875580235,12,a friend discovered on the news a claim that the automotive industry employs about 9.9 million americans,not verified,active,749939,248891,98553,4614,2376
8580,claim,9634933411,22,a friend discovered on the news a claim that the oldest playable musical instruments were found in china,not verified,active,777474,34921,6799,478,317
8581,claim,9640505297,52,"a friend discovered on the news a claim that the voyager spacecrafts have carried a recording of chuck berry's ""johnny b. goode"" out of our solar system",not verified,active,309560,34745,12067,352,232
8582,claim,5381957690,37,"a friend discovered on the news a claim that the oldest surviving song is around 3,500 years old",not verified,active,681752,149226,38417,1027,60
8583,claim,6572273026,51,a friend discovered on the news a claim that the harmonica is the best selling musical instrument,not verified,active,531835,53394,18621,1072,485
8584,claim,6650490256,13,a friend discovered on the news a claim that the japanese word ‘karaoke’ comes from a phrase meaning ’empty orchestra’,not verified,under review,515258,18142,6955,430,80
8585,claim,3782112963,17,"a friend discovered on the news a claim that london, england has the world's oldest subway system",not verified,active,402737,69988,24062,444,172
8586,claim,4539578987,59,a friend discovered on the news a claim that koalas sleep up to 22 hours per day,not verified,active,251544,16205,1708,264,35
8587,claim,9217259053,37,a friend discovered on the news a claim that some sharks can glow in the dark,not verified,active,77172,9061,3132,81,53
8588,claim,2148890825,34,a friend discovered on the news a claim that the hummingbird is the only bird that can fly backwards,not verified,active,615172,6772,838,164,75
8589,claim,5551265136,9,a friend discovered on the news a claim that mercury & venus are the only 2 planets in our solar system that have no moons,not verified,active,945570,208627,33077,1792,125
8590,claim,8724467675,30,a friend discovered on the news a claim that jupiter has the most moons,not verified,active,639634,28579,6657,508,324
8591,claim,9143085630,36,a friend discovered on the news a claim that halley’s comet won’t be seen again until 2061,not verified,active,938205,530910,160948,8461,129
8592,claim,5093074817,11,a friend discovered on the news a claim that the chinese began to document halley’s comet in 240 b.c.,not verified,banned,12550,6311,1665,73,41
8593,claim,7952229317,46,a friend discovered on the news a claim that sound actually travels in space,not verified,banned,381018,149372,8541,385,187
8594,claim,2033381881,35,a friend discovered on the news a claim that the moon’s craters might be the coldest places in the solar system,not verified,active,813027,263278,67558,3859,1690
8595,claim,4966559348,30,a friend discovered on the news a claim that astronauts can grow as much as two inches in space,not verified,under review,603363,245587,48617,5636,153
8596,claim,4668190400,20,a friend discovered on the news a claim that it is illegal to waste food in french supermarkets,not verified,active,755919,354716,44601,7812,4077
8597,claim,5168117680,60,a friend discovered on the news a claim that canned pumpkins do not contain actual pumpkins,not verified,banned,463636,235047,92708,793,332
8598,claim,1314678854,30,a friend discovered on the news a claim that a double rainbow is a mirror image of the first rainbow,not verified,active,498202,203632,26846,1181,289
8599,claim,3083566294,57,a friend discovered on the news a claim that chihuahuas have the largest brain among dogs,not verified,under review,161171,30227,963,132,39
8600,claim,8982523317,23,a friend discovered on the news a claim that some trees in melbourne have email addresses,not verified,active,260568,85455,18593,1220,255
8601,claim,9060457239,53,a friend discovered on the news a claim that people are born with only 2 natural fears: the fear of falling and the fear of loud sounds,not verified,active,310033,143666,35836,994,32
8602,claim,6975430899,11,a friend discovered on the news a claim that australia has the most number of venomous snakes worldwide,not verified,active,227015,79056,8734,141,83
8603,claim,9503512681,7,a friend discovered on the news a claim that a crocodile cannot stick its tongue out,not verified,under review,688180,184191,34369,4262,1047
8604,claim,4047252080,50,"a friend discovered on the news a claim that a single lightning bolt has enough energy to toast 100,000 slices of bread",not verified,under review,922992,467618,34558,893,426
8605,claim,3928988356,45,a friend discovered on the news a claim that a blue whale's heartbeat can be heard from two miles away,not verified,banned,468257,147532,2026,2424,628
8606,claim,5814877212,33,"a friend discovered on the news a claim that the canary islands are named after types of dogs, not birds",not verified,active,537037,37745,10455,325,196
8607,claim,2737135399,41,a friend discovered on the news a claim that the red-billed quelea is the most common bird on earth,not verified,under review,958538,612750,238004,2902,230
8608,claim,5291232741,44,"a friend discovered on the news a claim that in japan, its considered good luck when a sumo wrestler makes your baby cry",not verified,under review,475785,10401,3669,229,140
8609,claim,5643959297,19,a friend discovered on the news a claim that humans have jumped further than horses in the olympics,not verified,active,920058,113822,38217,999,241
8610,claim,8164229143,29,a friend discovered on the news a claim that a one-armed player scored the winning goal in the first soccer tournament world cup in 1930,not verified,active,117218,5705,2034,15,1
8611,claim,6072350546,39,a friend discovered on the news a claim that children are born less frequently on saturdays,not verified,active,633071,86460,16194,1606,129
8612,claim,7953026634,26,a friend discovered on the news a claim that one strand of hair can hold up to 3 ounces of weight,not verified,active,822706,91587,17110,15,4
8613,claim,7886809249,8,a friend discovered on the news a claim that leeches were historically used to predict the weather,not verified,under review,36749,22779,4420,523,336
8614,claim,5920682714,11,a friend discovered on the news a claim that the largest recorded snowflake was 15 inches wide,not verified,under review,819331,319698,26954,1892,997
8615,claim,2550990757,12,a friend discovered on the news a claim that no two teeth from different people will ever be alike,not verified,active,56776,32897,154,188,63
8616,claim,3487494668,56,a friend discovered on the news a claim that playing dance music helps ward off mosquitoes,not verified,banned,257362,15648,3302,13,9
8617,claim,5117247689,45,a friend discovered on the news a claim that the average american spends time totalling 2.5 days annually looking for lost items,not verified,active,546466,225129,22637,2555,1442
8618,claim,5315023492,18,a friend discovered on the news a claim that up to 20% of power outages in the u.s. are due to squirrels chewing through the lines,not verified,banned,776287,467960,85390,1005,546
8619,claim,4591005211,39,a friend discovered on the news a claim that the insect population of the world is 1 billion times more than the world population,not verified,active,145521,82136,17659,466,276
8620,claim,1813693874,16,a friend discovered on the news a claim that the earth holds about 11 quintillion pounds of air,not verified,active,649284,58338,16283,1013,412
8621,claim,6432744252,40,a friend discovered on the news a claim that the queens in ant colonies live for around 30 years,not verified,active,541088,339630,43718,6513,3141
8622,claim,6842451678,60,a friend discovered on the news a claim that lightning strikes somewhere on earth about 100 times every second,not verified,active,275162,21914,6879,322,93
8623,claim,7545708564,52,a friend discovered on the news a claim that the town of calama in chile has never experienced rain,not verified,under review,618493,143541,70,325,193
8624,claim,7765116384,20,a friend discovered on the news a claim that a giant tortoise that was believed to be extinct was found in the galapagos islands,not verified,active,645083,98633,22963,646,18
8625,claim,4725038467,60,a friend discovered on the news a claim that a pineapple plant can only produce one pineapple a year,not verified,active,346839,41017,8849,999,379
8626,claim,9036238530,54,a friend discovered on the news a claim that china is the world’s largest silk producer,not verified,banned,683626,258676,16215,4932,1263
8627,claim,5146528825,50,a friend discovered on the news a claim that strawberries are the only known fruit to grow their seeds externally,not verified,banned,4507,1747,444,9,2
8628,claim,4235625009,58,a friend discovered on tv that drone deliveries are already happening and will become common by 2025,not verified,active,936880,414852,84276,3737,147
8629,claim,4800794699,31,"a friend discovered on tv that american industrialist andrew carnegie had a net worth of $475 million usd, worth over $300 billion usd today",not verified,active,892740,336875,1980,729,355
8630,claim,5019197447,53,"a friend discovered on tv that the metro of st. petersburg, with an average depth of hundred meters, is the deepest metro in the world",not verified,active,467391,11769,460,161,56
8631,claim,6713773076,39,a friend discovered on tv that 90% of goods are shipped by ocean freight,not verified,under review,433726,75868,423,720,448
8632,claim,1405225725,26,a friend discovered on tv that mobile phone use in india is nearly 100%,not verified,active,413324,241818,48078,3910,2536
8633,claim,4148353683,28,a friend discovered on tv that windshield wipers were invented in 1905,not verified,active,840547,375841,68540,1328,479
8634,claim,3127501001,9,a friend discovered on tv that the car radio was first introduced in 1922,not verified,active,247300,39063,8327,765,329
8635,claim,9142385567,27,a friend discovered on tv that the automotive industry employs about 9.9 million americans,not verified,banned,235593,100584,10578,265,150
8636,claim,7128487010,16,a friend discovered on tv that the oldest playable musical instruments were found in china,not verified,banned,342194,222292,83803,381,77
8637,claim,5861407431,42,"a friend discovered on tv that the voyager spacecrafts have carried a recording of chuck berry's ""johnny b. goode"" out of our solar system",not verified,active,306622,95931,36178,146,62
8638,claim,2278663397,19,a friend discovered on tv that the harmonica is the best selling musical instrument,not verified,active,947843,172849,61192,92,50
8639,claim,9495081655,12,a friend discovered on tv that it would take a 50 petabyte drive to store every written work ever created,not verified,active,715910,129227,3367,109,37
8640,claim,6716924235,26,a friend discovered on tv that an average user spends 40% of their day on the internet,not verified,under review,794875,145678,28201,155,55
8641,claim,6107908418,60,a friend discovered on tv that 1 in 3 people have never used the internet,not verified,under review,498338,307857,108814,5243,187
8642,claim,9891285491,41,"a friend discovered on tv that 1920 was the last time the event ""tug-of-war"" was played in the summer olympics",not verified,active,299061,22249,4050,303,70
8643,claim,2119123586,17,a friend discovered on tv that kite flying is a professional sport in thailand.,not verified,active,340927,104976,3102,366,104
8644,claim,9710453939,44,a friend discovered on tv that one-third of the world’s airports are located in the u.s.,not verified,active,180898,26448,5141,628,137
8645,claim,8211700948,29,"a friend discovered on tv that the city with the largest bus network in the world is jakarta, indonesia",not verified,active,955142,286072,6838,2442,1578
8646,claim,9009044541,40,a friend discovered on tv that a dog’s sense of smell is much more powerful than a human's,not verified,active,334120,10060,1410,149,96
8647,claim,4705876618,6,a friend discovered on tv that it snows metal and rains acid on venus,not verified,banned,713138,88324,34340,2137,1156
8648,claim,5700978545,29,a friend discovered on tv that sputnik was the first artificial satellite in space,not verified,banned,110191,27949,3790,559,47
8649,claim,7327343371,30,a friend discovered on tv that halley’s comet won’t be seen again until 2061,not verified,active,366229,227820,90162,79,16
8650,claim,6897129708,22,a friend discovered on tv that it rains diamonds on jupiter and saturn,not verified,active,107252,17758,6151,158,5
8651,claim,9769936690,51,a friend discovered on tv that a double rainbow is a mirror image of the first rainbow,not verified,active,386095,64518,17837,12,5
8652,claim,7139577018,31,a friend discovered on tv that some trees in melbourne have email addresses,not verified,active,814793,91933,19453,1821,1111
8653,claim,2106970382,47,a friend discovered on tv that australia has a bright pink lake,not verified,active,135962,7409,957,36,10
8654,claim,9395494905,57,a friend discovered on tv that a full jumbo jet tank has enough fuel to drive a car around the world four times,verified,active,504219,123384,13719,2250,477
8655,claim,1513598238,10,a friend discovered on tv that butterflies taste with their feet,not verified,active,538054,252487,24280,1463,368
8656,claim,8401735900,7,a friend discovered on tv that penguins can jump as high as 9 feet in the air,not verified,active,986398,37375,739,694,285
8657,claim,1941077572,23,a friend discovered on tv that new zealanders have more pets per household than any other country,not verified,banned,975749,190943,47427,3290,1380
8658,claim,6816377162,22,a friend discovered on tv that q' is the only letter that doesn’t appear in any u.s. state name,not verified,banned,921100,574752,107090,2118,853
8659,claim,6542993280,54,a friend discovered on tv that humans are more likely to have a weird or scary dream when sleeping on their stomach,not verified,active,996590,504546,37273,11899,3391
8660,claim,7079082834,6,a friend discovered on tv that human eyeballs do not grow or change their size as they age,not verified,active,211429,110451,11794,180,21
8661,claim,8327507544,8,a friend discovered on tv that the world’s largest pyramid cannot be found in egypt,not verified,banned,787907,365243,95902,8856,492
8662,claim,4212841465,30,"a friend discovered on tv that the odds of getting a set of cards referred to as a royal flush is 1 in 649,740",not verified,banned,566819,48489,12515,145,20
8663,claim,7451387433,43,a friend discovered on tv that bananas get their curved shape by growing towards the sun,not verified,active,903503,14599,351,117,42
8664,claim,5881577460,10,a friend discovered on tv that apple seeds contain cyanide,not verified,active,153124,7746,2459,9,4
8665,claim,4092063250,15,a friend discovered on tv that the roar of a lion can be heard up to 5 miles away,not verified,under review,20318,11305,1537,7,4
8666,claim,9321951055,35,a friend discovered on tv that up to 20% of power outages in the u.s. are due to squirrels chewing through the lines,not verified,active,330664,214951,65627,1094,570
8667,claim,1870560609,22,a friend discovered on tv that the human brain uses 20% of the body's oxygen,not verified,active,566346,165016,60524,2046,742
8668,claim,9448820423,21,"a friend discovered on tv that every three seconds, there is a birth taking place somewhere in the world",not verified,active,252613,143167,15319,2348,875
8669,claim,5661197276,20,a friend discovered on tv that redwoods are the tallest trees,not verified,active,508205,44815,8330,512,274
8670,claim,3425178750,35,a friend discovered on tv a claim that humans will live on mars by 2035,not verified,active,481885,233669,73185,1430,295
8671,claim,2262270319,22,a friend discovered on tv a claim that dubai is an island created by humans,not verified,banned,688770,57608,17054,780,272
8672,claim,2746054824,53,a friend discovered on tv a claim that there are 7100+ islands in the philippines,not verified,active,981989,489671,38826,12184,6868
8673,claim,2236313518,39,a friend discovered on tv a claim that it snows in the sahara desert,not verified,active,526310,156810,46180,586,12
8674,claim,9572350494,57,a friend discovered on tv a claim that 20% of the world's oxygen is produced in the amazon jungles,not verified,banned,938435,298479,20403,5061,2843
8675,claim,8910629617,56,a friend discovered on tv a claim that seventy percent of small businesses are owned and operated by a single person.,not verified,active,218594,49374,14092,637,243
8676,claim,9522482448,11,a friend discovered on tv a claim that 90% of goods are shipped by ocean freight,not verified,active,644011,50092,3918,1117,726
8677,claim,6849014187,35,a friend discovered on tv a claim that mobile phone use in india is nearly 100%,not verified,active,392949,574,223,14,8
8678,claim,9577585881,41,a friend discovered on tv a claim that the car radio was first introduced in 1922,not verified,active,489969,163578,25267,2333,396
8679,claim,3616131698,50,a friend discovered on tv a claim that the earliest playable recording of a person singing was recorded in 1860,not verified,active,504040,241939,16083,3409,36
8680,claim,2018225353,30,a friend discovered on tv a claim that the band metallica is the first and only group to play on all seven continents,not verified,active,275312,41356,15974,728,208
8681,claim,5294544899,31,"a friend discovered on tv a claim that the most recorded song in history is ""summertime"" written by george gershwin and dorothy heyward",not verified,active,536091,175577,64410,4011,1039
8682,claim,4558325635,40,a friend discovered on tv a claim that the harmonica is the best selling musical instrument,not verified,active,145375,4371,121,94,8
8683,claim,6087981280,40,a friend discovered on tv a claim that the japanese word ‘karaoke’ comes from a phrase meaning ’empty orchestra’,not verified,under review,336001,99055,22426,328,170
8684,claim,7832693952,17,a friend discovered on tv a claim that 90% of the world’s data was generated after 2019,not verified,banned,487800,192314,33405,3063,1740
8685,claim,1575114567,51,a friend discovered on tv a claim that over 60% of the world's population has access to the internet,not verified,under review,347468,89420,31979,676,16
8686,claim,8860272545,42,a friend discovered on tv a claim that american basketball legend wilt chamberlain never fouled out of a game,not verified,active,740349,214585,79426,5127,804
8687,claim,7378399172,60,a friend discovered on tv a claim that the longest commercial flight in history took around 30 hours,not verified,banned,690405,71592,3238,1027,105
8688,claim,1426131487,15,"a friend discovered on tv a claim that london, england has the world's oldest subway system",not verified,active,959374,499009,46981,4299,2185
8689,claim,9896204065,35,a friend discovered on tv a claim that dolphins are mammals,not verified,active,505078,118469,15052,1091,435
8690,claim,2140063761,22,a friend discovered on tv a claim that an octopus has three hearts,not verified,active,31877,9571,56,105,64
8691,claim,3912993436,36,a friend discovered on tv a claim that sputnik was the first artificial satellite in space,not verified,active,698840,122910,15900,2249,337
8692,claim,3771993101,5,a friend discovered on tv a claim that the sun takes over one earth month to make a full rotation,not verified,active,857060,535197,126300,6828,1315
8693,claim,4435069157,13,a friend discovered on tv a claim that there’s a planet made of diamonds two times the size of earth,not verified,active,710020,93166,8968,1553,174
8694,claim,6447678478,44,a friend discovered on tv a claim that it is illegal to waste food in french supermarkets,not verified,active,762892,456372,47382,1668,611
8695,claim,8041448868,14,a friend discovered on tv a claim that take out restaurants have been found in the remains of pompeii,not verified,under review,424554,221629,43660,3624,225
8696,claim,9766137005,56,a friend discovered on tv a claim that evidence from seymour island suggest that penguins were once 6 ft tall,not verified,under review,689307,279856,32724,3178,1219
8697,claim,9411773363,41,a friend discovered on tv a claim that chihuahuas have the largest brain among dogs,not verified,active,928605,599799,53949,11566,770
8698,claim,4732354977,25,a friend discovered on tv a claim that china owns all of the pandas in the world,not verified,under review,639940,71402,14875,469,64
8699,claim,7426856147,25,a friend discovered on tv a claim that the brain is the fattiest organ in the body,not verified,under review,535651,328877,10564,1786,454
8700,claim,4561670957,52,a friend discovered on tv a claim that australia has the most number of venomous snakes worldwide,not verified,active,961359,85498,4090,1155,486
8701,claim,9735533818,57,a friend discovered on tv a claim that a crocodile cannot stick its tongue out,not verified,active,311976,136180,12153,1947,667
8702,claim,4659502030,27,"a friend discovered on tv a claim that your heart beats 100,000 times a day",not verified,under review,676275,171133,34319,2007,313
8703,claim,9096415432,24,a friend discovered on tv a claim that j is the only letter that doesn’t appear on the periodic table of elements,not verified,active,850981,318203,110741,2333,1051
8704,claim,6541869351,44,a friend discovered on tv a claim that butterflies taste with their feet,not verified,active,528425,339072,65819,2596,771
8705,claim,9882824102,53,"a friend discovered on tv a claim that the canary islands are named after types of dogs, not birds",not verified,banned,926152,267191,70709,2218,463
8706,claim,3144581175,58,a friend discovered on tv a claim that the red-billed quelea is the most common bird on earth,not verified,under review,152536,38737,1288,291,13
8707,claim,8665075820,44,"a friend discovered on tv a claim that cows have ""best friends"" and will get stressed when separated",not verified,active,35642,790,69,1,0
8708,claim,4562913940,34,a friend discovered on tv a claim that new zealanders have more pets per household than any other country,not verified,under review,722735,404842,92082,8020,584
8709,claim,7787300751,19,a friend discovered on tv a claim that bees can fly higher than mount everest,not verified,under review,328404,127672,29696,315,32
8710,claim,8756056053,51,a friend discovered on tv a claim that the eiffel tower gets taller during the summer,not verified,active,280955,90747,15789,199,30
8711,claim,5437901403,48,a friend discovered on tv a claim that the continental tectonic plates move at the same rate that fingernails grow,not verified,active,429314,261816,87152,1115,627
8712,claim,6936543376,52,a friend discovered on tv a claim that human eyeballs do not grow or change their size as they age,not verified,active,192587,83930,15744,1050,401
8713,claim,2619784407,23,a friend discovered on tv a claim that leeches were historically used to predict the weather,not verified,active,768210,497428,104221,1817,475
8714,claim,9508307441,22,a friend discovered on tv a claim that the folds in a chef’s hat represents the number of ways that someone can cook an egg,not verified,banned,740961,162308,24474,3427,1705
8715,claim,5475589360,56,a friend discovered on tv a claim that cactus spines can be used to make hooks,not verified,active,126803,9136,1112,205,45
8716,claim,6046663843,52,a friend discovered on tv a claim that driving south from detroit will lead to canada,not verified,banned,853013,70949,4486,1381,345
8717,claim,9174657071,14,a friend discovered on tv a claim that your fingernails on your dominant hand grow faster,not verified,active,545740,175592,57844,3859,2033
8718,claim,7124803872,29,a friend discovered on tv a claim that apple seeds contain cyanide,not verified,active,427021,185378,2842,1994,958
8719,claim,9739764163,15,a friend discovered on tv a claim that frigate birds can sleep while flying,not verified,active,904145,73982,1056,1121,600
8720,claim,1923349946,18,a friend discovered on tv a claim that baby octopuses are the size of a flea,not verified,active,545902,88620,4715,450,113
8721,claim,3206522297,42,a friend discovered on tv a claim that a giant tortoise that was believed to be extinct was found in the galapagos islands,not verified,active,591849,360048,16745,267,127
8722,claim,2638825848,29,a friend discovered on the radio that there are more microorganisms in one teaspoon of soil than people on the planet,not verified,active,119664,7292,2345,26,14
8723,claim,1392011440,7,a friend discovered on the radio that there are 7100+ islands in the philippines,not verified,under review,570462,116057,14589,2236,29
8724,claim,5717623763,6,"a friend discovered on the radio that the metro of st. petersburg, with an average depth of hundred meters, is the deepest metro in the world",not verified,active,764165,250476,71002,4359,234
8725,claim,8144473587,15,a friend discovered on the radio that most car horns honk in the key of f,not verified,active,896939,353129,21811,315,123
8726,claim,6287759954,25,a friend discovered on the radio that 1 billion cars are currently in use around the world,not verified,active,307816,72483,26370,1198,525
8727,claim,4092002597,7,a friend discovered on the radio that the first electric vehicle was created in 1832,not verified,active,596433,296223,2569,2417,192
8728,claim,1312429585,55,a friend discovered on the radio that over 60% of the world's population has access to the internet,not verified,active,317855,96461,32060,1716,713
8729,claim,5879239407,31,a friend discovered on the radio that about half of the world's population can access the web via a mobile device,not verified,active,787759,238938,45977,1254,520
8730,claim,3220217573,23,"a friend discovered on the radio that there are almost 1.16 billion websites, but only about 200 million are active",not verified,banned,46823,6145,1997,148,66
8731,claim,4811916883,47,a friend discovered on the radio that 1 in 3 people have never used the internet,not verified,active,668760,322820,112484,1101,199
8732,claim,4960676943,55,a friend discovered on the radio that 4 of the top 10 highest paid atheletes in the world are players in the american national basketball assocation (nba),not verified,active,887163,226987,12758,4536,2522
8733,claim,2523877078,14,"a friend discovered on the radio that at the first modern olympics, winners were awarded silver medals",not verified,banned,385300,98267,4517,1660,274
8734,claim,1745864256,32,"a friend discovered on the radio that the city with the largest bus network in the world is jakarta, indonesia",not verified,active,563968,285411,74084,2133,715
8735,claim,7170256240,21,a friend discovered on the radio that the volcano olympus mons on mars is over 3 times taller than mount everest,not verified,under review,916367,530237,26742,5758,786
8736,claim,6514422350,52,a friend discovered on the radio that neptune radiates more heat than it gets from the sun,not verified,banned,235681,97216,30038,652,57
8737,claim,2463222640,55,a friend discovered on the radio that saturn is less dense than water,not verified,active,800326,174602,11402,346,38
8738,claim,7530657714,32,a friend discovered on the radio that sound actually travels in space,not verified,banned,321673,138644,36867,3068,1716
8739,claim,4094260532,57,a friend discovered on the radio that a single day on venus takes 243 earth days,not verified,active,138293,56201,10570,440,174
8740,claim,7549593678,20,a friend discovered on the radio that 5 dwarf planets are recognized in the solar system,not verified,under review,240519,93326,1366,1052,118
