drives,totalsessions,ndaysafteronboarding,totalnavigationsfav1,totalnavigationsfav2,drivenkmdrives,durationminutesdrives,activitydays,kmperdrivingday,professionaldriver,android,label
15,259.64283296401493,533,82,7,7191.584284571887,2590.115387913348,12,693.2135034196403,0,0,1
31,193.37596025905,41,71,3,5736.810743419936,3460.5464012690586,14,543.5388792288784,0,0,1
29,138.6534715142012,325,10,29,1269.9379279463878,839.264476084749,7,209.94215286436656,0,0,1
59,473.6101005521058,3255,4,1,6066.660676728716,904.8311425663724,8,758.3325845910895,0,0,1
119,228.22972071572363,2865,88,26,3882.496367652469,1190.4316103197812,11,171.37978363085014,0,0,1
49,53.05008656441459,970,197,29,2229.987224861763,408.4893919734783,2,0.0,0,1,1
2,195.24758338192876,1421,98,12,1691.8956475427938,1035.2264375758912,5,416.8506551454417,0,0,1
77,147.79439890441083,1452,228,37,2098.1577687203994,1092.9463764211678,2,0.0,0,0,1
26,192.37437266069918,2124,0,30,3795.919367720449,2455.3584012296997,5,759.1838735440897,0,0,1
31,113.76279084976196,2269,104,24,3005.5466196789416,1866.1766779373768,12,359.2706919471694,0,0,1
69,107.24031359185162,1933,12,60,1809.6004769945869,1042.634682813,0,0.0,0,0,1
59,228.26487424117417,406,102,28,5863.772391813121,636.2433799578257,10,562.7735593341409,0,0,1
57,80.81107861565879,546,90,56,3071.334818980967,2369.127717936915,6,538.4792330902908,0,1,1
73,125.64880294794042,653,91,26,1435.2019903677658,895.5205484282612,20,38.69615441162677,0,0,1
65,146.2387595667191,1251,76,59,1516.6358145502259,470.8227871337144,5,303.32716291004516,0,0,1
58,204.77796658428625,1257,176,11,2871.5515076416686,1902.716750967957,9,343.46389768258786,0,0,1
64,162.18296532060566,2143,33,25,1484.8088826139658,1107.1490377992825,11,134.98262569217871,0,0,1
86,359.077140305877,327,228,68,4370.651892214203,2526.816735230769,6,980.0738552550813,0,0,1
30,142.53556166628985,2955,92,10,3753.9843432998287,2298.459482309652,9,558.0548059095672,0,1,1
34,201.80357626646875,1316,33,53,2207.5164094275506,1793.8872530807866,15,170.64281380427684,0,0,1
10,17.38628863840491,2946,195,5,5304.720123262329,3264.7968702447215,6,909.1493399891262,0,0,1
125,326.5368317434336,2332,19,48,3953.897920125968,1145.5364125287488,9,640.4655713656855,0,0,1
12,16.07451416718389,353,2,0,1261.7715802918415,787.3404742082222,2,621.3390482119249,0,0,1
111,317.7578473253795,1350,122,0,5245.8590125762075,1381.5330261573486,17,532.6506150442625,0,0,1
70,120.25547772060838,1080,99,0,4471.3327794572115,3400.307863842045,1,0.0,0,0,1
93,132.39098271101415,1079,103,1,2618.5004610760934,1633.3469417844901,14,186.94409850691343,0,0,1
6,60.13442148442747,1283,111,8,1792.0346629698488,793.5667136735698,2,0.0,0,1,1
100,112.63867852033648,1151,121,1,6094.126478891397,2213.8328916978585,13,684.8894717346553,0,0,1
13,65.25994240573513,888,65,5,6251.568979618424,1661.1454794381016,11,625.1568979618424,0,1,1
17,77.5231059403712,1321,244,4,2059.48944387316,1624.3338695525363,26,92.64037575142814,0,0,1
58,112.31809153806282,1391,117,1,1615.7421993212636,402.0315419693689,14,135.47550336588876,0,0,1
70,126.30486094898133,79,189,24,4043.9945741552638,3206.807455608903,14,378.2199141627876,0,0,1
184,239.03774312423133,2009,47,0,2902.641517787003,792.9052260415685,20,145.5550173790598,0,0,1
34,74.87174039002204,1404,37,0,637.1004915454731,172.4859998498628,1,0.0,0,0,1
39,227.59156631337112,46,45,20,4386.016796462189,1651.6380913214955,16,271.1588472692518,0,1,1
24,158.33620038803372,2802,143,27,6329.114752094788,4454.161820796125,15,401.3582448936668,0,0,1
15,299.03134022682843,1763,132,0,2336.6707979248868,1004.0283661888849,11,107.16245393914116,0,0,1
127,231.64209114751867,924,11,6,3070.0902106880776,1381.8358914167904,13,359.4162806287778,0,1,1
40,121.83631141169757,477,2,16,5737.1231521238,4716.651536923774,12,465.78837530377115,0,0,1
33,117.75222322761377,155,338,8,3374.20077187863,1530.0948435298483,16,231.50247902626268,0,0,1
157,234.89562535082877,1192,51,0,2972.743821735112,638.8569114218841,16,249.24471068042212,0,0,1
40,354.2255356167524,2054,36,2,706.182163690332,209.67217666030203,18,44.15444334835095,0,0,1
22,147.30515957774819,1665,82,74,4143.1620580603885,3187.075555427807,7,1022.4301688775702,0,1,1
37,179.86038258162318,1392,186,49,5687.644951447914,4547.225133958074,13,812.520707349702,0,0,1
69,120.01908820576611,657,0,0,2755.704484471465,1454.5218310614976,13,296.77690062442394,0,1,1
115,344.09203270612664,2411,0,4,5508.974296545561,4196.093896681856,7,1092.4979754117687,0,0,1
32,63.891996114195045,898,380,0,6450.049987307863,1005.6967328925292,9,77.07777059324833,0,0,1
62,199.35530309219666,3329,44,0,1671.4096996684361,1200.8324990481813,21,62.282175321500524,0,0,1
35,81.67267034553247,2620,148,10,4587.162892078439,2221.268168576722,17,417.0148083707671,0,0,1
24,167.75638084166684,2617,0,0,1781.7646665960156,1403.3614462967191,23,99.20105815344012,0,0,1
19,176.20581675629379,2119,23,1,1819.126220928331,1005.1804034551761,4,557.8887608647367,0,1,1
170,267.0029011758744,489,46,31,3374.112096082672,1006.8690132759008,11,429.2154566089598,0,1,1
80,185.2966745755605,854,53,21,3106.9586440530215,975.5002479363297,8,49.292677540438106,0,0,1
117,311.77332035800987,2110,34,51,1589.2071798569189,731.196626350987,5,0.0,0,0,1
35,117.15685221361946,1509,226,12,736.2982823776898,457.4168050617463,26,30.837484090178112,0,0,1
82,175.4601656196136,639,115,17,4255.263789665989,1648.164005799364,6,59.39623657083795,0,0,1
44,111.31935006587196,1134,119,0,2274.0646873366213,1769.3666567741034,0,0.0,0,0,1
19,123.053398905118,2576,136,14,6512.482963518691,4278.266554276723,9,224.1113108851931,0,0,1
57,83.54477659333406,3409,68,7,4644.448491238735,2151.4526086837236,13,387.0373742698946,0,0,1
71,120.68284615856444,2283,21,11,1776.9302646054343,565.2791919776155,4,525.8790227126642,0,0,1
48,223.13285179705434,649,88,1,2328.107890773286,1208.8935887688117,5,47.79240367663777,0,0,1
56,171.7932157283174,1312,184,1,5074.07154216473,1711.6195825486952,1,0.0,0,0,1
30,54.33098037868275,3031,1,14,4342.167799822041,295.90004925636885,7,549.0997721478257,0,0,1
22,84.08262807953108,172,109,6,1517.8291756167473,601.2404461084719,12,203.6561308436066,0,0,1
49,124.83939029447097,2300,36,9,4803.070068828084,3488.630016640691,16,354.6671331168747,0,0,1
51,160.12272210926858,1612,374,46,2530.82427512354,1331.2805544435707,24,99.73138609658847,0,0,1
111,291.71163238865773,1152,125,31,1102.0792094580272,218.8527706241103,22,53.005379920278145,0,0,1
30,298.6305575520605,401,89,45,7279.299282033968,2079.8011350937786,3,193.4779017896287,0,0,1
30,84.1917569948833,649,23,6,3041.632810439412,1061.519734964763,11,481.09752413498535,0,1,1
50,124.2531847967542,3049,26,3,5088.0333955272445,1052.252137945273,7,714.368620757201,0,0,1
54,114.03876549756231,2689,330,24,4682.143630297789,1578.2971829908422,15,356.1660685438517,0,0,1
126,235.19473280679463,1812,46,19,4404.0737263447445,2412.2993788799395,4,962.0513784286202,0,0,1
13,80.1328329058101,872,290,0,1695.9368396578498,1064.137192563976,20,120.88943406580547,0,0,1
16,116.08396634419614,2294,13,0,5790.421898226053,3921.040643021109,7,976.5578439688976,0,0,1
41,286.0536915724659,1329,92,44,2947.0311746823163,1961.56070437284,10,310.3659931411952,0,0,1
84,195.5361544833202,1312,77,0,5319.156219293311,3737.9473260887116,9,97.35825351386092,0,0,1
54,327.6651790539761,342,178,0,7372.775629868026,3677.5443802693294,10,464.5164496568585,0,0,1
13,244.88068406959272,865,39,8,3554.45941429449,2853.050631021377,2,0.0,0,0,1
129,169.0710000593931,2477,39,73,1638.445682774518,1253.8464077124904,5,546.1485609248393,0,0,1
26,101.08025862598043,1320,51,11,1834.1571677741665,1369.4108090627085,8,227.0151422865158,0,0,1
83,176.0518408839053,1659,143,21,2737.5533650639422,1339.4119544102525,3,0.0,0,0,1
89,174.101267567314,72,36,0,1520.0512407257468,807.2239286963687,12,152.0051240725747,0,0,1
67,101.5700269143223,2126,1,45,1395.5123568816496,1024.0986653092916,3,670.3144160777275,0,0,1
10,58.495584302588874,1366,7,0,6644.17985166653,3241.486769177731,7,942.1118851570601,0,0,1
56,311.41211434213506,625,52,40,6070.170961344642,3299.222515427784,1,51.79391976413859,0,1,1
5,35.28185149659913,1172,2,69,2344.797129058297,748.6370250190291,8,295.9325340968792,0,0,1
57,336.36708383266773,2158,30,16,1583.863540436998,1256.197251644021,7,30.315809116532225,0,0,1
62,88.66887696801143,2996,0,0,2478.05870682898,1411.7906920952669,4,0.0,0,0,1
72,113.81640896376182,630,222,78,1130.4785922897363,501.75020736727186,7,199.34332126994957,0,0,1
74,115.71021582683997,1059,130,46,4871.022238685479,3509.6181622473696,15,555.5267630776259,0,0,1
65,202.62229618225518,2393,21,21,4751.519814823374,2552.863041963926,12,754.4779224127012,0,0,1
7,198.46822525593552,2176,215,79,3371.9348824752255,1030.6536763319884,7,126.50756925984828,0,0,1
49,105.53752305005813,2271,125,0,5360.11297146081,3728.7665708393956,5,1062.1444301157946,0,0,1
57,335.16584910611095,927,131,15,3050.2947205824994,2192.297862020496,18,183.61243871663487,0,0,1
109,289.1658603887967,105,74,0,1005.706374908597,781.6658870214086,27,47.740659600168065,1,1,1
11,168.4994397999355,1557,83,29,6313.094792317278,1908.136710347208,7,885.0549369621277,0,1,1
87,158.38818783053853,1387,43,0,3502.405460062693,2587.30799417625,8,451.94872092758396,0,0,1
5,112.74207119679436,102,135,0,1601.9968421516073,501.64037781833724,19,96.84182708869886,0,0,1
124,209.17284336875022,196,77,17,2446.7860213050417,1923.1621090836154,8,375.58571161635615,0,0,1
36,222.3744772848607,2771,162,0,3025.318398043256,1147.6130615162947,11,289.5749780581973,0,0,1
55,123.17293828177725,895,17,0,4091.4101315162493,2668.0803300683765,6,655.372645694561,0,0,1
23,139.76544421645093,2515,56,45,4017.112232843543,758.6067212753136,18,104.09657383230527,0,0,1
29,99.51050504462404,1343,110,0,1960.7955236248565,1333.588101645524,13,155.86899393412727,0,0,1
56,83.68629596121772,3290,11,6,2044.591303685019,1362.8097780602693,21,117.82493888587308,0,0,1
4,67.52144918503392,2515,22,27,8224.586505311878,2932.5764256406715,15,325.9042719451283,0,0,1
35,320.9666067980073,2070,57,5,666.1963124065043,221.86828859609392,17,57.813644488492955,0,0,1
70,197.64033417799948,2744,35,48,8144.117590875706,3375.8241479007206,17,577.6858262428977,0,0,1
18,233.87049596906004,484,150,14,2968.1469379043106,1138.1649767045608,3,989.3823126347702,0,0,1
33,213.33837474756223,911,14,11,4228.880437186957,2983.558073352305,6,1057.2201092967393,0,0,1
16,57.36572131196406,95,50,3,1689.6882107848799,326.55542501175125,6,29.822306037101917,0,0,1
31,183.15017264390883,2624,44,4,3096.793775960851,1064.4298977330125,9,344.0881973289834,0,1,1
32,194.5698999912834,440,0,8,3576.0945487676804,2707.4881668706153,27,170.8358360321177,0,0,1
96,214.81966228736093,1691,53,36,7390.255676946114,2376.889335191851,14,705.1116333438683,0,0,1
6,268.8556997062384,514,286,28,3034.145922668317,1125.8837965120015,3,1011.3819742227722,0,0,1
14,67.04609457218426,3124,29,49,806.4429199311302,559.937023868675,9,100.71977654614588,0,1,1
51,96.0050979985198,1374,86,4,7385.578852031561,2803.5636500558626,18,418.18899879076446,0,0,1
40,306.97463393343,2588,31,0,4763.2377887174935,2133.5934039486056,3,7.924997022517971,0,0,1
50,182.49012275155374,3099,156,10,3520.210182168834,2458.062867342125,13,490.00895931383786,0,0,1
51,143.5407707432101,1645,217,85,2697.936674475196,460.40556512447023,16,168.62104215469975,0,0,1
38,125.06539697616977,3337,121,28,3822.7864616713105,498.62322366800004,23,195.68354754335945,0,1,1
17,172.50247252039637,3258,65,16,3496.3993963073813,487.04604489320036,15,141.4413365393223,0,0,1
66,106.13340910901786,2413,118,12,5109.273932831334,1066.2825979639588,21,294.7001647597311,0,0,1
65,192.94270997801596,1246,10,30,1959.8407192719953,501.5688793903263,1,0.0,0,0,1
104,193.74253843607116,2825,172,3,2054.8497868344407,599.8020256985998,4,25.726490627957084,0,0,1
25,63.21597349501442,3420,208,54,3596.462204178469,1683.9582623842018,18,348.55772344184925,0,0,1
39,82.62383264979405,736,292,14,798.7887114505799,619.047507944821,1,0.0,0,0,1
29,230.17503414853286,2105,32,0,3879.872710566418,2753.6797090378977,2,0.0,0,0,1
44,148.79068448822275,2584,148,27,2512.231012408957,938.9719949874343,13,411.84200194521713,0,0,1
69,235.93551198626034,2950,46,17,3641.0029523322096,2324.7536326046884,10,634.802518560567,0,0,1
13,75.73829170190339,1724,137,0,2194.721528064979,514.6857319834945,6,33.617225391442474,0,1,1
105,337.5234997099252,270,54,0,715.7462116199097,385.2251910863885,11,113.31468292878164,0,0,1
63,206.8403795699501,1258,165,2,840.0995497067204,487.4689095850709,3,668.7858487779142,0,0,1
29,189.33076782744334,1611,118,51,2242.1188042554563,563.8643199753927,16,48.89681373341177,0,0,1
17,32.93432647197101,777,21,32,566.7512997985963,422.4657500287245,16,37.44607818703384,0,0,1
28,120.00386813113651,3400,3,1,4476.857816613452,1784.4874527617033,15,431.8216444378553,0,0,1
75,145.35718423690298,3126,7,31,4224.646357315314,3121.550036185519,4,1026.1620232238433,0,0,1
41,165.98776838868315,1866,40,2,2349.717344333891,970.786059727987,3,42.09517401813679,0,0,1
85,310.59198973891716,1341,8,46,4161.022420646624,1100.560529526248,17,357.0215117619278,0,0,1
20,184.7353528417928,757,408,0,1519.5133867917027,1151.4188134216793,10,172.12730120892348,0,0,1
46,177.50118546085776,2938,190,18,1607.4389313307981,1276.4595212104214,5,299.5420216269132,0,0,1
50,51.82980354450778,932,227,34,2250.2435752058805,396.03410052163224,2,0.36510630086401363,0,0,1
49,308.41622609219587,592,327,44,2405.7885729026943,1326.0142511692588,5,557.9744721015877,0,0,1
34,204.62207720646535,160,34,38,3284.7172746512288,2108.7916723769295,22,191.32305564057864,0,1,1
25,138.36854404965632,322,5,12,1329.7039790330073,817.5817058634725,8,176.08886111442075,0,0,1
48,148.1687129355286,2606,123,13,1342.229741838413,890.5156148879204,7,271.8823678140123,0,0,1
12,71.12673181761271,1324,251,0,9294.289408776665,2505.8136875065866,24,543.3081917167606,0,1,1
31,70.58004438154808,571,153,96,5332.000909672771,2512.926261539366,15,265.74420292463145,0,1,1
22,212.07248386571806,1429,37,35,2212.581207797111,495.28427245892885,18,205.3641628288355,0,0,1
83,313.6839678515541,2879,85,32,3102.216105655235,1732.0663948556994,29,156.33133104101057,0,1,1
10,48.37093335623271,1196,93,27,8207.545816602464,3192.1702618450254,12,729.7672895451872,0,0,1
140,219.79170838391968,1727,0,20,7311.805168224849,2408.44370697308,7,177.0621059025257,0,0,1
104,301.20208870149384,1314,21,38,2019.881539820497,1394.5026782690707,10,243.0666728644639,0,0,1
7,267.54795862905246,2895,5,9,933.3079779932096,671.4074377687558,22,82.91890141331949,0,1,1
14,168.36641336316072,2908,68,6,1246.3295120830433,214.58681628453203,16,127.1712283761832,0,0,1
50,86.6999100793325,2267,134,18,3688.725094241953,2690.696387860527,11,371.3450813117554,0,0,1
60,237.75580057138043,1147,90,2,3693.8973215343276,795.8399898058052,17,253.71244073741897,0,0,1
95,143.95407401964277,2145,181,3,4685.611638750982,1678.781470341859,19,278.9941814612341,0,0,1
121,275.5055530628859,1509,342,51,7870.6612726447065,2426.837336043598,21,525.192557406845,0,0,1
17,67.8364125026093,1465,120,88,277.1236648177309,213.11471604389638,16,18.35266727193252,0,0,1
135,332.9119268410385,1304,225,1,958.45174805747,517.4264326260604,8,144.109733019661,0,0,1
85,170.67864464857706,1476,0,0,3881.9015358122683,3159.2780428193114,6,36.62099349702041,0,0,1
99,387.80175288956593,999,271,0,1990.9314286037768,747.219841176908,20,122.1398444785512,0,0,1
24,100.93696109768341,904,64,21,3933.355905463403,2349.281500904367,21,281.2357095561465,0,0,1
23,130.91711978469672,1447,0,11,3419.6109101692396,2014.355309595023,18,278.0168797879935,0,0,1
12,73.99189603890274,2319,6,0,5655.431566625013,3954.858187285643,8,756.1549969050382,0,0,1
51,83.66683621425375,1555,0,0,1573.6956185971396,684.2139801466401,7,284.81665595940024,0,0,1
11,117.31843035531952,1867,110,42,2571.3433912501855,2048.8405331387457,5,514.2686782500372,0,0,1
14,366.8191662336333,272,114,46,3959.2784018825887,2503.910114519606,12,449.99330338151196,0,0,1
72,193.2014009146797,2190,8,0,2665.258830729663,984.8716995489266,3,17.000075231789197,0,0,1
20,67.55332740362289,1205,195,0,3653.896297996521,978.5697933562302,7,521.9851854280744,0,0,1
80,137.7671468301576,627,111,0,2090.3772260371225,1529.8445278086301,22,99.5417726684344,0,0,1
38,158.61685700724036,1518,44,11,4281.681172264563,849.6811267450986,9,882.2259682632061,0,0,1
67,96.93478116462866,40,145,0,2894.728373523239,1240.4475925680913,16,234.31384265856968,0,0,1
47,60.63592008975021,92,23,12,3956.000935269358,1054.9654782297737,10,989.0002338173394,0,0,1
47,179.41819499737943,2398,65,2,2334.388383450376,1465.6836376585566,3,35.15559972508725,0,0,1
40,125.64016827077985,265,157,4,3899.5441406386135,2839.8270221532684,15,277.10477815372394,0,0,1
90,390.93153630225254,3432,396,1,3187.477391778468,2129.378038424709,11,295.34196297062766,0,0,1
100,202.19939690881944,2291,15,7,5448.566504729877,1120.9143922486562,9,845.6946586923792,0,0,1
104,187.58256598410318,711,140,26,1877.0590394057942,825.3986974503904,19,157.0565098419982,0,0,1
35,124.93736385246822,613,98,14,4308.532053791163,2141.9458515815563,12,527.9636868056093,0,0,1
42,162.71664092991836,912,87,7,2274.5211033889527,360.38737039361024,10,221.6421667254711,0,0,1
12,107.2902681971611,336,39,16,5879.312285668816,3734.7104658994954,17,487.52867628086807,0,0,1
78,252.54483031677665,2943,44,18,3605.152647384956,2353.188744050823,10,674.1201885253633,0,0,1
91,446.39586044821453,114,98,46,3221.4156470502276,1779.270940198073,7,805.3539117625569,0,0,1
74,144.1044172132012,606,137,59,1099.2130865401782,421.53519670876915,5,238.04702375080277,0,0,1
63,95.51438963150187,458,99,0,2174.7601887791907,1627.9378506225653,12,42.247474314887604,0,0,1
8,11.382350479025696,3034,235,0,3960.7629271216415,1148.2566937218119,15,403.12614864944925,0,0,1
42,248.78288194065698,2096,58,42,594.770094081595,191.13799781814134,10,244.76620608471717,0,0,1
22,163.12868275958064,2660,249,9,3329.7345967705537,2329.944131821969,4,1109.9115322568512,0,0,1
99,193.2648369078719,2169,13,8,9179.785363983714,3555.1458838020476,3,169.87615475839257,0,0,1
104,179.56449153082144,985,7,46,5110.473892842943,3626.638587746309,15,433.12965848941985,0,0,1
51,148.90580386644052,2121,100,0,3077.345520418087,1843.1613481563777,16,274.62579530529166,0,0,1
43,133.9489047184549,2599,216,42,1167.7536897080172,567.6407904082658,5,20.364533212910725,0,0,1
28,259.3255293137981,455,23,33,3502.1262345515415,2442.6508052765707,13,288.76105545675523,0,0,1
87,135.67524785389088,1650,68,32,1971.205277470084,1517.1595947250066,7,437.75257230791135,0,0,1
37,173.96039882137288,3166,174,18,2039.5174124343432,1595.81408981764,11,285.464760708895,0,0,1
42,155.6608104903313,2691,114,0,4767.430447215255,2528.474899672084,20,199.3956525270121,0,0,1
43,119.60567620612385,2698,173,5,4587.289914186626,2193.965467459469,13,307.38384972015467,0,0,1
116,210.99626722145302,929,29,2,4165.458884467949,1667.8631224835522,18,284.49472254098515,0,0,1
51,165.60396725886977,2936,222,21,1569.4757080961715,1229.0364493560928,4,364.7604450093389,0,0,1
42,59.745027766466784,540,202,0,3606.0185540811995,1451.9222571844116,15,238.48088222712715,0,1,1
34,124.0939117530054,1595,15,0,2958.332737223633,2362.6315232065913,16,222.76965569164003,0,0,1
5,128.5636523564931,1642,62,67,1423.4554774992175,826.1582042005753,9,180.3744852032785,0,0,1
30,100.16519087332365,1511,22,0,3317.0038970566484,1375.697721361847,19,350.77788682827406,0,0,1
85,346.33260876910504,1071,217,64,1491.5924730419008,596.9077245713471,17,106.79011600527829,0,0,1
12,282.2992693662215,3070,205,28,5606.558509804027,4401.204343037926,18,164.36628607405848,0,0,1
51,271.53969586950393,68,43,0,2865.7135843583505,1209.2083165118388,9,447.86575945984646,0,0,1
83,185.82702856586857,2751,60,20,4071.371476671757,3049.033766007136,13,522.5181267856,0,0,1
124,237.2796994823111,1455,174,80,4094.7754529309327,2599.46926871962,10,673.0242977649207,0,0,1
107,250.76165527269558,1028,139,0,6413.408150799402,4636.613206180264,7,1029.6509526809868,0,0,1
51,156.67427655526615,1002,139,35,2277.060412180803,322.6483812211605,16,165.66922161351107,0,0,1
159,351.6280006479087,1885,103,10,3503.219164106004,894.8414613174845,0,0.0,0,0,1
13,32.170100872441424,404,66,0,4760.22542303727,3446.5665963755373,2,0.0,0,0,1
6,80.07146120339851,1233,163,0,1851.0807048575386,831.7663707670409,2,1.5124820551728144,0,0,1
77,260.75494348380283,1047,205,15,1200.2730737528145,377.14983894539387,19,95.60344171341018,0,0,1
149,387.52300369138567,2306,17,43,3863.7080501871433,928.8562083211677,8,726.378004103824,0,0,1
41,180.4677341382002,1705,29,24,1805.7365167960236,933.3258904859879,10,253.29154461361682,0,0,1
18,315.3981432312628,455,298,47,2991.1823581574145,1217.4067175228824,3,997.0607860524714,0,0,1
57,167.71827699276457,2304,72,0,3918.5897519780774,1609.7206248667435,7,559.7985359968682,0,0,1
71,170.0426746301428,678,64,0,6874.238904590981,4106.020532899676,10,1145.706484098497,0,0,1
14,193.808128727955,1621,253,3,5613.404863292692,714.9108309018196,19,303.5879981820717,0,0,1
29,71.6730399107971,1547,136,0,2178.7981463451033,617.8507010783217,12,162.5991596417596,0,1,1
123,242.58127321086533,948,73,1,1390.5507878228777,276.69580907726686,10,101.18306400077445,0,1,1
38,136.41678353213075,1952,210,38,4661.999029668244,2440.7104589825094,13,466.19990296682437,0,0,1
54,98.11423648512564,755,124,8,4052.64050793297,1953.7450435545525,11,369.093023241786,0,0,1
68,413.61937113123906,102,29,0,2137.2739412315414,1053.980613701907,22,105.94519429651501,0,1,1
49,289.08494254383544,2672,92,0,4707.530516627129,2097.821416311171,2,0.0,0,0,1
83,147.95147120736016,769,222,12,2222.977254917488,1025.6184195060525,5,1111.488627458744,0,0,1
91,270.0567568832912,2938,42,18,3568.4790067689282,2365.3402319736756,9,738.070323107791,0,0,1
15,92.60551130606447,94,102,0,3638.2598958070735,2564.5077775585573,3,0.0,0,0,1
109,145.34695127772957,3299,35,29,5850.762841023081,2735.9686828710787,12,326.9964370901987,0,0,1
120,159.47229144381294,1967,111,18,2249.5816597646685,1023.3796569154041,15,200.57212129669426,0,0,1
49,143.04748312246556,439,168,6,3398.307727756638,1779.7023542011987,27,131.65097539300862,0,0,1
18,111.2635520069349,1717,5,0,2924.1640972537866,2234.165911321746,14,101.06410931122221,0,0,1
47,94.80816679484921,304,18,3,2858.7695087932902,1220.0326324817179,8,401.019303718803,0,0,1
56,292.9138717055095,2877,74,40,3140.36543482402,1681.1490208198202,29,163.24623657439946,0,1,1
81,193.2237846492465,1644,111,65,5008.641639545015,1170.880247687851,20,365.1072312244033,0,0,1
21,69.84524697096514,2282,43,21,2335.669789359234,1479.9474734451362,13,230.19994737713324,0,0,1
99,210.4159321705768,745,129,0,994.426653695453,618.9416013576302,21,49.9291042700342,0,0,1
58,162.74738433347636,1239,145,13,5030.771734002122,3861.3920948422815,6,136.41042258258204,0,0,1
96,396.324884690036,1380,104,33,1670.805940697484,1021.6941586927878,9,359.74829203288056,0,0,1
69,341.19616315043186,2413,54,2,2349.61101327462,1617.6789095803288,8,288.00452563563726,0,0,1
27,63.1194265114606,1642,0,64,1917.8092436002644,612.6904263830118,23,115.00123291076778,0,0,1
176,372.74376531410434,716,0,6,7288.356651600846,3133.7297540385775,3,0.0,0,0,1
17,208.41545707378484,2560,189,0,3301.9892381108807,2517.8674394470063,3,1024.1757915869246,0,0,1
115,159.76957919047027,2151,122,28,2461.4522923859295,1503.7284718257524,11,217.82589191082025,0,0,1
21,69.82917901826629,2281,43,21,2336.3152077771956,1482.7343341550325,12,231.52910025584904,0,0,1
99,184.14821462610442,405,29,0,1642.6817523382392,1222.4498355756934,6,359.7449358402036,0,0,1
30,232.4240683599302,2573,195,0,3262.358246582375,2489.2694989157503,3,1017.5192774371991,0,0,1
45,74.4099556809577,627,50,8,1822.7573926390282,476.39038277826774,22,106.85272288937198,0,0,1
49,129.3767515825896,2890,9,3,5235.8162115689365,1010.3718848913337,8,747.9737445098481,0,0,1
52,80.49918259331236,1747,13,0,1562.3111286478024,1073.0265506008836,5,41.62260901049842,0,0,1
110,239.6575677396039,3352,21,28,4144.817478478253,1048.8461171823678,14,451.57268337085605,0,0,1
50,248.40459865892356,1483,359,5,2322.7431004473556,254.14972330924326,5,610.7541243799847,0,0,1
48,367.33421793360674,1392,6,70,3029.446841070559,2035.51035990919,9,310.9468512685013,0,0,1
49,288.2036528270205,3142,202,12,5344.180219231083,4244.55764607588,2,0.0,0,0,1
54,177.3675005427117,3173,37,23,4419.999644190655,3105.081975341439,4,950.0586817487876,0,0,1
19,237.9741154317243,1782,92,58,2857.4726713202062,702.4801010171908,18,181.33038059237248,0,0,1
72,133.71344100098713,2590,83,14,4934.878443422983,1641.0767485872661,17,423.91037760688545,0,0,1
75,130.95919273974587,1765,95,0,1234.3181492720498,684.2212007411005,3,459.2886247451879,0,0,1
154,361.06789542190796,776,10,15,7267.420182802219,3127.368429248312,5,132.93684001773255,0,0,1
19,130.925123076885,2307,13,78,1838.004700461868,392.3883143274793,1,25.101384870741004,0,0,1
87,216.86731160471896,283,27,77,5249.020832753444,2610.6030630928108,25,314.73881346285185,0,0,1
55,321.4826703636562,439,284,17,3413.5668945872785,619.1475107802922,19,182.22773791736287,0,0,1
10,28.300094629695778,583,41,28,8558.46721263257,637.3994732949249,14,719.9140421048277,0,0,1
17,239.6300110742271,1089,42,1,4258.686687769049,3019.7697537018366,7,766.2382075536689,0,1,1
54,66.32636029261397,836,79,3,917.5368082265336,546.5775821697468,20,28.628386767940338,0,0,1
91,209.51963795718393,683,283,7,3387.0275215762217,1266.843063525859,6,632.4733484762778,0,0,1
16,72.48992571017882,1622,110,70,4700.883208503127,1752.2593505916545,20,319.2113832931268,0,0,1
76,136.37213902349117,1860,119,73,4473.944966672266,2581.0782130948323,15,346.14875154403205,0,0,1
136,305.3538125402703,2765,54,45,1774.031332863794,1081.7730454553741,2,887.015666431897,0,0,1
44,122.39308216007393,1091,43,0,2662.145741880571,775.6230543885122,8,443.6909569800952,0,0,1
22,81.92688534484641,679,133,15,3193.847448254986,2286.835831436385,9,492.02811661435976,0,0,1
33,90.4480244268436,1549,38,0,1411.7911219613773,735.2612348822689,6,363.9929183690042,0,0,1
180,414.28893344388035,435,37,2,1307.5710737893025,949.3269917464706,9,241.450683021428,0,0,1
41,224.25263673952352,1251,29,33,4117.17943893105,3020.6862110048237,5,1029.2948597327625,0,0,1
41,110.79537538466255,965,28,0,873.2719379005725,583.7846253239053,15,19.376030565944582,0,0,1
48,79.09236677678685,1150,228,10,2486.5895128168177,1599.4149105525755,8,310.8236891021022,0,1,1
26,50.197837690751925,759,0,0,2656.6387394630665,1609.5974072943375,19,157.3843397935368,0,1,1
15,24.425291543069555,407,19,11,1276.6552120512526,760.7990933341283,2,592.0484683126472,0,0,1
2,47.832292250398154,1629,123,4,1839.598610400958,1411.4897049536175,17,133.8333898792695,0,0,1
5,10.810962948706303,784,392,3,3795.276777242911,2828.5269661485227,9,442.62321408770777,0,0,1
11,131.07500392650428,445,9,0,5946.263430635006,4514.257303442975,17,396.4175620423338,0,0,1
