drives,totalsessions,ndaysafteronboarding,totalnavigationsfav1,totalnavigationsfav2,drivenkmdrives,durationminutesdrives,activitydays,kmperdrivingday,professionaldriver,android,label
40,146.3366645,2572,0,38,1580.50002,892.883,16,175.61111333333332,0,1,0
96,441.3562784,1445,0,0,2219.350067,1383.779997,29,105.68333652380952,0,0,0
4,44.93055516,2570,48,0,3663.514614,2414.714274,26,174.45307685714286,0,0,0
41,98.46542665,644,216,55,5847.168146,797.0823596,10,974.5280243333332,0,1,0
160,296.6478562,3323,14,0,5692.449185,4211.282368,9,632.4943538888889,0,0,0
31,46.6207187,784,0,1,1398.45087,930.8670019,15,139.84508699999998,0,0,1
169,278.8396962,2469,0,0,907.3969651,269.9021383,26,43.20937929047619,1,0,0
10,223.4506887,1028,0,33,1388.298381,325.4820771,9,462.766127,0,0,0
103,254.1443376,2975,73,7,6028.775624,4563.501755,14,430.6268302857143,0,1,0
67,90.87097409,1388,130,49,3561.72256,2668.661492,31,154.85750260869565,0,0,0
61,74.8597994,341,0,8,2987.026722,1740.13719,0,0.0,0,1,1
6,97.16331675,2915,33,5,3810.630779,2828.191109,13,476.328847375,0,0,0
6,110.7892144,2393,275,1,1962.675457,1324.638248,13,150.97503515384616,0,0,0
59,84.11373693,600,10,0,901.0269904,334.1893635,0,0.0,0,0,0
12,15.8369528,1448,65,69,1222.474509,943.704493,25,64.34076363157894,0,0,0
33,182.9903642,1043,0,53,3482.755092,2681.917467,24,232.1836728,0,0,0
5,190.8546608,817,149,11,968.4472178,582.6125073,29,50.9709062,0,0,0
158,296.1856011,1431,0,1,3271.557961,1525.21993,18,272.62983008333333,0,1,0
25,94.32673942,3224,149,3,7558.795525,2705.246112,15,503.9197016666667,0,1,0
50,78.26691626,2336,0,0,4214.118972,2459.989991,4,0.0,0,0,0
2,125.2083522,87,85,0,4220.474855,2903.419711,23,211.02374275000005,0,0,0
35,106.7165408,1548,0,58,1610.865769,972.9222783,17,134.23881408333332,0,0,0
15,45.15585146,3166,59,4,2451.593448,832.7610962,18,204.299454,0,1,0
41,162.381864,2281,0,0,6868.117827,4065.47517,10,686.8117827,0,0,0
45,62.71676794,3454,73,44,5772.168702,1920.848499,26,274.86517628571426,0,0,0
16,160.2290894,1387,330,53,4233.145684,2374.25768,23,222.7971412631579,0,0,0
15,70.09399494,656,175,0,3061.786887,740.8487756,10,306.1786887,0,0,0
22,118.2709343,1146,59,0,2842.404321,2093.07815,11,315.8227023333333,0,0,0
108,169.4268992,2506,21,0,6132.328876,1950.251822,24,278.74222163636364,1,0,0
57,224.0205115,3468,58,5,7618.956862,3023.307726,27,448.17393305882354,0,0,0
27,57.25482654,2853,66,0,697.4539857,222.3549681,19,41.02670504117647,0,0,0
46,197.9984759,2042,0,0,1699.215153,1152.756042,7,424.80378825,0,1,1
8,15.33276463,2899,70,0,6065.66185,2093.986089,17,551.4238045454546,0,0,0
58,226.0370156,3248,143,0,2469.638877,1575.598196,30,112.25631259090908,0,0,0
48,177.5628819,2595,276,0,2441.114875,563.8996044,3,813.7049583333334,0,1,0
5,297.0632674,1818,144,0,9479.241858,2599.903688,12,947.9241858,0,0,1
45,227.8118289,3284,19,34,3769.029281,2160.886647,13,376.9029281,0,0,0
2,153.7471555,1305,85,0,5316.482864,2030.529322,17,590.7203182222222,0,1,0
163,282.3133092,3106,22,0,4809.252305,937.364628,6,961.850461,0,0,0
55,162.0037824,1107,0,68,1476.620525,558.3129635,25,67.11911477272727,0,0,0
44,210.5960801,3359,121,4,2713.365893,1465.32562,23,129.20789966666666,0,0,0
48,170.0935501,2952,331,0,4578.41528,2705.900869,18,254.35640444444445,0,0,0
25,150.7152104,3395,0,46,6235.5393,4608.259377,28,346.41885,0,0,0
132,227.6390701,3227,225,0,2070.350529,436.919086,12,207.0350529,0,1,0
11,77.30727127,3336,7,0,2678.234803,1408.157728,1,0.0,0,0,0
194,316.8042789,895,0,0,1836.610054,317.9575952,5,367.3220108,0,0,0
106,306.7216825,3038,251,14,2766.754002,1166.546241,19,184.4502668,0,1,0
25,105.4885369,2382,188,0,1759.100305,1439.50552,28,92.58422657894737,0,1,0
52,267.4175707,303,97,1,3249.284264,1898.107018,8,406.160533,0,1,0
2,157.7070608,2864,60,2,4179.897726,785.6124329,24,245.8763368235294,0,1,0
76,262.118166,2177,45,57,8992.646297,3182.573034,23,562.0403935625,0,1,0
76,328.206868,1503,274,35,3093.064342,1287.229749,6,515.5107236666666,0,1,0
22,213.1164517,2475,0,29,1639.68217,990.1965012,28,60.72896925925926,0,0,0
147,257.0525878,2506,266,0,2793.899905,1647.608292,17,253.99090045454548,0,1,0
73,321.8169938,2753,154,0,2217.340224,1325.176525,21,110.8670112,0,0,0
82,437.7860935,286,40,0,4787.578581,2728.10118,14,598.447322625,0,0,1
5,216.6362812,2329,108,0,1010.133823,536.8872083,6,252.53345575,0,0,0
130,323.280673,341,5,62,2921.952554,1239.809287,5,0.0,0,0,0
9,180.632369,2416,13,64,6772.775522,2248.84062,11,967.5393602857142,0,1,0
4,120.0508448,983,11,7,1825.468848,971.0560684,19,101.414936,0,1,1
19,181.649615,280,184,29,2851.018216,506.339391,10,475.1697026666666,0,0,0
176,390.3923808,875,95,0,2344.242953,1707.354771,12,334.89185042857144,0,1,0
62,148.7615137,2326,130,66,3062.785033,1569.001878,21,145.84690633333335,0,0,0
53,188.7001874,3398,11,17,2336.287121,1908.517058,30,116.81435605,0,1,0
31,198.7762072,1215,249,0,2135.571262,376.9273064,5,711.8570873333333,0,0,0
10,62.14847923,958,0,47,550.2531736,222.4599737,19,32.36783374117647,0,0,0
52,104.0099898,3346,176,38,342.737371,190.3538451,22,22.849158066666668,0,0,0
38,140.1596487,2552,35,42,5993.00355,4659.179395,29,239.720142,0,0,0
14,28.5740902,2789,0,46,1454.878206,1065.877178,5,290.97564120000004,0,0,0
95,317.3771778,2222,0,64,2758.351195,1073.806787,8,344.793899375,0,0,1
97,193.0569446,473,34,24,4344.360643,2264.211324,27,217.21803215,0,1,0
80,291.7845243,1140,0,15,3273.265755,110.5416978,10,409.158219375,0,1,0
17,51.59102871,763,46,0,5644.477253,511.0535115,21,332.0280737058824,0,1,0
20,82.98398938,2343,0,5,4776.87865,3965.525221,28,238.8439325,0,0,0
27,177.8948335,2017,62,0,4734.38663,768.3181776,26,197.26610958333333,0,0,0
6,84.4621503,894,36,0,4803.468195,3845.846789,15,320.231213,0,0,0
115,161.8643978,2399,78,28,2074.419477,1351.456056,5,691.473159,0,0,0
6,382.1265606,3432,16,79,4048.797895,1546.63949,26,161.9519158,0,1,0
57,239.3995536,3166,80,0,8361.093183,1031.330189,23,363.5257905652175,0,1,0
149,214.4243822,1069,99,0,1286.535134,551.5251961,1,0.0,0,1,1
20,145.3523488,1760,246,0,3623.065532,730.3936989,22,258.7903951428572,0,0,0
115,290.1577613,2067,51,20,3956.839154,1574.685074,16,247.302447125,0,0,0
38,101.7639081,3062,218,0,7253.221876,4816.190875,21,557.9401443076923,0,0,0
1,35.70277204,3451,92,10,2210.602135,1772.491609,29,105.26676833333332,0,0,0
24,183.3933539,2482,96,28,5149.625173,3538.532395,22,245.22024633333336,0,0,0
87,122.9126666,2342,116,0,1761.849988,1460.952374,31,58.72833293333333,0,1,1
17,70.94903765,3163,111,0,3177.166655,1467.992693,9,353.0185172222222,0,1,0
18,56.52795547,174,5,0,5488.903045,2532.344665,20,304.9390580555556,0,1,0
9,183.5925787,3452,79,32,1415.365302,1172.126444,25,61.53762182608696,0,1,0
8,151.3948827,2853,264,0,3370.46194,2330.883895,28,153.20281545454546,0,1,0
9,167.038328,418,330,0,3015.210965,2237.250106,22,177.36535088235294,0,0,0
56,91.02126749,2955,237,0,2631.279809,1710.574461,15,175.41865393333333,0,0,0
126,296.6011184,1136,26,0,930.7530517,684.6595187,6,465.37652585,0,0,0
41,213.7928816,1116,0,87,2452.617703,1035.543998,25,102.19240429166666,0,0,0
34,188.8241401,2537,74,34,2597.573185,776.8131676,3,0.0,0,0,0
40,65.04771416,1433,259,79,2432.273725,570.7442252,21,173.7338375,0,1,0
26,459.8084602,3102,58,30,5493.630262,634.6220032,19,457.8025218333333,0,0,0
34,62.44775671,2904,0,0,3804.452427,389.5881492,7,543.4932038571429,0,0,0
13,39.79552105,19,0,0,7818.401238,4630.038856,19,601.4154798461539,0,0,0
20,73.90103025,1309,0,0,2456.236953,1003.547106,5,0.0,0,1,0
128,373.3377658,1777,204,0,7051.727307,2456.091076,21,503.69480764285714,0,0,0
38,346.6017274,2057,39,0,709.6241191,208.6880177,19,41.74259524117648,0,0,1
76,355.4771156,721,112,53,2560.191128,1175.89385,15,284.46568088888887,0,0,0
85,111.5363912,492,163,55,3367.506298,1403.375815,11,561.2510496666666,0,0,0
95,125.3185253,3418,220,0,5083.607332,2264.308826,28,254.1803666,0,0,0
149,267.521297,2433,57,0,1158.326702,799.2268854,22,52.65121372727273,1,1,0
13,50.5578742,3434,83,25,1258.796185,983.4473705,8,209.79936416666663,0,0,0
72,164.2812266,3219,39,0,6957.838931,2107.116727,19,632.530811909091,0,0,0
32,63.24065399,2765,95,17,9551.02606,2355.308394,16,596.93912875,0,1,0
8,85.43585604,1490,80,106,1223.088757,699.4323473,5,244.6177514,0,1,0
45,57.84623309,2203,30,32,3002.236548,1423.645415,8,600.4473095999999,0,0,0
61,146.8130862,2647,178,0,976.8257105,494.541276,3,325.60857016666665,0,0,1
11,50.55292341,644,0,0,4352.561796,3589.481228,23,290.1707864,0,0,0
35,117.3036179,2085,227,4,1788.472183,1423.483562,5,357.6944366,0,1,0
63,208.9957572,1633,0,0,2458.902972,188.2343028,24,153.68143575,0,1,0
10,20.22779568,2042,0,18,2878.684634,666.0455641,26,125.16020147826087,0,0,0
9,324.3139361,158,93,76,2920.763055,645.0067169,22,146.03815275,0,0,1
18,219.649366,10,103,17,3497.731384,2078.627695,10,349.7731384,0,0,0
1,30.66405214,2875,4,0,4781.063714,2563.968277,21,367.77413184615386,0,0,0
1,159.9164273,3305,121,0,3912.544809,1029.75014,15,391.2544809,0,0,0
52,66.63413251,542,302,73,6281.807579,3337.373563,28,330.6214515263158,0,0,0
5,157.734191,866,34,86,4937.071827,3047.34594,30,259.84588563157894,0,0,0
5,76.70649399,1010,164,0,3069.298306,2033.987806,26,170.51657255555557,0,0,0
55,133.4088232,1308,110,49,2150.20767,1188.823426,2,0.0,0,0,1
44,230.6519975,588,0,12,2352.195649,82.7199135,24,102.26937604347825,0,1,0
8,117.0276369,2171,168,105,6564.306367,1530.141432,24,386.1356686470588,0,0,0
67,84.49090289,1572,4,0,1590.987228,907.0314296,9,176.77635866666665,0,1,1
78,179.5344194,2081,205,59,6627.447755,304.7418893,3,0.0,0,0,0
13,64.82062804,72,75,28,2692.285911,795.9870166,25,168.2678694375,0,0,0
84,131.6670828,1304,85,0,7098.9203,4172.237142,30,373.6273842105263,0,0,0
29,55.29694944,3108,105,33,3874.641051,2850.201742,25,168.46265439130434,0,0,0
2,285.5140502,925,0,77,3600.068438,2644.094361,4,900.0171095,0,1,0
51,104.0302615,584,0,41,4648.338204,3227.543561,26,202.10166104347823,0,0,0
101,178.1501031,58,403,0,5070.298367,3679.864573,10,507.0298367,0,0,1
8,28.88828631,115,297,13,2011.088563,1173.039435,14,223.4542847777778,0,0,0
42,138.3378596,19,156,1,597.4627375,448.4141138,19,35.14486691176471,0,1,0
7,128.2829813,807,9,15,4562.872733,2398.304529,3,0.0,0,0,0
16,43.89238303,3435,41,52,1684.204898,620.6008242,29,80.20023323809524,0,0,0
109,191.4094792,2555,53,0,606.0650684,336.527157,3,303.0325342,0,0,0
14,31.53956534,409,0,39,2403.774486,1990.609525,12,343.3963551428571,0,1,0
5,23.58684237,2839,235,47,5430.72702,2335.574551,8,775.8181457142857,0,0,0
10,100.8875394,855,0,0,4507.492223,3358.888178,10,751.2487038333334,0,1,0
65,136.7774094,458,83,4,2736.340653,1623.982277,17,171.0212908125,0,1,0
14,58.54106589,2225,13,35,5954.779485,4463.243141,23,297.73897425,0,1,0
97,140.8204691,373,0,37,1576.470423,613.8760616,9,225.21006042857144,0,0,0
106,279.2307395,2450,248,0,4351.126668,1386.273879,16,435.1126668,0,1,0
13,35.73124096,3475,0,0,2750.707337,787.3240031,9,305.6341485555556,0,0,0
124,376.2257349,3298,190,30,7196.002641,3234.917933,31,257.0000943214285,1,1,0
18,27.64803681,2033,54,0,1673.577755,1031.023676,23,98.44575029411764,0,1,0
98,336.5391767,715,183,21,4146.877946,2660.956071,23,218.256734,0,1,0
27,128.5235718,1943,66,0,1878.213829,1293.257595,9,626.0712763333333,0,0,0
31,57.14253718,1872,158,32,2935.589537,1477.390119,22,225.8145797692308,0,0,0
94,249.7843417,908,239,4,2006.107104,932.289991,10,401.2214208,0,0,0
17,155.7659266,3255,0,22,6635.621484,4533.541001,9,737.291276,0,1,0
25,37.15787546,1181,113,0,4808.375114,2401.788479,26,200.34896308333336,0,0,0
4,12.49372639,692,51,0,1128.544418,465.855427,16,125.39382422222222,0,1,0
21,110.8004364,3274,36,23,5410.97711,4104.403442,10,772.99673,0,1,0
4,64.41599267,3125,0,0,2815.772108,1478.763582,26,117.32383783333334,0,0,0
181,346.1861527,1243,377,83,4911.848014,2221.452213,22,350.8462867142857,0,0,1
69,185.1656368,3035,141,0,6214.775597,3209.884609,12,517.8979664166667,0,0,0
4,203.4635258,1635,322,13,2788.665562,1573.012552,16,348.58319525,0,0,0
74,192.805774,416,206,0,8580.040403,4589.723055,30,390.0018365,0,0,0
136,459.1729099,2682,183,4,1908.154268,953.0236208,5,381.6308536,0,0,0
35,446.1764101,1601,49,77,3070.496463,387.2419251,6,511.7494105,0,0,0
5,190.7641536,2843,101,46,2567.009896,1095.081471,2,0.0,0,0,1
74,89.06609782,760,0,0,3174.849894,456.0424212,25,151.18332828571428,0,0,0
17,56.22350153,1909,15,0,2806.582288,663.6282863,29,112.26329152,0,1,0
190,338.835861,1237,0,0,2297.51282,662.4563512,14,176.73175538461538,0,0,0
166,419.9969421,965,73,0,4637.971453,1994.911716,27,257.6650807222222,0,1,0
94,176.2925966,1922,38,19,1812.813362,411.4529457,27,75.53389008333333,0,0,0
2,237.8668546,49,0,35,5912.940121,1262.326155,21,369.5587575625,0,0,0
4,34.06118168,2832,17,0,2917.03617,473.3471807,30,104.1798632142857,0,1,0
1,2.894851785,1706,112,0,1734.157048,974.5104322,8,216.769631,0,0,0
43,446.7068249,504,277,73,1679.986535,960.3596462,20,129.22973346153847,0,0,0
0,5.775037071,51,0,0,4273.741728,3560.69102,12,356.145144,0,0,0
0,42.83648293,131,98,0,1805.169359,1279.101774,20,150.4307799166667,0,1,0
22,140.9045724,1506,205,62,5703.523952,4593.753254,15,814.789136,0,1,1
56,218.0137627,1815,3,0,2033.546935,1503.338508,26,84.73112229166667,0,0,0
26,39.32213966,1590,301,72,1959.520091,1355.042198,20,108.86222727777778,0,0,0
150,208.4034848,215,51,58,1516.288009,1204.300096,25,63.17866704166667,1,0,0
2,76.66626898,2319,50,51,3104.340796,423.7548512,16,344.9267551111111,0,0,0
7,23.49706262,1241,23,0,5166.436243,4152.832198,9,574.0484714444444,0,0,0
33,201.5593771,1336,68,11,3437.288,1747.343693,30,149.44730434782608,0,0,0
59,135.5497941,1889,32,0,2129.537888,1198.952118,4,532.384472,0,1,0
16,119.8788627,1012,0,0,2674.016634,1855.686649,29,140.73771757894738,0,0,0
104,138.7631837,2865,28,44,4119.600233,1229.221399,1,0.0,0,0,1
4,312.5520573,3273,0,0,2128.656313,922.0148552,14,163.7427933076923,0,0,0
51,435.6050205,3027,27,20,3715.38907,1306.238499,14,371.538907,0,0,0
19,157.9508299,1481,223,0,670.3671146,326.7785948,5,134.07342292,0,1,1
7,64.14207583,231,338,35,1837.707024,1482.466267,16,114.856689,0,0,0
2,18.3876131,3115,42,2,2907.484024,2118.051613,19,264.31672945454545,0,0,0
146,241.8294162,2481,0,0,2066.914443,762.8520526,28,76.55238677777778,1,0,0
42,123.9256378,3084,197,0,6915.516723,1754.124093,1,0.0,0,0,0
20,89.28331438,1326,0,0,3107.375405,520.8279606,27,182.78678852941167,0,0,0
100,227.0562275,2694,252,4,5115.006025,735.9783953,25,269.21084342105263,0,0,0
89,95.2049851,271,4,0,3282.102636,1422.485232,8,410.2628295,0,0,0
75,95.51696063,2949,138,17,4199.978223,494.9654091,22,279.9985482,0,0,0
6,211.3816605,713,90,0,2881.842425,955.4268014,28,115.273697,0,0,1
83,204.4665046,1235,164,0,3591.117185,617.438171,21,239.4078123333333,0,0,0
24,199.791624,357,125,0,3433.081982,828.9534696,30,137.32327928,0,0,0
51,234.1082226,335,0,65,724.8958062,544.4318274,20,55.76121586153847,0,1,0
73,119.7763366,972,59,0,2336.970336,736.2612316,6,389.495056,0,0,0
9,109.9701686,1320,0,0,1029.566888,359.1108143,28,46.79849490909091,0,1,0
152,228.0933494,2863,389,27,1607.43977,696.4281414,30,55.42895758620689,1,1,0
44,74.38998873,1096,0,0,2652.236302,1704.227509,19,147.34646122222222,0,0,1
64,104.1555359,1280,0,0,4690.51017,2284.306474,7,938.102034,0,1,0
1,80.33976732,3471,115,83,2329.878384,1029.246313,6,388.313064,0,1,1
38,345.2437513,2305,0,0,8889.775819,4149.145586,13,683.8289091538462,0,0,0
30,66.38411257,2530,346,4,1657.59838,1373.425786,18,92.08879888888887,0,1,0
19,115.2074864,2293,0,80,1842.915101,380.2110813,0,0.0,0,0,1
2,92.25979593,3490,113,0,2809.952835,1006.300488,25,117.081368125,0,0,0
2,28.72204268,1248,55,65,7593.724444,1696.203703,22,421.87358022222224,0,1,0
44,319.0522431,876,103,0,3378.622809,2204.230686,8,422.327851125,0,0,0
37,331.1232479,2912,3,0,4212.575578,3508.955381,28,162.02213761538462,0,1,0
75,292.7691933,845,0,0,2309.711769,957.8534584,30,109.98627471428571,0,1,0
15,205.3625729,3061,125,20,3649.618902,2161.936133,19,331.7835365454546,0,1,0
69,144.7795016,2556,42,0,6277.671226,4156.678802,17,392.354451625,0,1,0
23,117.9087534,2253,411,0,5066.770273,4109.092583,11,460.6154793636364,0,1,0
85,199.3960406,1075,0,76,3770.820258,2400.898577,10,538.6886082857143,0,0,0
28,50.11184473,1731,102,0,1583.313741,1105.02163,22,87.9618745,0,0,0
51,243.7395019,1294,120,84,4616.254026,2900.175307,1,0.0,0,0,1
66,136.8057897,1515,20,0,1132.524365,403.0326137,10,226.504873,0,1,0
25,83.97342802,2713,110,0,7779.261126,4387.776132,28,370.441006,0,1,0
4,56.70866938,1986,0,66,4598.105461,3410.433682,19,418.0095873636364,0,0,0
6,123.703882,3212,4,9,2863.526588,370.4078288,27,114.54106352,0,1,0
107,207.3041493,2646,24,0,2904.198481,622.9530146,17,170.83520476470588,0,1,0
147,283.1111386,2395,0,51,798.6427752,417.257083,30,39.93213876,1,1,0
66,126.8161601,74,86,13,2857.715904,1095.212455,29,114.30863616,0,1,0
16,189.8531344,2710,170,20,3670.752857,1204.376899,11,458.844107125,0,0,0
89,147.1898888,1756,43,10,3856.429864,632.1500857,22,183.6395173333333,0,0,0
39,66.45227463,2755,0,45,6529.9887,3093.028256,15,652.99887,0,1,1
90,278.2396503,1049,0,0,3170.872791,1450.816967,16,198.1795494375,0,1,1
36,156.3876538,2364,126,5,2865.193934,159.064458,14,260.4721758181818,0,0,0
64,210.0230507,2579,49,11,4485.150758,1708.064125,24,213.57860752380952,0,0,0
48,54.67036531,779,0,17,3361.82936,1724.709227,3,1120.6097866666669,0,1,0
36,196.7486048,3379,90,37,3162.995656,854.6437623,17,210.86637706666667,0,1,0
109,323.5054691,1251,153,0,6444.402062,1459.993503,13,716.0446735555556,0,0,1
24,135.5933009,948,409,16,819.2894044,382.0577286,11,74.48085494545454,0,0,0
76,126.6681404,1550,413,0,3591.396216,281.4505246,10,359.1396216,0,1,0
3,99.36365357,1393,67,0,3131.095427,1745.755631,29,111.82483667857144,0,0,0
112,149.73483,15,137,0,2725.299173,1553.352843,14,194.6642266428572,0,0,0
4,97.05527983,291,82,0,815.1887961,277.5956327,29,32.607551844,0,1,0
86,117.9082893,1698,62,0,1978.282603,1155.956703,17,123.6426626875,0,0,0
76,203.6449575,42,66,0,3108.254612,1553.602054,19,182.8385065882353,0,0,0
27,67.10227468,2180,151,13,5188.270716,2073.765537,12,432.355893,0,0,1
18,31.83972515,605,22,6,6216.625616,3079.446026,25,345.3680897777778,0,1,0
102,128.3828113,2640,132,37,2460.834755,1215.302318,12,246.0834755,0,0,0
39,240.2148294,2860,23,0,2624.402225,1601.529893,29,119.29101022727272,0,0,1
3,26.72124014,2487,134,56,2774.252772,1891.231926,29,146.01330378947367,0,0,0
39,143.0912244,759,5,0,1121.829697,602.758415,25,56.09148484999999,0,0,0
53,162.2076202,1831,0,0,5749.039417,4208.737104,19,338.1787892352941,0,0,0
29,109.9173104,109,0,0,2897.36067,2091.996161,16,362.17008375,0,0,0
44,179.5279512,1889,226,0,1622.625836,533.3000712,18,101.41411475,0,0,0
52,259.262136,2550,42,0,3349.510293,2149.567482,10,334.9510293,0,0,0
31,95.98452212,1760,107,0,2919.37848,902.2904111,20,182.461155,0,0,0
63,110.6627661,1166,67,11,2714.375996,971.5046383,15,271.4375996,0,0,0
63,124.010548,833,4,29,3709.606706,2986.818041,22,218.2121591764705,0,0,0
70,148.8646463,995,26,45,4969.097151,3353.39569,5,993.8194302,0,1,1
104,217.6305064,3431,0,20,2065.167984,1293.204679,17,121.48046964705884,0,0,0
30,320.9403416,2484,0,9,6028.291617,3636.413834,16,430.5922583571429,0,1,1
91,243.1522285,1010,40,24,7074.543754,3063.942533,15,544.1956733846154,0,1,0
31,229.9195491,2048,35,1,395.9339629,207.5153088,10,65.98899381666666,0,0,0
41,445.3528443,2427,260,28,2855.030724,469.6000621,13,219.617748,0,0,0
127,175.3887627,879,181,24,1160.180779,847.4471294,9,128.90897544444445,0,0,1
42,161.5875286,605,0,93,1550.325721,1212.460078,11,310.0651442,0,0,0
155,412.8084293,1455,121,0,2906.634413,1710.494363,15,290.66344130000004,0,1,0
26,89.02348603,1944,0,0,2464.018956,1352.945424,22,154.00118475,0,1,0
39,79.55642192,1244,0,0,5696.07876,3612.380111,0,0.0,0,1,0
116,168.589322,102,384,42,4704.837354,2750.066543,14,361.9105656923077,0,1,0
34,212.5054537,2452,8,0,4461.913421,906.9661554,19,234.83754847368425,0,0,0
81,197.2337474,2609,0,0,1251.110726,666.3375593,30,62.55553630000001,0,0,0
153,229.585787,34,0,73,2143.168973,1123.210661,3,714.3896576666666,0,0,0
19,71.4874894,716,46,88,4650.348594,3323.141885,23,332.1677567142857,0,0,0
32,175.9392501,1375,119,0,8890.612587,1099.179175,20,444.53062935,0,0,0
7,190.6014989,1759,0,64,3493.858085,2829.550281,5,1164.6193616666667,0,1,0
18,269.2652801,377,206,66,1606.011178,354.801055,6,267.66852966666664,0,0,0
69,251.6948567,1032,150,32,1687.506654,1393.13611,24,93.75036966666669,0,1,1
37,93.52409129,838,0,11,1337.413745,618.0457474,3,0.0,0,0,0
8,54.37703485,3445,62,63,1968.0902,1043.740577,13,151.39155384615384,0,0,0
81,243.0896772,1011,229,55,5475.774769,2935.704152,21,391.1267692142857,0,0,0
70,195.4011108,502,16,88,1371.788994,352.8135561,23,68.5894497,0,0,0
20,211.1087885,2917,9,0,3822.003542,1000.07356,26,191.1001771,0,0,0
182,316.1750389,169,74,30,3341.023907,2195.231823,14,477.2891295714285,0,0,0
60,194.7146447,811,0,0,1840.437603,1084.376594,28,68.16435566666667,0,1,0
95,141.7279787,1049,106,68,4870.896677,3476.513179,15,608.862084625,0,1,1
77,190.0697486,1829,178,0,1455.224138,1142.656966,17,97.01494253333334,0,0,0
165,456.4779306,2507,45,98,2614.41893,1724.436522,1,0.0,0,1,1
107,150.8442156,3498,31,0,2329.233378,1704.562283,3,0.0,0,1,0
126,222.6605577,1148,90,42,5778.782771,1740.057302,21,275.180131952381,1,1,0
11,16.08867738,760,26,78,2639.153807,726.3458782,30,94.25549310714288,0,1,0
15,31.59870113,2197,140,0,2848.475688,1918.338488,22,149.91977305263157,0,1,0
127,216.3628907,3265,66,71,4274.765303,2901.435926,27,178.11522095833334,1,1,0
11,30.47368069,684,109,1,3312.24871,2489.2552,13,473.1783871428571,0,0,0
80,304.033283,2213,137,0,4467.348625,1283.097629,26,223.36743125,0,1,0
123,270.2318335,1023,321,0,6298.001821,1404.638939,3,0.0,0,0,0
68,165.9691256,3020,7,33,1756.319503,1042.328499,26,87.81597515,0,0,0
12,31.83014004,1897,43,29,6213.856059,3264.343856,21,388.3660036875,0,0,0
72,429.8999214,1660,27,0,3956.563448,2056.939989,29,141.30583742857144,0,0,0
0,81.62169462,725,211,0,3449.669968,2706.546928,9,431.208746,0,0,0
138,264.6880331,2640,73,13,4677.915662,1257.681725,31,222.75788866666667,1,0,0
23,26.58384085,1137,90,0,3706.956479,1320.442348,10,370.6956479,0,0,0
123,211.5309566,1123,83,7,2586.805943,1502.168543,12,517.3611886,0,1,0
13,29.77721257,171,68,42,1887.210356,1526.275648,0,0.0,0,1,1
126,176.5726108,1725,165,0,5636.083494,1463.819235,12,704.51043675,0,0,0
32,359.2485695,306,0,0,5082.82374,1694.754097,15,635.3529675,0,0,0
45,137.2203999,3166,0,33,3756.750489,2790.135489,8,469.593811125,0,1,0
135,216.1617265,1077,311,0,4318.201384,2774.738084,29,154.221478,1,0,0
163,330.6142346,3177,49,0,2600.069783,1585.147137,30,136.84577805263157,0,1,0
16,93.95437062,275,6,0,1026.532508,822.3896827,27,51.3266254,0,0,0
104,179.8957371,2945,63,66,2371.156796,598.3322636,22,182.39667661538465,0,1,0
67,142.4600773,2124,6,75,3117.800187,2277.112957,11,311.7800187,0,1,0
49,256.1081026,2748,94,0,1685.00111,1364.89414,18,140.41675916666665,0,1,0
0,71.15048506,168,264,0,1842.669478,1164.383348,6,921.334739,0,1,0
23,137.9773738,630,153,0,6607.691969,2690.062675,28,275.32049870833333,0,0,1
69,272.8430797,359,0,41,2001.951268,1589.483996,13,153.9962513846154,0,0,0
26,49.16210065,3102,112,5,834.9209833,328.5267912,18,64.22469102307693,0,0,0
20,122.9571006,1667,25,44,3107.948325,1515.30761,3,1035.982775,0,0,0
113,387.7253156,2522,172,0,1342.382117,228.1830796,26,53.69528468000001,1,1,0
18,74.46210046,2664,170,0,2921.534226,1464.504296,9,417.3620322857143,0,0,0
68,219.1867008,2238,47,43,1809.115281,1251.459159,30,62.38328555172414,0,0,0
3,487.2155051,2302,148,83,4043.716777,679.5633962,29,144.41845632142858,0,1,0
22,31.43698149,106,104,41,1500.830018,349.393805,16,125.06916816666669,0,0,0
117,259.9456104,863,317,67,906.0170684,225.6058712,12,113.25213355,0,0,0
22,161.1041341,2385,0,88,6526.795951,4223.704837,12,652.6795951,0,0,0
11,15.80117122,2994,91,59,1871.175093,851.8249834,17,116.9484433125,0,1,0
90,123.4241436,2073,0,0,1122.333145,552.7956362,23,74.82220966666667,0,0,1
39,89.36269329,1109,206,0,2579.478355,949.0805726,14,257.9478355,0,1,0
52,469.1228876,2824,206,64,2382.694359,1618.538891,6,476.5388718,0,1,0
9,54.77248833,21,38,32,2226.517994,182.4301689,18,159.03699957142857,0,1,0
66,183.0945478,2415,0,3,3869.161466,3196.258791,28,184.2457840952381,0,0,0
68,130.2958238,95,0,0,5272.020142,4129.909745,16,527.2020142,0,0,0
79,176.8520484,219,76,56,3139.45774,1723.011581,16,261.6214783333333,0,0,0
127,177.5315875,3174,2,16,5134.169188,1672.746369,19,394.9360913846154,0,1,0
65,89.46055867,2068,134,0,8032.10571,355.0744883,3,0.0,0,0,0
20,93.17715159,2118,221,31,7904.840112,2747.709519,27,439.157784,0,1,0
