ndaysafteronboarding,activitydays,android,label
1204,29,0,0
712,14,0,0
767,19,1,0
3150,17,0,0
838,28,0,0
2260,26,0,0
720,17,1,1
3079,26,1,0
408,19,1,1
124,9,1,0
2674,16,1,0
2481,14,1,1
3244,24,1,0
2957,10,0,0
2300,25,1,0
1341,15,0,1
2550,16,0,0
2616,30,1,0
1275,3,0,0
1586,15,0,0
999,9,1,0
861,0,0,0
2592,14,1,0
2325,21,1,0
1377,2,1,1
3169,29,1,0
2062,10,0,0
3165,10,0,0
478,13,0,0
1175,4,1,0
3222,20,0,0
1962,22,0,0
828,12,1,0
1468,11,0,0
634,27,1,1
3405,12,0,0
554,29,0,1
1558,14,0,0
3199,9,0,1
1477,25,0,0
2950,27,0,0
1115,13,0,1
256,24,0,0
673,23,1,0
3439,27,1,0
3364,5,1,1
2331,15,1,0
1093,16,0,0
1708,7,0,0
469,9,0,1
2650,0,0,0
2964,19,1,0
536,20,0,0
305,3,1,0
2241,4,1,0
2555,7,0,1
796,24,0,0
156,1,1,0
2819,9,0,0
95,0,0,1
2680,3,0,0
2055,10,0,0
1883,15,0,0
496,10,0,0
2854,26,1,0
2374,19,0,0
1099,14,0,1
1827,4,0,0
1424,14,0,0
3100,14,0,0
2565,18,0,0
901,6,1,0
2791,1,1,0
1834,17,1,0
1017,9,1,0
1244,10,0,0
382,9,1,1
644,22,0,0
2719,3,0,0
3014,13,0,0
658,25,0,0
516,16,0,0
678,9,1,0
477,14,1,0
2680,25,1,0
2409,9,1,0
3435,30,0,0
2435,13,0,0
819,15,0,1
2122,20,0,0
566,27,0,0
840,2,0,1
2159,29,0,0
1213,27,0,0
72,17,1,1
101,22,0,0
1109,13,0,0
3186,11,0,0
1673,19,0,0
1006,29,1,0
676,16,0,0
2843,28,1,0
2728,9,1,0
738,20,1,1
1910,5,0,0
479,30,1,0
936,7,0,1
2152,31,1,0
1569,15,1,0
1226,24,0,1
819,9,0,1
999,9,1,0
635,31,0,0
947,4,1,0
429,4,1,0
726,20,0,0
1742,29,0,0
214,27,1,0
2801,8,1,1
36,24,0,0
1940,24,0,0
787,8,1,1
2833,15,1,0
921,27,1,0
3199,8,1,0
3126,6,0,0
713,24,0,0
1384,26,0,0
1454,17,0,0
994,19,0,0
136,29,1,0
1205,11,0,1
583,8,0,0
1366,17,0,0
1402,2,0,0
2438,6,1,0
1442,17,1,0
977,16,1,0
1459,23,0,0
541,29,1,0
936,23,1,0
2615,24,0,0
3001,23,1,0
2213,18,0,0
1070,15,1,0
1781,9,1,0
2908,0,0,1
595,10,1,0
2987,12,1,0
1837,6,1,0
1584,25,1,1
1049,23,1,0
1345,9,1,1
1307,23,1,0
362,1,0,0
351,22,0,1
1496,8,0,0
2888,4,1,1
568,19,0,1
2223,11,0,0
2149,27,0,0
507,10,1,1
671,3,0,0
661,16,0,0
1717,17,1,0
2218,21,1,0
2572,15,0,1
2843,25,1,0
1947,22,0,0
3279,18,0,0
2687,5,0,0
2847,19,1,0
2131,22,0,0
1741,6,0,0
1055,24,0,0
3099,11,1,1
1681,17,1,0
1980,24,0,0
223,19,0,0
3233,21,0,1
987,31,1,0
2957,4,0,0
1501,26,0,1
3239,12,0,0
724,28,0,0
2825,0,0,0
2144,7,0,1
462,26,0,0
3444,29,0,0
2421,30,0,0
882,4,0,1
1567,31,1,0
1995,25,0,0
3250,16,0,0
1287,10,0,0
1901,6,1,1
1433,24,0,0
1312,29,0,0
2781,22,0,0
1371,23,1,0
2598,14,0,0
3283,22,0,0
767,12,0,0
672,7,0,0
682,28,0,0
1972,18,0,0
1489,24,0,0
834,19,1,0
794,17,1,0
3469,18,0,0
2956,5,0,0
2895,13,1,0
2474,7,0,1
3413,2,0,0
2196,8,0,0
1691,28,0,0
930,30,0,0
2625,16,1,0
2963,11,0,0
3108,2,0,0
2371,10,0,0
1835,15,0,0
793,6,0,0
1097,22,0,1
2857,20,0,0
211,24,1,0
489,0,0,1
1111,8,0,0
2276,18,0,0
2203,29,0,0
355,1,0,0
2127,11,0,1
1650,21,0,0
1423,14,0,0
1915,9,1,1
3322,28,0,0
2345,19,0,0
708,17,1,0
1179,22,0,0
2515,19,1,0
1549,1,0,0
607,5,0,1
1552,10,0,0
64,29,0,0
775,7,1,1
83,10,0,0
2811,11,0,1
2233,15,1,0
2456,7,0,0
1118,28,1,0
286,25,0,0
1867,28,1,0
847,29,0,0
1819,2,1,0
2874,26,0,0
2865,12,1,0
1455,24,0,0
1548,29,0,0
1629,18,0,0
2217,19,1,0
37,21,1,0
2311,19,1,0
1774,27,0,0
1496,15,0,0
2844,3,0,0
912,14,0,1
1241,9,0,0
2796,0,0,1
411,23,0,1
562,21,0,0
3112,20,0,0
1299,2,0,0
54,30,0,0
3029,5,1,0
1316,25,0,0
900,7,1,0
3238,15,0,0
2385,21,0,0
1354,28,1,0
143,30,0,0
1019,15,0,1
586,10,1,0
271,17,0,0
565,22,1,0
774,22,0,0
2305,20,1,0
2462,30,0,0
481,12,0,0
1570,0,0,1
1545,12,0,1
1011,28,1,0
2781,12,0,0
2206,24,0,0
1003,3,0,0
30,30,1,0
391,24,1,0
844,17,0,0
2977,19,0,0
887,1,0,1
1107,22,0,0
33,30,1,0
1635,8,0,0
1035,13,0,0
1626,18,1,0
127,2,0,0
751,5,1,1
423,21,0,0
1384,27,0,0
632,17,1,1
3007,5,0,1
3095,23,0,0
1472,2,0,0
3357,25,0,0
1166,18,0,0
1030,22,0,0
2966,5,1,0
2660,22,0,0
2758,19,0,0
1691,18,0,0
1118,6,0,1
1595,4,0,0
475,22,0,0
532,28,0,0
2565,21,0,0
832,18,1,1
3464,23,0,0
2538,26,0,0
2624,3,0,1
293,24,1,0
1890,14,0,0
1740,5,0,1
2910,5,1,1
1623,7,0,0
2005,2,1,1
2827,18,0,0
2930,29,0,0
671,30,1,1
2282,28,0,0
1262,21,0,0
2822,17,1,0
848,18,0,1
736,26,1,0
2685,15,0,0
355,2,0,0
1480,13,1,0
1440,13,1,0
2514,25,0,0
3267,2,0,0
1750,6,1,0
1970,11,0,0
3002,6,1,0
1639,6,0,0
801,4,1,0
2760,3,1,0
637,27,0,0
923,20,1,0
725,8,0,0
697,9,0,0
2075,13,0,1
759,4,0,1
1681,12,0,0
858,29,1,0
2761,16,0,0
2067,15,0,0
2939,26,1,0
2180,27,0,0
2907,20,0,0
2329,17,1,0
2252,3,1,0
1667,3,0,0
1450,26,1,0
239,12,0,1
708,20,0,0
582,28,0,0
2674,26,1,0
1351,30,1,0
2409,4,0,0
1376,12,1,0
2294,13,0,0
605,28,0,0
491,15,0,0
133,31,0,0
2167,7,1,0
2700,19,0,0
1743,24,0,0
1353,18,0,0
928,6,0,1
1052,11,0,0
3032,30,0,0
624,27,0,0
2246,14,0,0
1995,19,0,0
1821,18,1,0
2336,21,1,0
1278,8,0,0
654,28,1,0
1308,14,1,1
871,19,1,0
1580,8,0,0
1020,13,1,0
2488,0,1,0
2482,26,0,0
3235,30,0,0
3276,24,0,0
31,25,1,0
1878,14,1,0
1786,7,1,0
153,28,0,0
2974,12,1,0
1167,7,1,1
3482,12,0,0
960,2,1,0
915,13,1,1
3349,4,1,0
2316,20,1,0
2748,6,0,0
3078,25,1,0
3234,21,0,0
227,2,0,0
2287,21,1,0
500,19,1,0
2195,30,0,0
1264,1,0,1
553,21,0,0
2427,12,0,0
2502,4,0,0
2042,2,1,1
1860,28,0,0
1827,21,0,0
192,8,0,0
1215,25,0,0
3159,4,0,1
650,24,1,0
1101,13,1,1
2414,29,0,1
1450,17,1,0
3195,13,0,0
53,21,0,0
8,8,1,0
1794,12,0,0
1244,15,0,1
385,20,0,0
2703,22,0,0
305,7,1,0
3259,21,1,1
119,28,0,0
39,0,1,1
1119,22,1,1
2432,24,0,0
2179,6,1,0
819,29,0,0
217,6,0,0
88,26,1,0
295,7,1,0
3301,9,0,0
1794,6,1,0
1007,26,0,0
1904,17,0,1
2245,17,0,0
1047,12,1,0
545,23,0,0
33,19,0,0
2468,21,0,0
283,15,0,0
3191,21,1,0
1540,10,0,0
1834,10,1,1
1696,16,0,0
912,25,0,0
1505,22,1,1
2392,1,0,0
392,17,0,0
3052,4,0,1
1293,8,1,1
2525,4,0,0
1798,15,0,0
3060,27,0,0
638,10,1,0
1488,24,0,0
2285,14,1,1
2787,5,0,1
1015,23,1,0
1871,19,0,0
188,4,1,1
503,23,1,0
1252,15,0,1
3202,26,0,0
2146,10,1,1
188,11,1,0
2502,6,0,0
2489,17,0,0
3092,7,0,0
1367,16,1,1
223,31,1,0
3341,22,0,1
267,13,1,1
2729,14,1,0
2498,30,0,0
3463,6,0,1
3409,14,0,0
2301,20,1,0
1058,20,0,0
2768,20,0,0
979,20,0,0
2719,31,0,0
1514,4,0,1
2890,12,1,0
1667,19,0,0
1432,27,0,0
1797,5,0,0
3364,24,0,0
3235,15,1,0
2214,1,0,1
2325,8,0,0
2976,16,0,0
3460,5,1,0
2245,14,1,0
3114,28,0,0
264,12,1,0
1576,9,0,0
2139,31,0,0
1092,7,0,1
1020,29,0,0
1139,7,0,0
3085,15,1,0
1922,19,1,0
155,22,0,1
2237,8,0,0
3071,21,0,0
880,25,1,0
3007,9,0,1
1730,31,0,0
1418,31,0,0
2778,30,0,0
2806,5,0,0
2760,9,0,0
1235,19,0,0
831,12,0,1
3299,9,0,0
2662,29,0,0
2417,27,0,0
1671,31,0,0
743,26,1,0
3046,18,0,0
2394,24,0,0
2600,31,1,0
2726,17,0,0
2143,8,1,0
2852,12,0,0
1771,18,0,0
2436,12,0,0
497,7,1,0
2817,21,0,0
2140,1,0,0
241,22,0,1
3377,6,0,0
3453,17,0,0
1616,27,0,0
2213,27,0,0
2939,24,1,0
1231,29,0,0
1967,16,1,0
2186,6,0,0
102,28,0,0
2611,18,1,0
2464,25,1,0
1267,9,1,0
1355,18,1,0
2910,22,0,0
1063,16,1,0
1339,3,0,1
1567,6,1,1
876,22,0,1
2418,26,0,0
2746,6,1,0
343,12,1,0
960,9,0,1
2438,2,0,0
535,25,1,0
586,14,0,1
223,27,1,0
1276,23,0,0
472,21,1,0
2358,3,0,0
2294,17,0,0
2828,17,0,0
2761,13,0,0
2531,29,1,0
2477,23,0,0
3197,29,1,0
111,15,0,0
2527,4,0,1
1274,22,1,0
459,17,0,0
2850,18,0,0
2879,17,0,0
3120,29,0,1
1535,26,1,0
2494,31,0,0
1963,15,1,0
2790,9,1,0
2540,9,0,0
1426,12,1,0
1117,20,1,0
2877,27,0,0
2903,15,0,0
2471,6,1,0
2732,28,1,0
3048,24,0,0
2872,26,0,0
1300,28,0,0
2177,13,0,1
3079,17,0,0
423,18,0,1
670,27,0,0
1078,30,1,0
2462,18,0,0
2860,18,1,1
3168,11,0,0
3396,23,1,0
2225,0,1,0
2561,19,0,0
1862,17,0,0
1482,31,0,0
2508,26,0,0
63,23,0,0
990,29,0,0
2085,9,0,0
2449,25,0,0
293,11,0,0
3199,19,0,0
1218,17,0,0
564,24,0,0
120,10,1,0
1595,27,0,0
2885,13,0,0
1462,16,1,0
2653,8,0,0
810,15,0,0
1698,10,0,0
2020,3,0,1
1506,19,0,0
2751,31,1,0
1691,29,1,0
2000,24,1,0
3407,28,0,0
1428,20,1,0
1165,6,0,0
746,19,0,0
3275,8,1,0
2145,9,0,0
2416,10,0,0
260,31,1,0
211,10,0,1
873,17,0,0
2514,23,0,0
553,21,0,0
2000,24,1,0
1959,19,0,0
2239,10,1,0
3205,6,1,0
2762,8,0,0
113,26,1,0
2671,19,0,1
3112,30,0,0
2247,25,0,0
1214,13,0,0
293,27,0,0
15,13,0,0
2847,21,1,0
300,30,1,0
1211,22,0,0
397,18,0,0
2413,22,1,0
3053,26,0,1
1731,6,1,0
543,27,0,0
345,2,0,1
3084,4,0,1
1076,14,1,0
2440,12,0,0
1554,21,1,0
2278,6,1,0
2509,14,0,0
3252,9,1,0
800,17,0,0
3014,3,0,1
2392,5,0,1
2578,8,1,0
2435,27,0,1
2446,17,0,0
364,14,0,1
1257,2,0,0
3381,23,0,0
2646,2,0,0
1419,17,0,0
3465,24,0,0
44,11,1,0
664,25,1,0
995,28,0,0
2106,24,1,0
438,6,0,0
2163,28,0,0
1381,31,0,0
1913,26,1,0
931,3,0,1
3356,14,1,0
2767,30,0,0
60,4,1,0
434,31,0,0
1051,7,1,0
3105,26,1,0
2777,8,0,0
1943,15,0,0
990,24,0,0
319,11,0,1
134,31,0,0
397,5,0,0
1583,19,1,0
1349,4,0,0
688,24,0,0
2959,30,0,0
677,28,1,0
2892,4,0,0
993,16,0,0
477,16,0,1
3214,19,0,0
415,14,1,0
1687,18,0,0
2200,12,0,0
1922,14,0,0
1400,27,1,0
1492,14,0,0
2812,7,1,0
2121,17,1,0
3272,28,0,0
2329,30,0,0
804,2,0,1
2704,15,0,0
397,14,0,0
695,2,0,1
1812,11,0,0
82,28,0,0
2200,2,0,1
1667,0,1,1
2687,25,0,0
2117,17,0,0
3173,21,0,0
1370,29,0,0
3308,11,1,0
2460,1,0,1
1242,17,1,0
1198,25,0,0
2484,28,0,0
1309,10,1,0
2229,0,0,1
1517,29,0,0
2276,12,1,1
426,15,1,1
1300,31,1,0
905,26,1,0
2987,28,0,0
682,28,0,0
1793,23,1,0
642,23,0,1
626,3,0,1
253,19,0,0
1392,30,0,0
1831,23,0,0
679,25,1,0
187,15,0,0
272,24,0,0
1073,30,0,0
111,11,0,0
781,18,0,0
107,18,1,0
2876,26,0,0
1961,13,0,0
1271,24,1,0
3373,24,0,0
2279,17,1,0
2663,16,1,0
1473,24,0,0
1598,4,1,0
748,29,0,0
2422,10,0,1
211,26,1,0
2225,14,0,1
2771,15,0,0
1226,14,1,0
440,24,0,0
870,20,0,0
17,17,0,0
1112,10,1,0
641,25,1,0
1465,17,0,0
178,16,0,0
2788,25,0,0
3473,14,0,0
1901,30,1,0
340,2,1,0
1371,26,0,0
1762,30,1,0
1733,26,1,0
1294,23,0,0
2141,1,1,1
2627,4,0,0
1971,13,1,0
477,19,1,0
447,26,0,0
1925,18,1,0
3420,7,0,0
2142,17,0,0
840,14,0,0
2071,25,1,0
1402,8,0,1
1989,6,0,1
344,15,0,0
1998,19,0,0
1231,12,0,1
2519,13,0,0
1270,17,0,0
1118,6,0,0
2656,24,1,0
1324,25,0,0
337,28,0,0
1071,30,0,0
3157,21,1,0
172,11,0,1
1632,23,0,0
1864,25,1,0
1496,28,0,0
1622,29,1,0
401,29,0,0
550,14,0,0
2056,6,0,0
372,2,0,0
1404,12,0,0
1650,11,0,1
1961,25,0,0
3386,30,1,0
3070,30,0,0
1283,24,0,1
2058,19,0,1
2474,23,0,0
329,28,0,0
2777,28,1,0
2718,23,0,0
994,27,0,0
770,29,0,0
2645,2,0,1
2534,29,0,0
2674,20,0,0
450,12,0,1
3403,19,0,0
903,7,0,1
2935,7,1,0
2765,29,0,0
2600,27,0,0
700,28,1,0
2726,13,0,1
2347,2,0,1
1448,22,0,0
3292,18,0,0
2806,26,0,0
621,22,1,0
1525,17,1,0
429,28,1,0
823,18,1,0
1648,23,1,0
1720,14,1,1
2012,25,0,0
133,8,0,1
2385,29,0,1
1015,0,0,0
1304,13,0,0
2011,16,0,0
1003,17,1,0
342,17,0,0
1887,11,1,0
1221,24,0,0
3021,30,0,0
2400,22,0,0
522,20,1,0
356,29,0,0
3233,19,0,0
640,25,0,0
2583,5,0,0
1358,2,0,1
418,22,0,0
483,24,0,0
246,14,0,0
1382,10,1,0
884,16,1,0
11,11,1,1
554,15,0,0
3151,25,0,0
1693,11,0,0
2160,29,0,0
1106,16,0,0
3109,9,0,0
3197,15,1,0
1047,24,0,0
861,26,0,0
702,25,1,0
3153,24,0,0
801,11,1,0
756,15,0,0
1402,2,1,1
2673,0,0,0
1258,10,0,1
190,26,1,0
1050,23,0,0
197,8,1,0
1565,13,0,0
3380,5,0,0
589,20,0,0
61,9,0,0
3176,9,0,0
2158,17,0,0
931,12,0,0
689,7,0,0
381,19,0,0
3003,11,0,0
3275,15,0,0
1602,31,0,0
3172,20,0,0
1594,24,0,0
832,17,0,0
658,5,0,0
319,15,0,0
2785,29,0,0
2648,8,0,0
238,29,0,0
2904,3,0,0
467,17,0,0
1801,5,0,1
2160,9,1,0
565,10,0,1
1335,30,0,0
982,18,0,0
3084,26,0,0
1400,10,0,1
1714,15,1,0
1108,25,0,1
1426,8,0,0
628,26,0,0
2231,21,1,0
1378,27,0,0
583,13,0,1
2317,25,1,0
2543,30,0,1
1962,17,0,0
2076,22,0,0
3153,8,1,1
3401,0,0,0
2153,17,0,0
2101,31,0,1
1503,11,1,0
1855,27,1,0
27,27,1,0
3365,21,1,0
1727,27,1,0
447,19,0,0
3237,18,0,0
1613,20,1,0
1740,24,0,1
2773,21,1,0
3280,23,0,0
929,0,0,1
3371,3,0,1
1064,7,0,0
1423,21,0,0
2937,9,1,0
2573,4,0,0
1086,17,1,0
1799,17,0,0
3007,21,1,0
2065,6,0,0
137,3,1,1
1492,17,1,0
3324,10,0,0
969,29,0,0
3341,10,0,1
2910,13,0,0
1778,28,1,0
2916,16,1,1
2468,30,1,0
2169,19,0,0
1323,10,0,1
2037,14,0,0
14,14,1,0
1262,21,0,0
2470,24,0,0
414,26,0,0
1306,1,1,0
1178,18,0,0
95,17,0,0
404,16,1,0
2901,23,0,0
1073,11,1,1
140,29,1,0
994,1,1,0
1587,20,0,0
392,6,0,0
750,25,0,0
49,12,1,1
2330,7,0,0
2262,16,0,0
1107,24,0,0
3294,6,1,1
2261,24,0,1
2246,9,0,0
3060,19,0,1
2724,13,0,0
1982,6,1,0
2169,7,0,0
317,27,0,0
2627,17,0,1
1666,10,0,0
498,26,0,0
2880,1,1,1
1371,9,0,1
2801,20,1,0
1080,10,0,0
2164,9,1,0
3176,2,1,0
1658,11,1,0
2806,1,1,0
1952,8,0,0
164,14,0,0
1885,16,1,0
2861,16,0,0
2976,18,1,0
2381,1,1,0
1518,25,0,0
508,14,0,0
2887,15,0,0
2927,0,1,0
312,31,0,0
1543,5,0,1
2757,15,0,0
2379,3,0,0
3303,29,1,0
1464,22,0,1
65,6,1,0
817,0,0,1
3458,24,1,0
2844,11,0,0
1546,21,0,0
863,0,0,0
541,2,0,0
655,13,0,1
136,2,0,1
2264,25,0,0
789,5,0,0
3031,16,1,0
3324,31,1,0
2370,27,0,0
222,19,0,0
1465,7,0,1
1553,20,0,0
3219,21,0,0
2397,15,0,0
684,10,0,0
1859,4,0,0
823,21,1,0
1144,31,0,0
886,26,0,0
822,12,0,0
493,25,1,0
559,27,0,0
3240,30,1,0
212,8,1,1
1145,30,0,0
3476,31,1,0
3398,12,1,0
2678,4,0,1
1746,20,1,0
905,25,0,1
1685,29,0,0
2347,25,0,1
3260,17,1,0
3256,9,0,0
2486,29,0,0
734,10,0,0
2454,23,0,0
2951,26,1,0
1425,28,1,0
1368,22,1,0
2353,11,1,0
3477,14,0,1
2928,8,1,0
3343,25,1,0
2658,21,1,0
226,18,0,0
1650,15,1,0
914,19,0,0
2253,12,0,0
3142,7,0,0
2624,29,0,0
3256,25,0,0
1061,28,0,0
1777,22,0,0
2874,27,0,0
3365,8,0,0
2147,26,1,0
807,22,0,0
3142,27,1,0
675,31,1,0
1332,18,1,0
62,10,0,1
1638,23,0,0
1757,21,0,0
1258,12,0,0
535,31,1,0
390,20,1,1
2295,14,1,0
1611,4,0,0
3371,30,0,0
1358,31,0,0
894,19,1,0
1778,16,1,0
1362,29,1,0
3238,13,0,0
500,30,1,0
1821,15,0,1
1988,23,0,0
2540,15,1,0
3430,13,1,1
2242,9,1,0
177,25,1,0
895,27,1,0
3386,18,1,0
3438,8,0,0
2936,26,1,0
257,19,1,0
1376,3,1,0
1655,25,0,0
1669,28,1,0
2152,19,0,0
3104,20,0,0
3361,20,1,0
639,30,0,0
375,22,0,0
1113,22,0,0
3019,8,0,0
323,26,1,0
1033,7,1,0
1094,6,1,0
2712,16,1,1
1675,16,1,0
1141,2,0,0
3148,19,0,0
3064,26,1,1
1615,25,0,0
1424,17,1,0
1581,14,0,0
1130,10,1,1
3113,26,1,0
2562,2,0,0
854,31,0,0
709,16,0,0
69,12,0,0
1951,6,1,1
1404,16,0,0
3086,16,0,0
2685,14,0,0
1079,13,0,0
1830,13,0,0
2730,5,0,0
3292,27,1,0
499,20,1,0
486,14,0,0
646,17,0,0
61,21,0,0
3386,13,1,0
986,16,0,0
3339,23,0,0
2149,11,0,0
3402,20,0,0
207,22,0,0
846,9,0,0
367,19,0,0
2677,14,0,0
2732,18,0,0
756,6,0,0
409,2,1,0
1837,1,1,0
40,1,0,0
2352,14,0,0
2315,11,1,0
1897,29,1,0
241,28,0,0
737,6,0,1
2971,22,0,0
2210,6,0,1
1355,23,0,0
2561,20,0,0
2340,1,0,1
3202,15,0,0
2583,8,1,0
3082,19,1,0
1471,29,1,0
2434,9,0,1
1403,7,0,0
791,23,0,1
1487,17,0,0
3363,1,0,0
2917,13,1,0
1968,13,0,0
393,16,0,0
1955,17,0,0
1973,19,0,0
2408,18,0,0
3029,24,0,0
2449,9,0,0
2832,17,1,0
899,14,0,0
2247,3,0,0
1862,29,0,0
576,30,0,0
1111,30,1,0
1709,23,0,0
2392,30,1,0
2352,21,1,0
167,7,1,0
1425,22,0,0
2663,7,0,0
774,1,1,1
2807,26,0,0
2447,11,0,0
1485,19,1,0
1442,7,0,0
770,18,0,1
2524,18,1,0
1971,8,0,0
62,2,0,0
3218,10,0,1
794,20,1,0
1667,2,0,0
189,13,0,0
2623,5,1,0
3028,25,1,0
3063,15,1,0
3307,9,0,0
3018,15,1,0
1257,15,0,1
2176,28,1,0
2547,28,1,0
1246,17,1,1
3413,23,0,0
3110,11,1,0
418,1,1,0
694,29,0,0
1907,14,0,0
1032,30,1,0
2147,5,1,0
1827,20,0,1
1739,14,0,0
3156,20,0,0
2231,10,1,0
3073,8,0,1
592,13,1,0
1345,5,0,1
157,25,0,0
1570,12,0,1
1372,4,0,1
2098,6,0,1
281,5,0,0
3038,23,1,0
1423,15,0,0
2013,18,1,0
1169,6,1,0
1398,10,1,1
29,29,1,0
3050,16,1,0
1368,23,1,0
961,24,0,0
2910,30,1,0
1098,17,1,0
1601,19,0,1
2553,16,1,0
1845,4,0,0
1758,3,0,1
1139,30,1,0
679,10,0,0
393,2,1,0
310,2,0,1
303,8,0,0
3235,22,0,1
29,29,0,0
1853,27,1,0
2063,4,0,1
1214,28,0,0
1711,9,0,0
3219,27,0,0
1888,21,0,0
2760,8,0,0
1279,5,1,1
2114,5,0,1
1021,11,0,0
893,2,1,0
1877,9,1,0
922,20,0,0
997,17,1,0
2074,25,1,0
137,29,0,0
610,5,0,0
2552,25,1,0
1677,7,1,1
2288,2,0,0
2962,1,0,0
2546,13,1,0
1606,27,1,0
2699,27,0,0
49,25,1,0
386,23,0,0
128,6,1,1
146,19,1,1
890,25,0,0
1928,12,1,0
229,30,1,0
3251,5,1,0
3160,25,1,0
3429,30,1,0
366,8,0,0
1345,8,0,1
1736,28,1,0
1929,20,1,0
1428,13,1,0
899,24,0,0
2155,10,0,0
2008,14,0,0
2219,18,1,0
696,5,0,0
2391,27,0,0
1085,19,1,0
761,10,0,1
441,10,1,1
1450,23,0,0
2676,23,0,0
2833,11,1,0
2824,1,0,0
527,24,1,0
282,11,0,1
3062,16,0,0
1485,16,0,0
1914,5,0,0
755,21,0,0
2987,24,1,0
3336,25,1,0
1085,20,1,0
1619,10,0,0
2340,12,0,0
1517,17,1,0
2010,14,0,0
1684,9,1,0
1317,31,0,0
3482,22,0,0
671,23,0,0
43,18,0,0
88,4,0,1
3050,1,0,0
3261,9,0,0
2467,5,0,0
1284,16,0,0
1027,0,0,0
2539,2,0,1
1282,15,1,0
3169,15,1,0
3169,13,0,0
2754,29,1,0
1578,8,0,0
33,17,1,1
2099,27,1,0
1755,18,0,1
1444,20,0,0
2630,27,0,0
1018,29,0,0
23,15,1,0
3225,29,0,0
990,28,0,0
2300,25,1,0
1539,10,1,1
2047,18,0,0
3263,22,0,0
2236,11,0,0
116,14,1,0
2794,29,0,0
2470,21,0,0
1659,7,1,0
633,21,1,0
3244,13,0,0
483,19,0,0
2571,23,0,0
1568,27,0,0
666,30,1,0
2456,30,0,0
2291,28,0,0
798,12,0,0
16,13,1,0
3010,17,0,0
626,10,1,0
1186,21,1,0
1771,27,1,0
2377,13,0,0
393,28,0,0
589,16,1,0
2354,22,1,0
2977,2,1,0
2687,3,0,0
3345,8,0,0
3002,5,1,0
3161,10,0,1
2322,6,0,1
156,28,1,0
1633,26,0,0
1052,18,1,0
2733,26,0,0
2255,2,0,0
487,11,0,0
764,25,0,0
1416,3,1,0
99,24,0,0
2998,13,0,0
160,27,1,0
3081,29,1,0
2502,10,0,0
1003,29,0,0
426,3,0,0
1901,7,1,0
2069,15,1,0
1988,20,0,1
1692,6,1,1
1169,28,0,0
1825,19,0,0
1015,17,1,0
28,28,0,0
1083,13,1,0
2596,3,0,1
986,9,0,0
2495,13,0,1
572,16,0,0
435,18,0,0
1152,3,1,0
495,15,0,0
1555,25,1,0
2928,21,0,0
2163,5,0,0
782,19,0,1
2152,16,0,0
538,20,0,1
205,7,0,1
2742,6,1,0
459,12,0,1
3227,18,0,0
1809,7,0,0
1287,14,0,0
3073,12,1,0
1643,18,1,1
1019,10,0,0
2502,15,1,0
721,22,0,0
481,29,1,0
1252,10,0,0
2523,13,1,1
762,2,1,0
2735,27,0,1
1103,22,0,0
2986,22,0,0
129,20,0,0
2155,29,1,0
287,30,0,1
950,11,0,1
2707,14,0,0
1718,19,0,0
2747,19,1,0
2609,21,0,0
861,29,1,0
952,20,0,0
2668,25,0,0
1609,26,1,1
1067,12,1,1
1629,21,0,0
1353,22,1,0
65,4,0,1
2676,19,0,0
1282,25,0,0
770,0,1,1
2988,23,0,0
614,0,1,1
1283,5,0,0
1131,27,0,1
140,25,0,0
2505,25,1,0
3150,6,0,1
3383,14,0,0
1552,4,1,1
310,22,0,1
1787,13,0,1
2401,29,0,1
1518,8,0,1
1481,5,1,1
320,7,0,1
559,13,0,1
919,9,0,1
1539,9,0,1
604,24,0,1
1396,19,0,1
1486,4,0,1
486,27,0,1
859,15,0,1
137,2,0,1
557,17,1,1
2412,1,0,1
2065,11,1,1
1084,20,0,1
152,8,0,1
989,8,0,1
776,17,0,1
2174,8,0,1
1894,17,0,1
3108,8,0,1
1423,26,0,1
738,5,0,1
278,18,0,1
2069,13,0,1
509,9,0,1
2925,9,0,1
1433,1,0,1
3039,10,0,1
1428,26,0,1
2458,3,0,1
3360,20,0,1
1969,3,0,1
2364,11,0,1
1523,7,0,1
421,21,1,1
1134,7,0,1
2830,13,0,1
561,13,0,1
838,14,0,1
1690,15,0,1
1451,14,0,1
2262,4,0,1
1592,5,0,1
813,4,0,1
2910,27,0,1
802,7,0,1
1999,14,0,1
2988,1,0,1
2278,18,0,1
740,2,0,1
3103,8,0,1
1194,20,1,1
1490,11,0,1
3362,13,1,1
995,7,0,1
525,2,0,1
1309,9,0,1
1494,5,0,1
1482,9,0,1
1166,6,0,1
1186,4,0,1
885,12,0,1
340,21,0,1
3226,10,0,1
1212,20,0,1
1669,16,0,1
1014,14,0,1
2985,7,0,1
2886,8,1,1
479,7,0,1
2649,1,0,1
3240,3,0,1
1326,9,0,1
2220,25,0,1
222,19,0,1
3122,3,0,1
224,3,0,1
1170,3,0,1
1404,3,0,1
1151,19,0,1
2225,15,0,1
3255,1,0,1
382,16,0,1
429,5,0,1
934,7,0,1
2496,10,0,1
721,4,0,1
2606,2,0,1
1422,25,0,1
2383,6,0,1
280,22,0,1
2834,19,0,1
2133,5,0,1
2536,6,0,1
489,11,0,1
2793,17,0,1
302,2,0,1
3177,15,1,1
3151,16,0,1
1997,14,0,1
539,15,0,1
1249,14,0,1
