ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device
7422,retained,79,64,468.3532849,2208,259,99,4774.035234,3071.782929,24,17,iPhone
7423,retained,37,31,249.1429305,1901,0,23,4777.441759,2373.768759,16,9,iPhone
7424,retained,110,110,169.3602102,1614,227,101,2641.516718,1834.612992,30,25,iPhone
7425,churned,149,121,230.4359959,1117,41,1,2767.676553,639.2809735,11,6,iPhone
7426,retained,5,4,97.2452399,2941,347,0,4866.261536,3200.259052,7,7,iPhone
7427,churned,180,144,198.0757247,82,86,0,2764.459893,1352.254041,25,19,Android
7428,retained,98,86,135.1483746,234,57,75,9333.000193,7569.179195,16,15,Android
7429,retained,92,74,132.9779867,242,0,0,1174.565301,441.1254774,12,9,Android
7430,retained,25,21,264.2409666,278,0,2,3305.003506,887.3365742,20,20,iPhone
7431,retained,46,37,214.7085425,1258,0,0,1250.040347,610.0368131,10,10,iPhone
7432,retained,24,19,558.6271461,1986,0,184,4639.044193,3365.363782,9,3,Android
7433,retained,109,100,159.9802918,372,72,1,4592.16644,2174.776803,14,14,Android
7434,churned,46,37,163.2511303,375,0,0,4601.688984,3002.898623,11,6,iPhone
7435,retained,67,54,72.58592883,3189,2,37,3389.357842,1988.345349,4,4,iPhone
7436,retained,88,77,183.3581662,729,106,137,2287.560448,1176.872787,22,19,Android
7437,churned,395,316,417.0326751,136,157,32,6733.76407,4681.777323,21,21,Android
7438,retained,6,6,208.2298191,2840,112,0,4061.528776,2063.355975,5,5,iPhone
7439,churned,24,24,49.04268192,442,0,20,6389.384819,3014.981327,6,6,iPhone
7440,retained,192,153,655.2985178,361,187,56,11186.36152,8118.099294,9,5,iPhone
7441,retained,77,62,169.3859758,1450,22,0,3949.221307,2546.253134,7,3,Android
7442,retained,143,116,183.4326136,809,46,2,795.5189535,408.8349484,17,14,Android
7443,retained,40,40,42.92330027,19,271,0,2940.38294,1418.783144,19,11,iPhone
7444,retained,11,11,45.08650039,1240,0,0,1926.198105,496.3624913,1,1,Android
7445,retained,36,29,57.34876098,3483,356,0,4677.294714,3075.882909,4,4,Android
7446,retained,65,52,165.3890607,1385,0,0,8074.067204,6297.714594,31,21,iPhone
7447,retained,35,28,125.0055003,700,47,0,2660.062095,1155.502958,10,5,iPhone
7448,retained,26,22,97.37126762,2111,607,0,1466.853101,926.538424,27,21,Android
7449,retained,119,96,133.7018508,3368,228,59,3148.827579,1980.661329,26,21,Android
7450,retained,75,60,159.5681147,492,0,62,7038.017611,1640.260013,22,15,iPhone
7451,retained,169,138,184.786407,1137,0,0,7755.795153,2339.594977,22,14,iPhone
7452,retained,50,41,412.0565168,3305,236,0,2917.724455,2034.196167,21,21,iPhone
7453,retained,53,47,74.6266795,3179,34,0,1326.506355,399.901275,3,3,Android
7454,churned,93,74,138.6016114,102,462,131,4269.076653,1720.902302,12,6,Android
7455,retained,312,252,475.465166,711,673,43,5108.827937,3230.380827,15,11,Android
7456,retained,243,195,275.5650653,1858,397,69,1739.948513,547.3181263,2,1,iPhone
7457,retained,85,68,160.8410738,2107,134,35,3496.545617,494.8470506,20,16,iPhone
7458,churned,136,111,183.4121415,1407,288,54,2066.786347,1076.591796,3,0,iPhone
7459,retained,11,11,93.28983686,509,37,174,8102.825731,880.0662522,7,3,iPhone
7460,retained,166,142,180.5020063,2487,14,7,3846.169983,2025.927113,5,5,iPhone
7461,churned,12,12,180.2634367,183,437,39,2585.587994,1863.481533,7,7,Android
7462,churned,53,43,92.47013442,715,303,58,7064.420199,5648.724977,17,12,iPhone
7463,retained,178,142,213.8929653,725,52,0,4592.757306,1604.254406,30,26,iPhone
7464,churned,76,63,225.8308385,30,290,40,1997.818702,1607.234972,30,23,iPhone
7465,churned,2,1,40.76565456,2263,195,12,2202.714295,1358.808156,1,0,Android
7466,retained,68,67,201.1357234,2617,21,26,3100.228671,2444.052842,19,19,Android
7467,,202,165,261.2851916,1302,184,124,4665.654551,1972.689465,22,16,Android
7468,retained,37,37,309.7503238,2973,31,0,3214.471,517.3933249,12,10,Android
7469,retained,52,42,129.8793517,2586,100,22,5998.759174,4654.461672,19,14,Android
7470,,32,25,159.2484867,435,41,113,3145.811607,2304.67762,4,4,iPhone
7471,,126,103,255.3991284,1346,153,4,5555.181204,2424.302418,9,9,Android
7472,retained,82,71,253.5630552,305,317,0,1298.443155,946.2977091,6,6,iPhone
7473,retained,136,124,384.9746823,3433,0,0,7781.950638,5968.085933,25,21,iPhone
7474,retained,9,8,19.05838313,2799,0,10,5015.40894,3807.043011,20,15,iPhone
7475,retained,95,76,282.051038,1946,585,214,5179.750773,885.5215763,18,11,iPhone
7476,churned,238,192,238.4379373,291,240,0,5335.823114,1351.192666,5,0,Android
7477,retained,20,20,79.11028008,2185,168,0,3668.478098,2522.415907,7,3,iPhone
7478,retained,14,11,533.3909529,2562,51,186,3475.137736,569.6431759,12,7,iPhone
7479,churned,15,12,128.7847095,2211,0,0,5326.023377,3545.365759,10,8,Android
7480,retained,86,69,200.9980633,478,80,37,2722.95202,1812.954059,26,19,iPhone
7481,retained,84,67,286.995986,2877,105,0,591.3490687,324.7786808,29,27,iPhone
7482,retained,92,75,121.9143705,699,152,45,11914.57613,5945.631284,22,13,iPhone
7483,churned,198,160,232.6041558,271,0,31,3824.034054,378.5469812,20,19,iPhone
7484,retained,42,34,70.06031467,3239,200,0,2867.95121,1597.68822,7,3,Android
7485,,93,74,300.8299003,591,369,13,3199.047621,1363.413096,9,6,iPhone
7486,retained,9,9,68.84798981,165,109,4,3399.571592,829.2766683,2,2,iPhone
7487,retained,16,13,55.51021426,1370,173,30,5955.728753,1827.924087,11,5,Android
7488,retained,184,147,445.6427052,534,26,56,6385.093745,2411.736305,12,12,iPhone
7489,retained,52,42,56.58145488,2282,18,1,2107.415178,664.8855288,30,28,iPhone
7490,retained,94,76,469.0339784,1631,555,5,3848.685225,3105.606973,12,6,iPhone
7491,churned,103,82,210.9499448,793,0,18,2869.081343,2284.374469,3,1,Android
7492,retained,124,100,245.5324902,2867,33,0,2146.51424,1669.509713,22,21,iPhone
7493,,46,37,168.3466717,1615,46,14,1879.512588,705.6922216,30,23,iPhone
7494,retained,69,55,336.3273964,930,58,0,1689.776876,1329.616305,18,11,iPhone
7495,retained,19,15,50.7362117,2933,318,0,1628.682539,1000.089386,29,19,iPhone
7496,retained,145,117,230.4726733,3384,261,143,2933.210766,2415.496391,2,0,iPhone
7497,retained,19,19,73.94703625,1622,0,48,1347.781426,898.722357,4,4,iPhone
7498,retained,7,6,111.8565139,2424,183,2,7507.188448,4251.623116,19,18,iPhone
7499,retained,30,30,206.8243209,2239,11,12,3918.755454,2181.774542,26,25,Android
7500,retained,37,30,185.9813369,28,65,6,1138.411208,791.2978491,28,23,iPhone
7501,retained,61,50,250.3093969,1169,0,1,3841.193619,1019.644225,30,20,iPhone
7502,retained,165,134,422.7979549,237,0,36,4070.823023,873.3864003,28,24,iPhone
7503,retained,113,113,487.8674076,1067,3,158,2171.443357,658.4364314,18,18,iPhone
7504,churned,66,53,74.66529248,2375,39,0,1639.262922,979.5765437,8,2,Android
7505,retained,22,18,49.11907713,1820,0,6,4453.066548,649.1430254,30,21,Android
7506,retained,68,68,387.5833955,2600,44,0,7809.384565,3939.719019,19,16,Android
7507,,48,43,151.1715332,1262,36,274,6420.501316,3806.881416,31,24,iPhone
7508,retained,31,26,46.63427788,471,106,23,3088.672617,207.2567408,10,4,Android
7509,retained,22,18,100.6433112,1515,227,1,2372.639385,1944.129491,22,19,iPhone
7510,churned,17,17,86.90425181,1023,196,184,1956.177007,929.2244012,5,5,iPhone
7511,retained,92,74,100.1258657,3283,513,258,6350.288012,2632.516329,16,8,Android
7512,retained,57,49,368.7690672,1742,0,0,7339.358208,2201.843374,26,17,iPhone
7513,retained,7,6,50.69706841,3187,113,6,5994.351517,3669.204746,13,9,Android
7514,retained,10,8,81.88029302,3374,0,0,1282.142554,998.6745137,0,0,iPhone
7515,retained,32,27,172.3134455,764,30,10,4088.222035,1709.571893,15,14,iPhone
7516,retained,43,39,92.40585016,789,0,0,9182.970329,1972.8216,11,4,iPhone
7517,retained,26,21,57.5992231,2716,89,5,4056.783967,880.7031713,1,1,Android
7518,retained,22,22,48.37196463,1174,0,0,1925.694747,734.5273773,30,23,iPhone
7519,retained,49,41,59.60706721,1770,0,10,4793.869819,2855.698346,17,16,iPhone
7520,retained,212,170,244.5931412,2085,101,141,4526.926761,989.3324512,25,16,iPhone
7521,retained,9,7,69.31277499,147,6,12,5836.741973,965.3238941,24,20,iPhone
7522,retained,99,79,134.8479751,2194,28,3,1917.860899,1203.207011,26,17,iPhone
7523,retained,27,24,233.4397905,3490,73,55,5940.687632,3644.011757,8,8,Android
7524,retained,46,46,260.5246489,3480,200,0,1671.959299,870.4846418,31,23,iPhone
7525,retained,73,70,96.40478067,2083,155,27,3110.07163,652.7395506,17,17,Android
7526,retained,13,10,57.27005558,992,0,48,3087.226543,623.0930536,3,3,iPhone
7527,retained,4,4,36.64835421,1635,115,0,2058.670619,756.5491482,18,11,iPhone
7528,retained,52,42,160.5624344,1131,756,0,2014.432339,1657.418046,2,2,iPhone
7529,retained,45,45,133.8315526,1786,0,1,4450.088519,3484.244532,18,14,iPhone
7530,retained,132,106,134.317795,2198,0,7,6814.854046,4606.497243,0,0,iPhone
7531,retained,169,138,181.5130581,1525,15,70,5311.419415,3173.425806,5,5,Android
7532,retained,165,137,179.8281099,1992,282,25,2787.869267,880.3987822,18,12,iPhone
7533,retained,64,51,65.01974678,637,20,139,3202.47502,1819.832394,28,24,Android
7534,retained,26,21,54.6077938,1970,0,7,4581.231123,671.0749699,28,21,iPhone
7535,retained,123,100,139.5407176,1246,27,35,12411.95992,6116.728887,28,27,iPhone
7536,retained,69,57,295.9413817,2232,0,74,2873.48885,1283.444709,8,8,Android
7537,retained,59,59,170.0470745,2456,288,39,2115.678642,1064.782621,28,23,Android
7538,,157,136,193.8840068,778,130,77,1615.641945,646.9154084,4,3,iPhone
7539,retained,34,29,235.7427483,2823,14,4,3297.211953,1906.795887,26,22,Android
7540,retained,46,37,116.9898573,3258,83,280,3918.152164,2797.739517,4,4,iPhone
7541,retained,118,106,219.8637706,602,0,96,2916.610555,1505.097794,21,21,Android
7542,retained,76,76,108.5029661,1876,273,35,975.2790046,652.1656377,24,14,iPhone
7543,retained,355,284,448.7272115,1091,0,0,3224.70183,1030.298872,9,9,iPhone
7544,churned,189,189,198.9258453,1440,54,1,7074.245142,4555.365732,6,2,iPhone
7545,retained,1,1,47.47120826,214,16,5,2352.68128,1446.750437,17,10,iPhone
7546,retained,95,85,332.0169824,2375,144,0,11551.56755,8428.59893,5,5,iPhone
7547,retained,55,44,124.5439193,336,33,8,6458.902884,2659.857842,21,17,Android
7548,retained,138,111,186.3498121,2500,61,0,3880.306331,611.2131839,26,18,iPhone
7549,retained,112,90,179.5071863,3478,52,0,8546.347688,1714.090986,13,12,Android
7550,churned,4,4,329.9523997,1894,0,6,1970.941238,939.6214865,4,0,iPhone
7551,retained,32,27,56.64241775,2738,145,55,8758.78389,6398.325268,16,16,iPhone
7552,churned,91,74,311.0781178,681,4,0,5552.37264,185.2139637,3,3,Android
7553,churned,2,2,51.24244871,1614,145,0,1625.605217,257.642251,8,8,iPhone
7554,retained,68,56,142.1638694,2227,40,2,5466.097061,1358.631034,6,0,Android
7555,retained,91,76,253.1866471,710,237,0,3296.902133,2259.701456,28,26,iPhone
7556,retained,67,54,98.85825907,2564,0,0,4458.78881,3081.397547,25,25,iPhone
7557,retained,207,207,251.6100507,3006,177,0,4909.569454,2307.285904,15,12,iPhone
7558,retained,71,57,79.51032392,3437,46,0,1707.183707,1137.292629,24,15,iPhone
7559,retained,140,113,168.9148652,3207,41,140,2480.179663,463.0627328,5,3,Android
7560,retained,29,23,63.74836388,2733,99,0,1152.133113,365.1653979,11,9,iPhone
7561,retained,129,103,166.7008517,1080,148,0,2134.012597,728.2788547,18,17,iPhone
7562,retained,93,74,218.6099957,520,340,42,6508.00829,157.3483382,3,0,Android
7563,retained,195,156,377.1697871,1772,81,61,6862.312959,3503.493993,29,27,iPhone
7564,retained,38,34,68.22507735,3170,118,47,3163.97364,1050.684423,27,24,iPhone
7565,retained,63,63,123.1884033,1272,0,65,5222.088031,2173.671815,17,17,iPhone
7566,retained,19,17,144.6638091,715,433,0,5259.490561,1294.280158,23,18,iPhone
7567,retained,100,84,156.8406163,2982,340,32,9744.026822,3569.971354,2,2,iPhone
7568,,11,11,30.76168951,58,362,49,2223.122656,543.9679007,1,1,Android
7569,,11,11,111.0027115,1611,210,0,3083.519095,575.5256768,6,4,Android
7570,retained,69,63,78.10416966,2611,208,29,1483.248929,1195.688832,5,5,Android
7571,retained,243,196,479.5457512,737,122,0,2577.681398,2048.007975,16,10,iPhone
7572,retained,39,31,218.2036924,1112,400,35,5657.760911,4193.137638,29,26,iPhone
7573,churned,52,42,123.5450578,3466,23,96,3639.320727,2689.621184,5,1,iPhone
7574,retained,5,5,170.7150797,628,59,29,3956.557306,3240.815855,30,28,Android
7575,churned,55,45,58.49428784,3495,699,56,3575.863989,568.7503471,4,0,iPhone
7576,retained,151,122,170.1821041,3179,18,12,4312.037772,1609.793041,22,17,iPhone
7577,retained,34,34,176.1446316,2900,3,7,1921.963834,784.1295987,18,16,iPhone
7578,retained,20,16,82.06621233,2574,153,5,4850.811663,3328.658644,2,2,iPhone
7579,churned,26,22,162.5573271,1103,54,0,795.5544154,657.2661025,3,0,Android
7580,churned,40,38,110.9739786,348,94,0,5754.778012,3523.99416,6,6,iPhone
7581,retained,11,11,275.8453868,1413,19,110,2350.909742,1062.275417,15,9,iPhone
7582,retained,44,37,151.2854763,193,242,0,8018.499686,3117.617719,30,29,iPhone
7583,retained,164,133,220.0810397,386,201,79,3693.490733,450.1459188,6,4,iPhone
7584,retained,93,75,106.8603167,3167,148,0,4441.819037,1760.4563,0,0,Android
7585,retained,35,30,134.6916813,2301,159,65,3823.547682,1080.820857,19,12,iPhone
7586,churned,71,57,190.9111505,2767,150,69,4585.140811,2228.08592,1,0,iPhone
7587,churned,48,47,149.2782075,365,550,0,1973.55882,1123.466499,19,18,iPhone
7588,retained,35,35,35.96050355,1575,0,138,3426.658172,2812.231691,6,1,iPhone
7589,retained,98,79,203.4395601,3428,0,5,909.8999185,518.2504203,14,14,iPhone
7590,,21,20,433.0685661,2977,510,4,1758.377141,739.3488775,23,15,iPhone
7591,retained,196,162,216.1826696,573,0,0,1649.523207,515.2399295,28,23,iPhone
7592,retained,61,49,143.6035485,1085,80,158,3845.039874,275.1346576,6,1,iPhone
7593,retained,247,199,311.0172736,814,0,45,2887.606929,1925.871455,24,16,iPhone
7594,churned,50,40,178.1504186,139,0,11,8176.252657,2863.788743,9,6,iPhone
7595,retained,11,9,871.2067954,3015,116,17,7949.987705,2670.558379,5,5,iPhone
7596,retained,72,59,200.9201533,621,106,0,4503.9465,2404.233465,15,9,Android
7597,retained,4,3,124.8611618,1127,0,0,3186.643182,1252.455467,1,0,iPhone
7598,retained,191,180,345.859963,1094,411,0,4010.068319,2617.962994,14,14,iPhone
7599,retained,122,98,417.5955157,819,290,0,3065.010259,669.9967622,17,10,iPhone
7600,,11,9,160.4500077,2103,1,0,2574.889888,1576.96583,5,5,iPhone
7601,,84,68,300.2632304,2824,0,67,4278.670368,2681.789278,22,20,iPhone
7602,retained,30,24,144.5241125,515,238,0,4776.379162,154.2663271,9,9,Android
7603,retained,84,69,236.710272,2434,82,8,2077.39739,1039.277949,25,21,iPhone
7604,retained,108,86,321.2429285,3237,474,4,5854.882038,4053.823952,21,13,iPhone
7605,retained,22,18,160.0188404,584,11,89,3653.21072,2591.125552,8,4,iPhone
7606,retained,214,172,476.754585,3361,14,31,2220.82153,826.840733,20,13,iPhone
7607,,301,245,422.8565771,1667,277,0,4794.760748,1394.579345,26,17,iPhone
7608,retained,167,134,482.8662741,2022,93,0,4456.926786,1939.949605,10,7,Android
7609,churned,36,29,127.9080252,1367,138,0,3409.923132,1211.017213,2,1,iPhone
7610,churned,118,95,203.7792975,1160,159,0,832.6104063,562.5831168,4,1,iPhone
7611,retained,138,112,326.3155875,1929,255,5,3590.765117,2077.167495,12,9,Android
7612,retained,104,95,285.1101817,1083,0,0,1327.539176,1093.756523,27,23,Android
7613,retained,79,63,180.6087193,1270,114,0,1911.656566,1028.257629,22,19,Android
7614,,27,22,86.82818158,1943,80,18,5033.691056,2077.82887,1,0,Android
7615,retained,102,83,134.7640886,1521,671,0,4592.542936,1272.222182,18,17,iPhone
7616,retained,63,56,91.58452841,1119,0,5,1136.117651,782.9720554,24,21,Android
7617,retained,12,10,25.90903488,3265,202,12,2993.404347,1770.390569,20,15,iPhone
7618,retained,80,67,289.6269936,1750,80,132,6827.758392,3856.932684,25,23,iPhone
7619,retained,136,115,167.9441234,1051,0,0,6676.856347,547.779214,15,8,iPhone
7620,retained,167,138,213.8440012,2776,12,0,540.9640574,59.28834594,24,18,iPhone
7621,retained,122,99,224.5348901,1431,121,2,3482.023073,2433.634129,25,22,Android
7622,retained,73,60,162.2706251,3387,208,0,1153.102826,433.0203871,26,26,Android
7623,churned,99,86,189.6198299,2355,181,46,8574.106615,5382.61015,15,14,iPhone
7624,churned,14,11,88.5314548,88,78,5,2314.007396,934.0664302,5,5,Android
7625,retained,64,52,163.9659714,1079,48,1,6198.955969,1201.478885,9,3,iPhone
7626,retained,45,36,243.5818447,988,79,0,4120.995364,1830.50439,16,11,iPhone
7627,retained,74,59,102.895338,138,49,37,5013.902826,2185.506412,12,9,Android
7628,churned,33,26,110.0872145,2199,308,22,5897.393548,1279.80807,8,3,Android
7629,retained,19,16,26.64645762,120,0,0,9795.325401,1370.304407,14,11,iPhone
7630,retained,13,10,161.0998833,2479,51,0,3285.556684,1382.361526,1,1,iPhone
7631,retained,85,68,180.1615518,22,13,0,3293.183021,1100.665382,7,1,Android
7632,retained,22,18,90.63589608,3272,134,0,8997.488587,3065.126139,26,19,iPhone
7633,retained,85,69,224.2148441,2171,61,15,743.5334215,258.2692823,23,16,Android
7634,retained,122,101,127.6899442,1469,95,50,2017.47217,645.2349792,17,13,iPhone
7635,churned,16,16,125.5852979,118,118,20,3321.380951,2756.351303,15,9,iPhone
7636,retained,17,14,812.2375815,3022,161,0,4453.2661,1941.845688,11,4,iPhone
7637,retained,100,80,121.0795641,619,291,0,2469.034852,1746.951689,29,20,iPhone
7638,retained,41,36,382.8517383,2616,273,56,1399.204316,306.4614513,2,2,Android
7639,retained,25,21,127.424168,1502,73,0,10788.9418,7963.097902,26,24,iPhone
7640,retained,16,16,75.85094774,3047,0,37,1478.012977,1108.597191,13,13,iPhone
7641,retained,32,26,125.4669066,2166,0,64,3191.01209,1889.782438,10,3,Android
7642,retained,22,22,64.59837247,828,214,0,2294.784092,235.5558778,30,28,iPhone
7643,churned,35,30,50.7210143,938,499,0,4107.691396,241.4921168,13,13,Android
7644,retained,239,191,310.7587184,1187,19,20,4537.867891,1808.335726,3,0,iPhone
7645,churned,46,41,79.08181469,1229,69,43,2898.852995,2000.711816,6,6,iPhone
7646,retained,34,27,53.39820894,2504,342,24,5303.261122,2701.082063,24,21,Android
7647,,7,5,284.5643219,2150,50,0,4505.601819,1586.600383,13,8,iPhone
7648,churned,27,22,39.5472846,1232,55,2,3729.673627,774.8670866,10,10,iPhone
7649,churned,125,100,137.38111,107,50,0,3968.53502,2943.937793,12,10,iPhone
7650,retained,126,101,367.5088515,1400,12,0,4949.684837,2560.989928,28,22,Android
7651,retained,30,24,86.92541552,488,0,73,1128.543109,791.160855,8,8,iPhone
7652,retained,33,29,36.34601881,692,70,0,2617.341382,2021.121492,19,16,iPhone
7653,churned,75,63,160.2708255,3487,85,0,6651.339234,5260.94686,13,6,iPhone
7654,churned,104,84,135.4113967,1487,79,29,7269.647663,3541.774002,9,9,iPhone
7655,retained,0,0,111.9735924,1239,126,125,3604.312987,1172.854249,26,22,iPhone
7656,retained,79,66,176.127243,2761,71,73,3391.274054,1395.887358,23,20,Android
7657,retained,74,59,175.1545467,381,307,98,1820.226186,778.1882495,24,24,iPhone
7658,retained,275,237,312.7374972,765,0,22,2006.055599,1402.131447,6,6,Android
7659,churned,45,37,163.8364172,217,295,65,2742.385401,1130.532278,2,2,Android
7660,retained,24,19,90.0555459,1956,83,11,6907.213372,2403.050559,1,0,Android
7661,retained,21,21,493.572249,2968,253,75,2425.911729,611.6279211,2,0,iPhone
7662,churned,28,27,54.53068202,903,0,0,1238.578991,905.7733161,9,2,Android
7663,retained,7,7,359.1384811,3459,253,0,2323.972521,1046.135025,22,20,Android
7664,retained,131,112,229.2324968,1494,0,61,1236.511039,838.8080503,22,22,Android
7665,retained,153,153,212.5421934,1019,0,48,6348.069224,273.2045925,26,24,iPhone
7666,retained,201,161,262.6582322,2723,0,34,5277.374551,2282.63913,28,27,iPhone
7667,churned,70,59,119.75398,93,348,29,4861.155392,3077.230987,13,10,Android
7668,retained,102,101,145.3551312,942,0,68,2997.667781,1170.477353,10,10,iPhone
7669,retained,42,39,113.6476008,2218,75,27,3858.949192,3004.021138,17,16,iPhone
7670,,10,10,37.75528245,1598,106,0,5185.909829,1040.311678,17,16,Android
7671,retained,18,18,36.05420823,3243,130,16,3978.782727,2976.577819,8,6,iPhone
7672,retained,51,41,86.35899354,2810,339,49,1443.980697,528.6715322,25,20,iPhone
7673,retained,74,60,129.6626935,2846,0,24,6832.525297,1021.038279,27,25,Android
7674,retained,162,131,192.9428269,3223,50,0,4312.47001,2445.477986,9,8,iPhone
7675,retained,9,8,132.4260826,3223,91,109,1376.477599,102.6163975,17,11,iPhone
7676,retained,31,31,37.8309995,2449,0,0,7586.8889,5521.584137,14,7,iPhone
7677,retained,68,55,103.796245,47,69,9,2647.136449,1342.537123,9,9,iPhone
7678,retained,27,27,42.30216974,1885,0,91,5085.925526,2468.091494,14,11,Android
7679,retained,348,310,428.949156,2592,109,33,6427.296766,1409.950848,13,11,Android
7680,retained,59,48,79.79974731,692,254,27,2407.008379,1461.95581,23,22,iPhone
7681,retained,34,32,55.43969651,2519,54,98,5948.925032,1363.511745,19,11,Android
7682,,46,39,188.1299626,1343,331,23,3725.736172,2876.949552,26,21,iPhone
7683,retained,41,33,209.5100621,3096,75,46,4329.518061,778.8749219,27,19,iPhone
7684,retained,147,119,237.6106364,2454,184,126,3222.782437,2038.73885,7,1,iPhone
7685,churned,20,20,169.6325144,460,391,66,5480.94662,2453.123764,11,6,Android
7686,retained,189,153,196.0595853,2229,28,0,3080.305032,1058.4182,8,6,iPhone
7687,retained,28,24,86.3408057,2837,0,0,3212.411861,1427.824633,25,16,iPhone
7688,retained,138,112,170.4652751,2934,0,4,951.9192835,142.243789,25,21,iPhone
7689,retained,23,22,95.00836228,374,34,0,3613.120199,1680.7996,30,22,Android
7690,retained,14,12,47.96034874,1014,0,39,6656.210402,2977.114847,1,0,Android
7691,retained,86,69,179.8159551,954,0,0,4920.048723,2864.910962,31,26,Android
7692,retained,27,27,44.74649825,2531,386,0,3821.817314,3087.552975,24,16,Android
7693,,43,35,67.79846167,977,40,100,2608.376549,2000.951256,10,10,iPhone
7694,retained,47,38,162.6285192,1216,0,0,12804.62505,3485.444359,29,23,iPhone
7695,churned,243,199,288.9619131,1012,359,16,4569.086916,2412.870867,7,7,iPhone
7696,retained,14,14,95.99916762,1170,210,0,2027.472634,1565.675336,17,15,iPhone
7697,retained,69,56,79.7158254,319,37,0,1669.970193,957.3796217,17,17,iPhone
7698,retained,13,13,144.5821783,1501,85,0,2634.421427,1656.667463,15,15,iPhone
7699,,160,159,183.6337036,2754,181,0,4062.130659,3116.9854,29,26,iPhone
7700,retained,32,32,112.7571005,43,0,12,6576.484318,5469.298605,15,12,iPhone
7701,retained,51,51,236.6307375,40,86,56,4576.269224,2512.776372,24,19,iPhone
7702,retained,27,22,31.28797949,2341,38,0,12927.66781,7149.313341,31,25,Android
7703,churned,117,94,125.8614382,2151,120,21,2918.325216,872.952258,1,1,iPhone
7704,retained,30,28,432.2096365,1239,10,24,3475.147783,472.2642614,25,17,Android
7705,retained,338,270,444.1616186,19,140,0,5399.497139,3265.288253,11,11,Android
7706,retained,141,116,201.938631,2796,0,0,4493.55063,1132.465032,7,5,iPhone
7707,retained,5,5,226.0612819,430,197,0,828.1000702,347.8717616,24,22,iPhone
7708,retained,81,65,113.693651,3398,135,17,373.2712792,134.665062,7,6,iPhone
7709,retained,12,10,79.67282933,2165,849,0,4655.265094,3847.461765,29,26,iPhone
7710,retained,166,143,219.7478352,1561,9,0,5564.728521,1546.75881,23,23,iPhone
7711,retained,44,43,101.5531988,3496,163,56,4025.90545,2312.126448,7,7,Android
7712,retained,97,97,242.7200733,103,109,1,6784.72177,3613.511695,18,10,iPhone
7713,retained,112,91,269.2273621,2870,214,45,7161.765401,763.2034855,9,9,iPhone
7714,retained,56,56,57.27334524,2982,97,0,7187.83667,1328.863209,6,6,iPhone
7715,retained,27,24,466.1219358,1889,16,11,3979.274525,2912.419092,22,16,iPhone
7716,retained,49,49,348.4843456,1502,0,0,2292.001835,1437.369364,21,13,Android
7717,retained,253,220,331.550895,2365,59,0,3543.992693,2883.614334,24,18,iPhone
7718,retained,195,157,225.787283,2244,90,102,511.8752763,234.2053506,20,19,iPhone
7719,retained,42,34,96.87632473,1054,29,0,8599.883474,1774.171717,14,13,iPhone
7720,retained,15,12,60.8415213,192,155,178,4955.810944,3308.445528,22,17,Android
7721,retained,47,39,101.86653,1977,0,0,1416.143859,165.9089886,12,12,iPhone
7722,churned,0,0,20.3080273,2662,0,58,5995.566754,2179.063702,17,17,Android
7723,retained,47,38,188.7304068,785,205,22,7092.463506,3529.482319,9,9,iPhone
7724,retained,146,118,236.2734233,628,130,0,1091.589081,330.4957001,24,17,Android
7725,retained,27,24,88.41713912,315,0,7,1464.115378,713.3120119,23,17,iPhone
7726,retained,4,4,123.5023625,293,264,6,7184.878842,4665.967323,21,14,Android
7727,retained,35,28,40.8825188,3500,70,135,13687.96622,7860.665436,7,1,Android
7728,retained,57,47,78.28660028,1515,93,28,4994.632245,2656.613683,1,0,iPhone
7729,retained,78,62,222.3226359,2352,0,16,2247.324668,1412.686674,24,23,iPhone
7730,retained,98,80,287.2349593,2731,0,37,2137.296357,468.5069069,19,16,iPhone
7731,churned,494,395,577.5102436,2975,69,0,8665.284478,259.2935644,5,1,iPhone
7732,retained,4,4,38.50438816,2266,224,0,8846.391616,2928.537412,25,25,iPhone
7733,retained,67,55,72.26198716,32,87,17,3145.567616,2364.348215,5,5,iPhone
7734,retained,41,41,151.4503429,376,287,0,2704.424401,1753.39965,9,6,iPhone
7735,,27,22,592.7276552,2124,104,19,1743.065662,1387.174328,16,15,Android
7736,retained,47,37,89.37254929,3285,197,8,3113.321078,2507.581825,26,21,iPhone
7737,retained,52,41,300.6570423,3024,0,0,5229.427381,3004.302908,18,17,iPhone
7738,churned,91,75,109.1261996,3340,5,103,5621.770685,351.7569882,2,0,iPhone
7739,retained,67,54,189.7907366,2417,131,9,4889.592169,3537.504627,18,15,iPhone
7740,retained,7,5,399.5568223,1642,171,52,1201.271435,325.8327358,1,0,Android
7741,retained,39,32,68.73164689,3336,65,106,4376.894222,1044.494052,23,16,Android
7742,retained,40,32,430.1691748,1695,347,0,17921.81606,1309.858389,28,19,iPhone
7743,churned,54,49,109.8398317,1762,102,44,2272.556555,1447.867737,24,16,Android
7744,retained,15,12,44.2888956,2239,143,0,4184.767801,2511.612559,6,1,iPhone
7745,retained,62,52,192.3616185,898,5,0,3327.806634,2261.739236,24,17,iPhone
7746,retained,130,105,156.8193832,3142,66,12,4125.524436,1338.938127,20,13,iPhone
