Company,Valuation,Date Joined,Industry,City,Country/Region,Continent,Year Founded,Funding,Select Investors
Devo,$2B,10/26/21,Data management & analytics,Cambridge,United States,North America,2011,$381M,"Insight Partners, Kibo Ventures, Bessemer Venture Partners"
ElasticRun,$2B,2/7/22,"Supply chain, logistics, & delivery",Pune,India,Asia,2016,$435M,"Kalaari Capital, Norwest Venture Partners, Prosus Ventures"
Gett,$2B,5/24/16,Auto & transportation,London,United Kingdom,Europe,2010,$828M,"Volkswagen, Access Industries, Vostok New Ventures"
ID.me,$2B,3/19/21,Cybersecurity,McLean,United States,North America,2010,$142M,"Moonshots Capital, BoxGroup, Blu Venture Investors"
impact.com,$2B,7/13/21,Internet software & services,Santa Barbara,United States,North America,2008,$261M,"Redpoint Ventures, Providence Equity Partners, Silversmith Capital Partners"
Ledger,$2B,6/10/21,Hardware,Paris,France,Europe,2014,$466M,"Digital Currency Group, Draper Esprit, Korelya Capital"
Lusha,$2B,11/10/21,Internet software & services,New York,United States,North America,2016,$245M,"PSG, ION Crossover Partners"
Matillion,$2B,9/15/21,Data management & analytics,Altrincham,United Kingdom,Europe,2011,$310M,"Scale Venture Partners, Sapphire Ventures, Battery Ventures"
MOLOCO,$2B,4/29/21,Artificial intelligence,Redwood City,United States,North America,2013,$192M,"Smilegate Investment, DSC Investments, KTB Ventures"
Mu Sigma,$2B,2/7/13,Data management & analytics,Northbrook,United States,North America,2004,$211M,"Sequoia Capital, General Atlantic"
Next Silicon,$2B,6/14/21,Hardware,Tel Aviv,Israel,Asia,2018,$203M,"Amiti Ventures, Playground Global, Aleph"
NotCo,$2B,7/26/21,Artificial Intelligence,Santiago,Chile,South America,2015,$370M,"Kaszek Ventures, SOSV, Tiger Global Management"
Olist,$2B,12/15/21,E-commerce & direct-to-consumer,Curitiba,Brazil,South America,2015,$320M,"Redpoint e.ventures, Valor Capital Group, SoftBank Latin America Fund"
Pacaso,$2B,3/24/21,Fintech,Cincinnati,United States,North America,2020,$217M,"Global Founders Capital, Shea Ventures, Greycroft"
Paradox,$2B,12/27/21,Internet software & services,Scottsdale,United States,North America,2016,$253M,"Brighton Park Capital, Blue Cloud Ventures, Workday Ventures"
Persona,$2B,9/15/21,Cybersecurity,San Francisco,United States,North America,2018,$218M,"Coatue Management, Index Ventures, Founders Fund"
SmartRecruiters,$2B,7/20/21,Internet software & services,San Francisco,United States,North America,2010,$225M,"Mayfield Fund, Insight Partners, Rembrandt Venture Partners"
Snapdocs,$2B,5/25/21,Fintech,San Francisco,United States,North America,2012,$253M,"Sequoia Capital, Y Combinator, F-Prime Capital"
Solugen,$2B,9/10/21,Other,Houston,United States,North America,2016,$435M,"Fifty Years Fund, Refactor Capital, Temasek"
StoreDot,$2B,1/4/22,Other,Herzliya,Israel,Asia,2012,$190M,"Samsung Ventures, SingulariTeam, BP Ventures"
Strava,$2B,11/16/20,Internet software & services,San Francisco,United States,North America,2009,$152M,"Jackson Square Ventures, Madrone Capital Partners, Sequoia Capital"
Temporal,$2B,2/16/22,Internet software & services,Bellevue,United States,North America,2019,$129M,"Amplify Partners, Addition, Madrona Venture Group"
TuJia,$2B,6/17/15,Travel,Beijing,China,Asia,2011,$755M,"GGV Capital, QiMing Venture Partnersl"
Uplight,$2B,3/3/21,Other,Boulder,United States,North America,2019,Unknown,"Rubicon Technology Partners, Max Ventures, Inclusive Capital Partners"
Veho,$2B,12/21/21,"Supply chain, logistics, & delivery",Boulder,United States,North America,2016,$299M,"General Catalyst, Origin Ventures, Fontinalis Partners"
Veriff,$2B,1/26/22,Artificial intelligence,Tallinn,Estonia,Europe,2015,$177M,"Accel, Institutional Venture Partners, Tiger Global Management"
Whatnot,$2B,9/16/21,E-commerce & direct-to-consumer,Marina del Rey,United States,North America,2019,$225M,"Y Combinator, Andreessen Horowitz, Wonder Ventures"
Zenoti,$2B,12/15/20,Internet software & services,Bellevue,United States,North America,2010,$331M,"Norwest Venture Partners, Accel, Tiger Global Management"
Zeta,$2B,5/24/21,Fintech,San Francisco,United States,North America,2015,$340M,"Sodexo Ventures, SoftBank Group"
Loom,$2B,5/20/21,Internet software & services,San Francisco,United States,North America,2016,$204M,"Kleiner Perkins Caufield & Byers, Sequoia Capital, General Catalyst"
Mobile Premier League,$2B,9/15/21,Internet software & services,Bengaluru,India,Asia,2018,$376M,"Sequoia Capital India, RTP Global, Go-Ventures"
Uala,$2B,8/13/21,Fintech,Buenos Aires,Argentina,South America,2017,$544M,"Soros Fund Management, Ribbit Capital, Monashees+"
Wenheyou,$2B,4/17/21,Other,Hunan,China,Asia,2013,$90M,"Sequoia Capital China, Warburg Pincus, IDG Capital"
Star Charge,$2B,5/19/21,Auto & transportation,Changzhou,China,Asia,2014,$125M,"Shunwei Capital Partners, China Media Group, Guangzhou Huiyin Aofeng Equity Investment Fund"
ABL Space Systems,$2B,3/25/21,Other,El Segundo,United States,North America,2017,$419M,"T. Rowe Price, Lockheed Martin Ventures, Fidelity Investment"
Afiniti,$2B,4/14/17,Artificial intelligence,Hamilton,Bermuda,North America,2006,$120M,GAM Holding
ASAPP,$2B,5/19/21,Artificial intelligence,New York,United States,North America,2014,$380M,"March Capital Partners, HOF Capital, Emergence Capital Partners"
BitSight Technologies,$2B,9/13/21,Cybersecurity,Boston,United States,North America,2013,$401M,"Menlo Ventures, GGV Capital, Flybridge Capital Partners"
Cao Cao Mobility,$2B,1/17/18,Auto & transportation,Hangzhou,China,Asia,2015,$744M,"People Electrical Appliance Group China, Zhongrong International Trust"
Capitolis,$2B,3/22/22,Fintech,New York,United States,North America,2017,$282M,"Sequoia Capital, Index Ventures, S Capital"
Carbon,$2B,8/20/15,Hardware,Redwood City,United States,North America,2013,$682M,"Google Ventures, Sequoia Capital, Wakefield Group"
Clio,$2B,4/27/21,Internet software & services,Burnaby,Canada,North America,2008,$386M,"OMERS Private Equity, T. Rowe Price, Technology Crossover Ventures"
Cresta,$2B,3/17/22,Artificial Intelligence,San Francisco,United States,North America,2017,$151M,"Andreessen Horowitz, Greylock Partners, Sequoia Capital"
Exabeam,$2B,6/1/21,Cybersecurity,Foster City,United States,North America,2013,$390M,"Norwest Venture Partners, Aspect Ventures, Lightspeed Venture Partners"
ezCater,$2B,4/2/19,"Supply chain, logistics, & delivery",Boston,United States,North America,2007,$421M,"Insight Venture Partners, ICONIQ Capital, Launchpad Venture Group"
HomeLight,$2B,9/2/21,Fintech,San Francisco,United States,North America,2012,$219M,"Zeev Ventures, Menlo Ventures,Crosslink Capital"
HoneyBook,$2B,5/4/21,Internet software & services,San Francisco,United States,North America,2013,$498M,"Norwest Venture Partners, Hillsven Capital, Aleph"
Infinidat,$2B,4/29/15,Hardware,Waltham,United States,North America,2011,$325M,"TPG Growth, Goldman Sachs"
Mercury,$2B,7/3/21,Fintech,San Francisco,United States,North America,2019,$152M,"Andreessen Horowitz, Coatue Management, Clocktower Technology Ventures"
Paxos,$2B,4/29/21,Fintech,New York,United States,North America,2012,$538M,"Liberty City Ventures, RRE Ventures, Mithril Capital Management"
SafetyCulture,$2B,5/3/21,Internet software & services,Sydney,Australia,Oceania,2004,$222M,"Blackbird Ventures, IndexVentures, Tiger Global Management"
SmartHR,$2B,6/8/21,Fintech,Tokyo,Japan,Asia,2013,$190M,"BEENEXT, World Innovation Lab, Light Street Capital"
Tonal,$2B,3/31/21,E-commerce & direct-to-consumer,San Francisco,United States,North America,2015,$450M,"Mayfield Fund, Shasta Ventures, L Catterton"
Truepill,$2B,10/27/21,Health,Hayward,United States,North America,2016,$255M,"Initialized Capital, Sound Ventures, TI Platform Management"
Unite Us,$2B,3/16/21,Health,New York,United States,North America,2014,$195M,"Insight Partners, Sequoia Capital, Index Ventures"
Verkada,$2B,1/29/20,Cybersecurity,San Mateo,United States,North America,2016,$139M,"next47, First Round Capital, Sequoia Capital"
Wayflyer,$2B,2/1/22,Fintech,Dublin,Ireland,Europe,2019,$236M,"QED Investors, DST Global, Left Lane Capital"
Zhubajie,$2B,6/16/15,Internet software & services,Chongqing,China,Asia,2006,$445M,"Cybernaut Growth Fund, IDG Capital"
Transcarent,$2B,1/11/22,Health,San Francisco,United States,North America,2020,$298M,"Alta Partners, General Catalyst, Jove Equity Partners"
Trader Interactive,$2B,5/12/21,Other,Norfolk,United States,North America,2017,$624M,Carsales
Glossier,$2B,3/19/19,Consumer & retail,New York,United States,North America,2014,$266M,"Forerunner Ventures, Institutional Venture Partners, Thrive Capital"
Hibob,$2B,10/12/21,Internet software & services,Tel Aviv,Israel,Asia,2015,$274M,"Bessemer Venture Partners, Eight Roads Ventures, Battery Ventures"
Jobandtalent,$2B,12/1/21,Internet software & services,Madrid,Spain,Europe,2009,$902M,"Kibo Ventures, SoftBank Group, Atomico"
Optimism,$2B,3/17/22,Internet software & services,San Francisco,United States,North America,2019,$179M,"Paradigm, Huobi Ventures, Andreessen Horowitz"
solarisBank,$2B,7/13/21,Fintech,Berlin,Germany,Europe,2016,$403M,"Yabeo Capital, SBI Investment, Vulcan Capital"
WEMAKEPRICE,$2B,9/9/15,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2009,$397M,"IMM Investment, NXC"
Alan,$2B,4/19/21,Fintech,Paris,France,Europe,2016,$364M,"Index Ventures, Temasek, Portag3 Ventures"
Biren Technology,$2B,8/18/20,Hardware,Shanghai,China,Asia,2019,$285M,"V FUND, IDG Capital, Green Pine Capital Partners"
Voodoo,$2B,8/17/20,Other,Paris,France,Europe,2013,$517M,"Tencent Holdings, Goldman Sachs"
Carsome,$2B,7/12/21,E-commerce & direct-to-consumer,Selangor,Malaysia,Asia,2015,$577M,"Gobi Partners, 500 Startups, Ondine Capital"
CircleCI,$2B,5/11/21,Internet software & services,San Francisco,United States,North America,2011,$315M,"Threshold Ventures, Baseline Ventures, Harrison Metal"
DealShare,$2B,1/27/22,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2018,$612M,"Alpha Wave Global, Matrix Partners India, Tiger Global Management"
DispatchHealth,$2B,3/3/21,Health,Denver,United States,North America,2013,$403M,"Alta Partners, Questa Capital, Echo Health Venturesl"
Dragos,$2B,10/28/21,Cybersecurity,Hanover,United States,North America,2016,$358M,"DataTribe, Energy Impact Partners, AllegisCyber Capital"
Gousto,$2B,11/3/20,"Supply chain, logistics, & delivery",London,United Kingdom,Europe,2012,$311M,"MMC Ventures, BGF Ventures, Unilever Ventures"
H2O.ai,$2B,11/7/21,Artificial intelligence,Mountain View,United States,North America,2011,$251M,"Nexus Venture Partners, Transamerica Ventures, Crane Venture Partners"
Harness,$2B,1/14/21,Artificial intelligence,San Francisco,United States,North America,2016,$195M,"Menlo Ventures, Alkeon Capital Management, Citi Ventures"
Harry's,$2B,2/16/18,Consumer & retail,New York,United States,North America,2013,$792M,"Thrive Capital, Tiger Global Management, Temasek"
PAX,$2B,10/22/18,Consumer & retail,San Francisco,United States,North America,2007,$542M,"Tao Capital Partners, Global Asset Capital, Tiger Global Management"
Productboard,$2B,2/2/22,Internet software & services,San Francisco,United States,North America,2014,$261M,"Index Ventures, Kleiner Perkins Caufield & Byers, Bessemer Venture Partners"
Reltio,$2B,11/4/21,Data management & analytics,Redwood City,United States,North America,2011,$237M,"Crosslink Capital, .406 Ventures, Sapphire Ventures"
Spotter,$2B,2/16/22,Fintech,Los Angeles,United States,North America,2019,$231M,"SoftBank Group, Access Industries, Crossbeam Venture Partners"
Vestiaire Collective,$2B,3/1/21,E-commerce & direct-to-consumer,Paris,France,Europe,2009,$663M,"Eurazeo, IDInvest Partners, Balderton Capital"
Wave,$2B,9/7/21,Fintech,Dakar,Senegal,Africa,2018,$200M,"Stripe, Founders Fund, Partech Partners"
ZenBusiness,$2B,11/9/21,Fintech,Austin,United States,North America,2015,$275M,"Greycroft, Lerer Hippeau, Geekdom Fund"
Bowery Farming,$2B,5/25/21,Other,New York,United States,North America,2015,$497M,"Temasek, Google Ventures, General Catalyst"
Greenlight,$2B,9/24/20,Fintech,Atlanta,United States,North America,2014,$557M,"Relay Ventures, TTV Capital, Canapi Ventures"
KeepTruckin,$2B,4/23/19,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2013,$417M,"Google Ventures, Index Ventures, Scale Venture Partners"
Odoo,$2B,7/29/21,Internet software & services,Louvain-la-Neuve,Belgium,Europe,2005,$229M,"Summit Partners, Noshaq, Sofinnova Partners"
Skydance Media,$2B,2/11/20,Other,Santa Monica,United States,North America,2010,$275M,"RedBird Capital Partners, CJ ENM, Tencent Holdings"
Uptake,$2B,10/27/15,Artificial intelligence,Chicago,United States,North America,2014,$218M,"Revolution, New Enterprise Associates, Caterpillar"
MoMo,$2B,12/10/21,Fintech,Ho Chi Minh City,Vietnam,Asia,2013,$434M,"Goodwater Capital, Warburg Pincus, GS Growth"
Algolia,$2B,7/28/21,Internet software & services,San Francisco,United States,North America,2012,$334M,"Accel, Alven Capital, Storm Ventures"
Pattern,$2B,10/6/21,Internet software & services,Lehi,United States,North America,2013,$277M,"Knox Lane, Ainge Advisory, Carlson Private Capital Partners"
Spinny,$2B,11/24/21,E-commerce & direct-to-consumer,Gurugram,India,Asia,2015,$509M,"General Catalyst, Eleation Capital, Avenir Growth Capital"
Trulioo,$2B,6/7/21,Cybersecurity,Vancouver,Canada,North America,2011,$474M,"Blumberg Capital, American Express Ventures, BDC Venture Capital"
Zume,$2B,11/1/18,Consumer & retail,Mountain View,United States,North America,2015,$423M,"Softbank Group, AME Cloud Ventures, SignalFire"
AIWAYS,$2B,4/16/18,Auto & transportation,Shanghai,China,Asia,2017,$792M,"Jiangsu Sha Steel Group, Shanghai Puyin Industry, Funa Yuanchuang Technology"
Bitso,$2B,5/5/21,Fintech,Mexico City,Mexico,North America,2014,$378M,"Pantera Capital, QED Investors, Coinbase Ventures"
BloomReach,$2B,2/23/22,Artificial intelligence,Mountain View,United States,North America,2009,$422M,"Bain Capital Ventures, Sixth Street Growth, Lightspeed Venture Partners"
Current,$2B,4/27/21,Fintech,New York,United States,North America,2015,$402M,"Expa, QED Investors, Foundation Capital"
Dialpad,$2B,10/6/20,Internet software & services,San Francisco,United States,North America,2011,$400M,"Andreessen Horowitz, Google Ventures, Section 32"
G7 Networks,$2B,2/15/22,"Supply chain, logistics, & delivery",Beijing,China,Asia,2006,$710M,"Eastern Bell Capital 32, SDIC CMC Investment Management, Trustbridge Partners"
Gympass,$2B,6/12/19,Internet software & services,New York,United States,North America,2012,$525M,"General Atlantic, SoftBank Group, Atomico"
MUSINSA,$2B,11/11/19,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2001,$287M,Sequoia Capital
NuCom Group,$2B,2/22/18,Other,Unterfoehring,Germany,Europe,2016,$550M,General Atlantic
Reify Health,$2B,8/10/21,Health,Boston,United States,North America,2012,$259M,"Sierra Ventures, Battery Ventures, Asset Management Ventures"
Diamond Foundry,$2B,3/29/21,Other,San Francisco,United States,North America,2012,$351M,"Fashion Tech Lab, Fidelity Investments, Vast Ventures"
FullStory,$2B,8/4/21,Internet software & services,Atlanta,United States,North America,2014,$172M,"Google Ventures, Kleiner Perkins Caufield & Byers, Stripes Group"
Lightricks,$2B,7/31/19,Artificial intelligence,Jerusalem,Israel,Asia,2013,$305M,"Viola Ventures, Insight Partners, ClalTech, Goldman Sachs"
Opentrons,$2B,9/23/21,Hardware,New York,United States,North America,2016,$240M,"SOSV, Khosla Ventures, Lerer Hippeau"
ZocDoc,$2B,8/20/15,Health,New York,United States,North America,2007,$374M,"Founders Fund, Khosla Ventures, Goldman Sachs"
Accelerant,$2B,1/12/22,Other,Colchester,United Kingdom,Europe,2018,$193M,"Deer Park Road, Altamont Capital Partners, Eldridge"
Huaqin Telecom Technology,$2B,10/8/19,Mobile & telecommunications,Shanghai,China,Asia,2005,$298M,"Zhangjiang Haocheng Venture Capital, Walden International, Intel Capital"
Addepar,$2B,6/15/21,Fintech,Mountain View,United States,North America,2009,$676M,"8VC, D1 Capital Partners, Sway Ventures"
YITU Technology,$2B,3/8/18,Artificial intelligence,Shanghai,China,Asia,2012,$401M,"Sequoia Capital China, Banyan Capital"
CloudWalk,$2B,9/8/21,Fintech,Sao Paulo,Brazil,South America,2015,$345M,"Plug and Play Ventures, Valor Capital Group, DST Global"
Retool,$2B,12/22/21,Internet software & services,San Francisco,United States,North America,2000,$96M,Sequoia Capital
Volocopter,$2B,3/4/22,Auto & transportation,Bruchsal,Germany,Europe,2011,$599M,"btov Partners, Geely, Intel Capital"
Acorns,$2B,3/9/22,Fintech,Irvine,United States,North America,2012,$507M,"e.ventures, Bain Capital Ventures, Greycroft"
Aledade,$2B,1/19/21,Health,Bethesda,United States,North America,2014,$295M,"Venrock, CVF Capital Partners, ARCH Venture Partners"
CoinSwitch Kuber,$2B,10/6/21,Fintech,Bangalore,India,Asia,2017,$301M,"Tiger Global Management, Sequoia Capital India, Ribbit Capital"
ConcertAI,$2B,3/29/22,Artificial Intelligence,Boston,United States,North America,2018,$300M,"Sixth Street Partners, Declaration Partners, Maverick Ventures Israel"
Eightfold.ai,$2B,10/27/20,Internet software & services,Santa Clara,United States,North America,2016,$397M,"Foundation Capital, Institutional Venture Partners, General Catalyst"
FirstCry,$2B,2/7/20,E-commerce & direct-to-consumer,Pune,India,Asia,2010,$441M,"SoftBank Group, SAIF Partners India, Valiant Capital Partners"
Forto,$2B,6/21/21,"Supply chain, logistics, & delivery",Berlin,Germany,Europe,2016,$593M,"Cherry Ventures, Northzone Ventures, Global Founders Capital"
GoCardless,$2B,2/8/22,Fintech,London,United Kingdom,Europe,2011,$529M,"Accel, Passion Capital, Balderton Capital"
InVision,$2B,11/1/17,Internet software & services,New York,United States,North America,2011,$349M,"FirstMark Capital, Tiger Global Management, ICONIQ Capital"
Jeeves,$2B,3/14/22,Fintech,Orlando,United States,North America,2019,$268M,"Tencent Holdings, CRV, Clocktower Technology Ventures"
Medable,$2B,10/26/21,Internet software & services,Palo Alto,United States,North America,2013,$507M,"GSR Ventures, Sapphire Ventures, Streamlined Ventures"
Moveworks,$2B,6/30/21,Artificial intelligence,Mountain View,United States,North America,2016,$305M,"Lightspeed Venture Partners, Sapphire Ventures, Kleiner Perkins Caufield & Byers"
MX Technologies,$2B,1/13/21,Fintech,Lehi,United States,North America,2010,$450M,"Point72 Ventures, Pelion Venture Partners, Commerce Ventures"
PayFit,$2B,1/6/22,Fintech,London,United Kingdom,Europe,2016,$496M,"Accel, frst, Kima Ventures"
ReCharge,$2B,5/6/21,Fintech,Los Angeles,United States,North America,2017,$277M,"ICONIQ Growth, Bain Capital Ventures, Summit Partners"
Roofstock,$2B,3/10/22,Fintech,Oakland,United States,North America,2015,$365M,"Khosla Ventures, Bain Capital Ventures, Lightspeed Venture Partners"
Urban Company,$2B,4/27/21,E-commerce & direct-to-consumer,Gurgaon,India,Asia,2014,$371M,"VY Capital, Accel, Elevation Capital"
Rokt,$2B,12/16/21,Internet software & services,New York,United States,North America,2012,$487M,"Square Peg Capital, TDM Growth Partners, Tiger Global Management"
Starling Bank,$2B,3/8/21,Fintech,London,United Kingdom,Europe,2014,$791M,"JTC Group, Qatar Investment Authority, Fidelity Investment"
Ankorstore,$2B,1/10/22,E-commerce & direct-to-consumer,Paris,France,Europe,2019,$422M,"Global Founders Capital, Aglae Ventures, Alven Capital"
4Paradigm,$2B,12/19/18,Artificial intelligence,Beijing,China,Asia,2015,$1B,"Sequoia Capital China, China Construction Bank, Bank of China"
Advance Intelligence Group,$2B,9/23/21,Artificial intelligence,,Singapore,Asia,2016,$536M,"Vision Plus Capital, GSR Ventures, ZhenFund"
Aiven,$2B,10/18/21,Internet software & services,Helsinki,Finland,Europe,2016,$210M,"Institutional Venture Partners, Atomico, Earlybird Venture Capital"
Akulaku,$2B,2/15/22,E-commerce & direct-to-consumer,Jakarta,Indonesia,Asia,2014,$438M,"DCM Ventures, IDG Capital, Siam Commercial Bank"
Apeel Sciences,$2B,5/26/20,Other,Goleta,United States,North America,2012,$640M,"Upfront Ventures, Tao Capital Partners, Andreessen Horowitz"
AppsFlyer,$2B,1/21/20,Mobile & telecommunications,San Francisco,United States,North America,2011,$293M,"Magma Venture Partners, Pitango Venture Capital, Qumra Capital"
Avant,$2B,12/17/12,Artificial intelligence,Chicago,United States,North America,2012,$658M,"RRE Ventures, Tiger Global, August Capital"
Aviatrix,$2B,9/8/21,Internet software & services,Santa Clara,United States,North America,2014,$341M,"Ignition Partners, Formation 8, CRV"
BlaBlaCar,$2B,9/16/15,Auto & transportation,Paris,France,Europe,2006,$449M,"Accel Partners, Index Ventures, Insight Venture Partners"
Black Sesame Technologies,$2B,9/22/21,Artificial intelligence,Shanghai,China,Asia,2016,$115M,"Northern Light Venture Capital, Xiaomi, FutureX Capital"
Bunq,$2B,6/18/21,Fintech,Amsterdam,Netherlands,Europe,2013,$281M,Undisclosed
Calm,$2B,2/6/19,Consumer & retail,San Francisco,United States,North America,2012,$218M,"Insight Venture Partners, TPG Growth, Sound Ventures"
Chipper Cash,$2B,5/31/21,Fintech,San Francisco,United States,North America,2017,$302M,"Deciens Capital, Bezos Expeditions, 500 Startups"
Clearco,$2B,4/20/21,Fintech,Toronto,Canada,North America,2015,$433M,"Highland Capital Partners, Oak HC/FT Partners, Emergence Capital Partners"
ClickHouse,$2B,10/28/21,Data management & analytics,Portola Valley,United States,North America,2021,$300M,"Lightspeed Venture Partners, Almaz Capital Partners, Altimeter Capital"
Clip,$2B,6/10/21,Fintech,Mexico City,Mexico,North America,2012,$381M,"Alta Ventures Mexico, General Atlantic, SoftBank Group"
Cloudinary,$2B,2/15/22,Internet software & services,Santa Clara,United States,North America,2011,$100M,"Blackstone, Bessemer Venture Partners"
Deliverr,$2B,11/22/21,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2017,$456M,"8VC, Activant Capital, GLP Capital Partners"
Divvy Homes,$2B,8/13/21,Fintech,San Francisco,United States,North America,2017,$370M,"Andreessen Horowitz, Caffeinated Capital, SciFi VC"
Dremio,$2B,1/6/21,Data management & analytics,Santa Clara,United States,North America,2015,$410M,"Lightspeed Venture Partners, Redpoint Ventures, Norwest Venture Partners"
Druva,$2B,6/20/19,Data management & analytics,Sunnyvale,United States,North America,2007,$475M,"Nexus Venture Partners, Tenaya Capital, Sequoia Capital"
Everlaw,$2B,3/10/20,Internet software & services,Oakland,United States,North America,2010,$299M,"K9 Ventures, Menlo Ventures, Andreessen Horowitz"
Exotec,$2B,1/17/22,Hardware,Croix,France,Europe,2015,$450M,"Breega Capital, Iris Capital, 360 Capital Partners"
Formlabs,$2B,8/1/18,Hardware,Somerville,United States,North America,2011,$251M,"Pitango Venture Capital, DFJ Growth Fund, Foundry Group"
Guoquan Shihui,$2B,3/17/21,Consumer & retail,Shanghai,China,Asia,2017,$523M,"Tiantu Capital, CMB International Capital, Vision Knight Capital"
Hive,$2B,4/21/21,Artificial intelligence,San Francisco,United States,North America,2013,$121M,"Tomales Bay Capital, Bain & Company, General Catalyst"
HuiMin,$2B,9/5/16,E-commerce & direct-to-consumer,Beijing,China,Asia,2013,$517M,"Zheshang Venture Capital, GP Capital, Western Capital Management"
ISN,$2B,12/17/20,"Supply chain, logistics, & delivery",Dallas,United States,North America,2001,Unknown,Blackstone
Iterable,$2B,6/15/21,Internet software & services,San Francisco,United States,North America,2013,$342M,"CRV, Blue Cloud Ventures, Index Ventures"
Kajabi,$2B,5/4/21,Internet software & services,Irvine,United States,North America,2010,$550M,"Meritech Capital Partners, Tiger Global Management, Spectrum Equity"
Kaseya,$2B,3/27/19,Cybersecurity,Miami,United States,North America,2000,$545M,"Insight Partners, TPG Alternative & Renewable Technologies, Ireland Strategic Investment Fund"
Keep,$2B,5/19/20,Mobile & telecommunications,Beijing,China,Asia,2014,$614M,"Bertelsmann Asia Investments, GGV Capital, Morningside Venture Capital"
KRY,$2B,4/27/21,Health,Stockholm,Sweden,Europe,2014,$569M,"Index Ventures, Creandum, Accel"
Loggi,$2B,6/5/19,"Supply chain, logistics, & delivery",Sao Paulo,Brazil,South America,2013,$507M,"Qualcomm Ventures, SoftBank Group, Monashees+"
LTK,$2B,11/22/21,Internet software & services,Dallas,United States,North America,2011,$315M,"SoftBank Group, Maverick Capital"
Lunar,$2B,7/12/21,Fintech,Aarhus,Denmark,Europe,2015,$448M,"SEED Capital, Greyhound Capital, Socii Capital"
Mafengwo,$2B,5/23/19,Travel,Beijing,China,Asia,2010,$503M,"Qiming Venture Partners, Capital Today, General Atlantic"
Magic Leap,$2B,10/21/14,Hardware,Plantation,United States,North America,2010,$3B,"Obvious Ventures, Qualcomm Ventures, Andreessen Horowitz"
Misfits Market,$2B,4/21/21,E-commerce & direct-to-consumer,Pennsauken,United States,North America,2018,$527M,"Accel, D1 Capita Partners, Greenoaks Capital Management"
Modern Treasury,$2B,10/6/21,Fintech,San Francisco,United States,North America,2018,$183M,"Benchmark, Altimeter Capital, Quiet Capital"
MURAL,$2B,7/20/21,Internet software & services,San Francisco,United States,North America,2011,$192M,"Insight Partners, Tiger Global Management, Gradient Ventures"
Mynt,$2B,11/1/21,Fintech,Taguig City,Philippines,Asia,2015,$475M,"Insight Partners, Warburg Pincus, Ayala Corporation"
Neo4j,$2B,6/17/21,Data management & analytics,San Mateo,United States,North America,2007,$408M,"Eight Roads Ventures, One Peak Partners, Creandum"
Netlify,$2B,11/17/21,Internet software & services,San Francisco,United States,North America,2014,$202M,"Andreessen Horowitz, Kleiner Perkins Caufield & Byers, EQT Ventures"
OCSiAl,$2B,3/4/19,Other,Leudelange,Luxembourg,Europe,2012,$285M,"A&NN, Rusnano"
Opay,$2B,8/23/21,Fintech,Lagos,Nigeria,Africa,2018,$570M,"Sequoia Capital China, Source Code Capital, Redpoint Ventures China"
Pipe,$2B,5/19/21,Fintech,Miami,United States,North America,2019,$566M,"next47, MaC Venture Capital, FinVC"
Preferred Networks,$2B,5/17/18,Artificial intelligence,Tokyo,Japan,Asia,2014,$147M,"Toyota Motor Corporation, Mizuho Financial Group, FANUC"
Quora,$2B,4/21/17,Internet software & services,Mountain View,United States,North America,2009,$226M,"Y Combinator, Matrix Partners, Benchmark"
Redis Labs,$2B,8/25/20,Data management & analytics,Mountain View,United States,North America,2011,$356M,"Viola Ventures, Dell Technologies Capital, Bain Capital Ventures"
SmartNews,$2B,8/5/19,Mobile & telecommunications,Tokyo,Japan,Asia,2012,$410M,"Japan Post Capital, Globis Capital Partners, Atomico"
Spring Health,$2B,9/16/21,Health,New York,United States,North America,2016,$296M,"Rethink Impact, Work-Bench, RRE Ventures"
StarkWare,$2B,11/17/21,Cybersecurity,Netanya,Israel,Asia,2018,$161M,"Sequoia Capital, Paradigm, Pantera Capital"
SWORD Health,$2B,11/22/21,Health,New York,United States,North America,2015,$296M,"Khosla Ventures, Green Innovations, Founders Fund"
Tier,$2B,10/25/21,Travel,Berlin,Germany,Europe,2018,$587M,"Northzone Ventures, White Star Capital, Novator Partners"
Trendy Group International,$2B,2/13/12,Consumer & retail,Kowloon,Hong Kong,Asia,1999,$200M,L Capital Partners
Unqork,$2B,10/6/20,Fintech,New York,United States,North America,2017,$365M,"Blackrock, capitalG, World Lab Innovation"
VerbIT,$2B,6/8/21,Artificial intelligence,New York,United States,North America,2016,$432M,"ClalTech, Vertex Ventures, Oryzn Capital"
Virta Health,$2B,12/2/20,Health,San Francisco,United States,North America,2015,$373M,"Caffeinated Capital, Obvious Ventures, Venrock"
Xinchao Media,$2B,4/9/18,Internet software & services,Chengdu,China,Asia,2007,$768M,"JD.com, Baidu, Vision Plus Capital"
Xingyun Group,$2B,9/24/20,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2015,$950M,"Matrix Partners China, Eastern Bell Capital, Hongtai Capital Holdings"
