,name,gp,min,pts,fgm,fga,fg,3p_made,3pa,3p,ftm,fta,ft,oreb,dreb,reb,ast,stl,blk,tov,target_5yrs
345,John Battle,64,10,4.3,1.6,3.5,45.5,0,0.1,0,1.2,1.6,72.8,0.2,0.8,1,1.2,0.4,0.1,0.7,1
346,Jerry Reynolds,55,9.2,3.7,1.3,2.9,44.4,0,0,50,1.1,1.9,55.8,0.7,0.8,1.5,1.6,0.8,0.3,0.9,1
347,Steve Harris,57,8.5,4.5,1.8,4.1,44.2,0,0.1,20,0.9,0.9,92.6,0.4,0.6,1,0.9,0.4,0.1,0.6,1
348,Lorenzo Charles,36,7.6,3.4,1.4,2.4,55.7,0,0,0,0.7,1,66.7,0.4,0.7,1.1,0.2,0.1,0.2,0.5,0
349,Sam Vincent,57,7.6,3.2,1,2.8,36.4,0,0.1,25,1.1,1.2,92.9,0.2,0.6,0.8,1.2,0.3,0.1,0.9,1
350,Blair Rasmussen,48,6.9,3.2,1.3,3.1,40.7,0,0,0,0.6,0.8,79.5,0.8,1.3,2,0.3,0.1,0.2,0.8,1
351,Phil Pressey,75,15.1,2.8,1,3.4,30.8,0.4,1.4,26.4,0.4,0.6,64.4,0.3,1.1,1.4,3.2,0.9,0.1,1.2,0
352,Michael Jordan*,82,38.3,28.2,10.2,19.8,51.5,0.1,0.6,17.3,7.7,9.1,84.5,2,4.5,6.5,5.9,2.4,0.8,3.5,1
353,Vern Fleming,80,31.1,14.1,5.4,11.5,47,0,0.1,0,3.3,4.2,76.7,1.9,2.2,4,3.1,1.2,0.1,2.5,1
354,Sam Bowie,76,29.2,10,3.9,7.3,53.7,0,0,0,2.1,3,71.1,2.7,5.9,8.6,2.8,0.7,2.7,2.3,1
355,Charles Barkley*,82,28.6,14,5.2,9.5,54.5,0,0.1,16.7,3.6,4.9,73.3,3.2,5.3,8.6,1.9,1.2,1,2.5,1
356,Sam Perkins,82,28.3,11,4.2,9,47.1,0.1,0.4,25,2.4,3,82,2.3,5.1,7.4,1.6,0.8,0.8,1.2,1
357,Jay Humphries,80,25.8,8.8,3.5,7.8,44.6,0.1,0.3,20,1.8,2.1,82.9,0.4,1.7,2.1,4.4,1.3,0.1,2.1,1
358,Melvin Turpin,79,24.7,10.6,4.6,9,51.1,0,0,0,1.4,1.8,78.4,2,3.8,5.7,0.5,0.5,1.1,1.5,1
359,Otis Thorpe,82,23.4,12.8,5,8.4,60,0,0,0,2.8,4.5,62,2.3,4.5,6.8,1.4,0.4,0.5,2.3,1
360,Kevin Willis,82,21.8,9.3,3.9,8.4,46.7,0,0.1,22.2,1.5,2.2,65.7,2.2,4.2,6.4,0.4,0.4,0.6,1.3,1
361,Michael Cage,75,21.5,7.1,2.9,5.3,54.3,0,0,0,1.3,1.8,73.7,1.7,3.5,5.2,0.7,0.6,0.4,1.1,1
362,Alvin Robertson,79,21.3,9.2,3.8,7.6,49.8,0.1,0.1,36.4,1.6,2.1,73.4,1.5,1.9,3.4,3.5,1.6,0.3,2.1,1
363,Tim McCormick,78,20.3,9.3,3.4,6.2,55.7,0,0,0,2.4,3.4,71.5,1.9,3.2,5.1,1,0.2,0.4,1.5,1
364,Charles Jones,78,20.1,8.4,3,5.8,52,0,0.1,0,2.3,3.6,64.8,1.8,3.3,5.1,1.6,0.6,0.8,1.8,1
365,Charles Jones,78,20.1,8.4,3,5.8,52,0,0.1,0,2.3,3.6,64.8,1.8,3.3,5.1,1.6,0.6,0.8,1.8,0
366,Charles Jones,78,20.1,8.4,3,5.8,52,0,0.1,0,2.3,3.6,64.8,1.8,3.3,5.1,1.6,0.6,0.8,1.8,0
367,Charles Jones,29,16.4,3.7,1.3,4.2,31.7,0.7,2.1,31.1,0.4,0.8,50,0.3,1.1,1.4,1.4,0.6,0.2,1,1
368,Charles Jones,29,16.4,3.7,1.3,4.2,31.7,0.7,2.1,31.1,0.4,0.8,50,0.3,1.1,1.4,1.4,0.6,0.2,1,0
369,Charles Jones,29,16.4,3.7,1.3,4.2,31.7,0.7,2.1,31.1,0.4,0.8,50,0.3,1.1,1.4,1.4,0.6,0.2,1,0
370,Jeff Turner,72,19.8,5.8,2.4,5.2,45.4,0,0,0,1.1,1.3,85.9,1.2,1.8,3,1.5,0.4,0.1,1.3,1
371,Tony Brown,82,19.3,6.6,2.6,5.7,46,0,0.1,0,1.4,2.1,67.8,1.8,1.7,3.5,1.9,0.7,0.1,1.4,1
372,Antoine Carr,62,19.3,8,3.2,6,52.8,0,0.1,33.3,1.6,2.1,78.9,1.3,2.5,3.7,1.3,0.5,1.3,1.7,1
373,Steve Colter,78,18.7,7.1,2.8,6.1,45.3,0.3,0.9,35.1,1.3,1.7,75.4,0.5,1.4,1.9,3.1,1,0.1,1.4,1
374,Ken Bannister,75,18.7,6.8,2.8,5.9,47,0,0,0,1.2,2.6,47.4,1.4,3,4.4,0.5,0.5,0.5,1.9,1
375,John Stockton*,82,18.2,5.6,1.9,4.1,47.1,0,0.1,18.2,1.7,2.4,73.6,0.3,1,1.3,5.1,1.3,0.1,1.8,1
376,Terence Stansbury,74,17.3,7.1,2.8,6.2,45.9,0.1,0.3,16,1.4,1.7,81,0.5,1,1.5,1.7,0.6,0.2,1.1,0
377,Othell Wilson,74,17,4.4,1.8,3.9,46,0,0.2,18.8,0.7,1,71.1,0.5,1.3,1.8,2.9,1,0.2,1.3,0
378,Eddie Lee Wilkins,54,17,5.5,2.1,4.3,49.8,0,0,0,1.2,2.3,54.1,1.6,3.3,4.9,0.3,0.4,0.3,1.2,1
379,Chuck Aleksinas,74,15.1,5.1,2.2,4.6,47.8,0,0,0,0.7,1,73.3,1.2,2.5,3.6,0.5,0.2,0.2,1,0
380,Ron Anderson,36,14.4,5.8,2.3,5.4,43.1,0,0.1,50,1.1,1.4,82,1.1,1.4,2.4,0.9,0.3,0.2,0.9,1
381,Frank Brickowski,78,14.3,4.9,1.9,3.9,49.2,0,0.1,0,1.1,1.6,66.9,1,2.4,3.3,1.3,0.4,0.2,1.3,1
382,Ozell Jones,67,13.3,3.7,1.6,2.7,58.9,0,0,0,0.5,1.2,39.8,1,2.6,3.6,0.8,0.5,0.8,0.9,0
383,Devin Durrant,59,12.8,5.1,1.9,4.6,41.6,0,0.1,0,1.2,1.7,70.6,0.8,1.3,2.1,1.4,0.3,0.2,1.3,0
384,Jerome Kersey,77,12.4,6.1,2.3,4.8,47.8,0,0,0,1.5,2.4,64.6,1.2,1.4,2.7,0.8,0.6,0.4,0.9,1
385,Ron Cavenall,53,12.3,1.5,0.5,1.6,32.6,0,0,0,0.4,0.7,56.4,1,2.1,3.1,0.4,0.2,0.8,0.8,0
386,Jim Petersen,60,11.9,3.2,1.2,2.4,48.6,0,0,0,0.8,1.1,75.8,0.7,1.7,2.5,0.5,0.2,0.5,1.2,1
387,Tony Campbell,56,11.2,5.6,2.3,4.7,49.6,0,0,0,1,1.3,80,0.7,0.9,1.6,0.4,0.5,0.1,1.2,1
388,Lancaster Gordon,63,10.8,4.1,1.7,4.6,38.3,0,0.1,22.2,0.6,0.8,75.5,0.4,0.6,1,1.4,0.5,0.1,1.1,0
389,Gary Plummer,66,10.6,3.8,1.4,3.5,39.7,0,0.1,25,1,1.4,70.7,0.8,1.2,2,0.4,0.2,0.2,0.8,0
390,Kenny Fields,51,10.5,3.8,1.6,3.7,44,0,0,0,0.5,0.7,75,0.8,0.8,1.6,0.7,0.2,0.2,0.6,0
391,Cory Blackwell,60,9.2,3.4,1.5,4,36.7,0,0,0,0.5,0.9,50.9,0.7,0.9,1.6,0.4,0.4,0.1,0.7,0
392,Bernard Thompson,59,9.1,3.3,1.3,3.6,37.3,0,0.1,0,0.7,0.9,76.5,0.6,0.7,1.3,0.9,0.5,0.2,0.6,1
393,Peter Thibeaux,51,9,4.5,1.8,3.8,48.2,0,0,0,0.8,1.3,64.2,0.6,0.8,1.4,0.3,0.2,0.3,0.7,0
394,Steve Burtt,47,8.9,4.2,1.5,4,38.3,0,0,0,1.1,1.6,68.8,0.2,0.4,0.6,0.4,0.5,0.1,0.7,0
395,Leon Wood,38,7.1,3.2,1.3,3.5,37.3,0.1,0.8,13.3,0.5,0.7,69.2,0.1,0.4,0.5,1.2,0.2,0,0.7,1
396,Charlie Sitton,43,7.1,2.1,0.9,2.2,41.5,0,0,0,0.3,0.6,52,0.6,0.8,1.4,0.6,0.2,0.1,0.4,0
397,Tom Scheffler,39,6.9,1.3,0.5,1.3,41.2,0,0,0,0.3,0.5,50,0.5,1.5,1.9,0.3,0.2,0.3,0.4,0
398,Willie White,39,6,3.3,1.3,3.2,41.9,0.1,0.3,36.4,0.5,0.8,67.7,0.4,0.5,0.9,0.7,0.1,0.1,0.8,0
399,Rick Carlisle,38,4.7,1.8,0.7,1.8,38.8,0,0.1,0,0.4,0.4,88.2,0.2,0.3,0.6,0.7,0.1,0,0.5,1
400,Ralph Sampson*,82,32.8,21,8.7,16.7,52.3,0,0,25,3.5,5.3,66.1,3.6,7.6,11.1,2,0.8,2.4,3.6,1
401,Steve Stipanovich,81,30,12,4.8,10.1,48,0,0.2,18.8,2.3,3,75.3,1.4,5.5,6.9,2.1,0.9,0.8,2,1
402,Ennis Whatley,80,27,8.4,3.3,7,46.9,0,0,0,1.8,2.5,73,0.8,1.7,2.5,8.3,1.5,0.2,3.4,1
403,Rodney McCray,79,26.3,10.8,4.2,8.5,49.9,0,0.1,25,2.3,3.2,73.1,2.2,3.5,5.7,2.2,0.7,0.7,1.5,1
404,Anthony Bonner,52,12.8,4.2,1.5,4.3,35.6,0.3,1,24.5,0.8,1.3,63.8,0.9,2,3,0.3,0.4,0.1,0.9,1
405,Mitchell Wiggins,82,25.9,12.4,4.9,10.9,44.8,0.1,0.4,24.1,2.6,3.5,74.2,1.7,2.3,4,2.3,1.3,0.1,1.7,1
406,Thurl Bailey,81,24.8,8.5,3.7,7.3,51.2,0,0,0,1.1,1.4,75.2,1.4,4.3,5.7,1.6,0.5,1.5,1.3,1
407,Jeff Malone,81,24.4,12.1,5,11.3,44.4,0.3,0.9,32.4,1.8,2.1,82.6,0.7,1.2,1.9,1.9,0.3,0.2,1.4,1
408,Doc Rivers,81,23.9,9.3,3.1,6.7,46.2,0,0.1,16.7,3.1,4,78.5,0.9,1.8,2.7,3.9,1.6,0.4,2.1,1
409,Roy Hinson,80,23.2,5.5,2.3,4.6,49.6,0,0,0,0.9,1.5,59,2.2,4.1,6.2,0.9,0.4,1.8,1.4,1
410,Byron Scott,74,22.1,10.6,4.5,9.3,48.4,0.1,0.5,23.5,1.5,1.9,80.6,0.7,1.5,2.2,2.4,1.1,0.3,1.6,1
411,Paul Thompson,82,21.1,9,3.8,8.1,46.7,0.1,0.5,23.1,1.4,1.8,77.2,1.5,2.3,3.8,1.5,0.8,0.5,0.9,0
412,Derek Harper,82,20.9,5.7,2.4,5.5,44.3,0,0.3,11.5,0.8,1.2,67.3,0.6,1.5,2.1,2.9,1.2,0.3,1.4,1
413,Fred Roberts,79,19.4,7.3,2.7,5.1,53.6,0,0.1,25,1.8,2.2,83.7,1.3,2.6,3.8,1.2,0.7,0.5,1.3,1
414,Rod Foster,80,17.8,8.3,3.3,7.3,44.8,0.3,1.1,26.2,1.5,1.9,78.7,0.5,1,1.5,2.2,0.7,0.1,1.4,0
415,Dewayne Dedmon,31,12.6,3.1,1.2,2.7,45.8,0,0,0,0.7,1,65.6,1.2,2.9,4.1,0.2,0.2,0.7,0.6,0
416,Jon Sundvold,73,17.6,6.9,3,6.7,44.5,0.1,0.5,24.3,0.9,1,88.9,0.3,0.9,1.2,3.3,0.4,0,1.1,1
417,Clyde Drexler*,82,17.2,7.7,3.1,6.8,45.1,0,0,25,1.5,2.1,72.8,1.4,1.5,2.9,1.9,1.3,0.3,1.5,1
418,Jim Thomas,72,16.9,6.3,2.6,5.6,46.4,0,0.2,9.1,1.1,1.5,72.7,0.8,1.3,2.1,1.8,0.8,0.1,1,0
419,Darrell Walker,82,16.1,7.9,2.6,6.3,41.7,0,0.2,26.7,2.5,3.2,79.1,0.9,1.1,2,3.5,1.6,0.2,2.4,1
420,Sidney Lowe,78,15.9,4.2,1.4,3.3,41.3,0,0.2,11.1,1.4,1.8,77.7,0.4,1.2,1.6,3.4,1.2,0.1,1.4,0
421,Dale Ellis,67,15.8,8.2,3.4,7.4,45.6,0.2,0.4,41.4,1.3,1.8,71.9,1.6,2.1,3.7,0.8,0.6,0.1,1.2,1
422,Darren Daye,75,15.7,6.1,2.4,5.4,44.1,0,0.1,0,1.3,1.8,71.4,1.2,1.3,2.5,2.3,0.5,0.2,1.3,1
423,Randy Wittman,78,13.7,4.5,2.1,4.1,50.3,0,0.1,40,0.4,0.6,60.9,0.2,0.7,0.9,0.9,0.2,0,0.4,1
424,Sidney Green,49,13.6,5.2,2,4.7,43.9,0,0,0,1.1,1.6,71.4,1.2,2.4,3.6,0.5,0.4,0.3,1.2,1
425,Granville Waiters,78,13.3,3.6,1.6,3.1,51.7,0,0,0,0.4,0.7,60.8,0.8,2.1,2.9,0.8,0.3,1.1,0.8,1
426,C.J. McCollum,38,12.5,5.3,1.9,4.7,41.6,0.8,2.1,37.5,0.6,0.9,67.6,0.2,1.1,1.3,0.7,0.4,0.1,0.9,0
427,Howard Carter,55,12.5,6.2,2.6,5.7,45.9,0.1,0.3,26.3,0.9,1.1,77,0.7,0.9,1.6,1.3,0.3,0.1,0.8,0
428,Dane Suttle,40,11.7,6.5,2.7,5.4,50.9,0,0.1,0,1,1.2,85.1,0.5,0.6,1.2,1.2,0.5,0,0.8,0
429,Scooter McCray,47,11.1,2.7,1,2.6,38.8,0,0,0,0.7,1.1,70,1,1.5,2.4,0.9,0.2,0.4,0.7,0
430,Sedale Threatt,45,10.3,3.3,1.4,3.3,41.9,0,0.2,12.5,0.5,0.6,82.1,0.4,0.5,0.9,0.9,0.3,0,0.7,1
431,John Paxson,49,9.3,2.9,1.2,2.8,44.5,0.1,0.4,18.2,0.3,0.5,61.5,0.1,0.6,0.7,3,0.2,0,0.7,1
432,Leroy Combs,48,9.3,4.5,1.7,3.4,49.7,0,0.1,0,1.2,1.9,61.5,0.4,0.8,1.2,0.8,0.5,0.4,1,0
433,Larry Micheaux,39,8.5,3.1,1.3,2.3,54.4,0,0,0,0.5,1,53.8,1,1.9,2.9,0.5,0.5,0.3,0.5,0
434,Randy Breuer,57,8.3,2.9,1.2,3.1,38.4,0,0,0,0.6,0.8,69.6,0.8,1.1,1.9,0.3,0.2,0.7,0.6,1
435,Pace Mannion,57,8.2,2.1,0.9,2.2,39.7,0.1,0.2,23.1,0.3,0.4,78.3,0.4,0.6,1,0.8,0.4,0,0.4,1
436,Kris Dunn,33,16.9,4.1,1.5,4.1,37.3,0.3,0.9,29,0.8,1.2,62.5,0.4,1.9,2.2,2.4,1,0.3,1.2,0
437,Robbie Hummel,53,12.4,3.4,1.3,3.3,37.9,0.6,1.7,36,0.3,0.3,93.8,0.7,1.8,2.5,0.4,0.3,0,0.2,0
438,Bruce Kuczenski,15,7.9,1.9,0.7,2.5,27,0,0,0,0.5,0.8,66.7,0.5,1.1,1.5,0.5,0.1,0.1,1,0
439,Russell Cross,45,7.9,3.7,1.4,2.5,57.1,0,0,0,0.8,2,41.8,0.8,1,1.8,0.5,0.3,0.2,0.4,0
440,Bob Hansen,55,7.6,2.7,1.2,2.6,44.8,0,0.1,0,0.3,0.5,64.3,0.2,0.6,0.9,0.8,0.3,0.1,0.6,1
441,Greg Kite,35,5.6,1.9,0.9,1.9,45.5,0,0,0,0.1,0.5,31.3,0.8,1,1.8,0.2,0,0.1,0.6,1
442,Terry Cummings,70,36.2,23.7,9.8,18.7,52.3,0,0,0,4.2,5.9,70.9,4.3,6.3,10.6,2.5,1.8,0.9,2.9,1
443,Clark Kellogg,81,34.1,20.1,8.4,17.5,47.9,0,0.2,22.2,3.2,4.3,74.1,4.2,6.4,10.6,2.8,1.7,0.5,2.7,1
444,Quintin Dailey,76,27.4,15.1,6.2,13.3,46.6,0.1,0.3,20,2.7,3.7,73,1.1,2.3,3.4,3.7,0.9,0.1,2.7,1
445,Rod Higgins,82,26.8,10.3,3.8,8.5,44.8,0.2,0.5,31.7,2.5,3.2,79.2,1.9,2.5,4.5,2.1,0.8,0.8,1.6,1
446,Craig Hodges,76,26.6,9.9,4.2,9.3,45.2,0.3,1.2,22.2,1.2,1.7,72.3,0.7,0.9,1.6,3.6,1.1,0.1,2.1,1
447,Jeff Withey,58,11.8,3.3,1.2,2.2,53.5,0,0,0,0.9,1.3,71.2,0.8,1.7,2.6,0.4,0.3,0.9,0.3,0
448,James Worthy*,77,25.6,13.4,5.8,10,57.9,0,0.1,25,1.8,2.9,62.4,2,3.1,5.2,1.7,1.2,0.8,2.3,1
449,Trent Tucker,78,23.5,8.4,3.8,8.3,46.2,0.2,0.4,46.7,0.6,0.8,67.2,1,1.8,2.8,2.5,0.7,0.1,0.9,1
450,Terry Teagle,73,23.4,10.4,4.5,10.6,42.8,0.1,0.4,34.5,1.2,1.7,69.6,1,1.6,2.7,2.1,0.7,0.3,1.9,1
451,Marc Iavaroni,80,20.2,5.1,2,4.4,46.2,0,0,0,1,1.4,69,1.5,2.7,4.1,1,0.4,0.6,1.7,1
452,Ed Nealy,82,20,4.4,1.8,3,59.5,0,0,0,0.9,1.4,61.4,2.1,3.8,5.9,0.8,0.8,0.1,0.6,1
453,Rob Williams,74,19.5,7,2.6,6.3,40.8,0,0.2,13.3,1.8,2.4,75.3,0.5,1.3,1.8,4.9,1.2,0.2,2.5,0
454,Jerry Eaves,82,19.4,9.3,3.4,7,48.7,0,0.1,12.5,2.4,3,81,0.4,1.1,1.5,2.6,0.6,0,1.9,0
455,Paul Pressey,79,19.3,6.7,2.7,5.9,45.7,0,0.1,11.1,1.3,2.2,59.7,1.1,2.5,3.6,2.6,1.3,0.6,2,1
456,Brandon Davies,51,11.3,2.8,1.1,2.5,42.2,0,0.2,20,0.7,1,64.2,0.7,1.4,2.1,0.5,0.5,0.2,0.7,0
457,Lester Conner,75,18.9,4.9,1.9,4,47.9,0,0.1,0,1.1,1.5,69.9,0.9,2,2.9,3.4,1.6,0.1,1.3,1
458,Mark Eaton,81,18.9,4.3,1.8,4.4,41.4,0,0,0,0.7,1.1,65.6,1.1,4.6,5.7,1.4,0.3,3.4,1.7,1
459,Bill Garnett,75,18.8,6.3,2.3,4.3,53.3,0,0,0,1.7,2.3,74.1,1.9,3.5,5.4,1.4,0.6,0.9,1.1,0
460,Jeff Taylor,44,17.6,3.6,1.5,3.6,40,0,0,0,0.7,1,65.2,0.6,1.2,1.8,2.5,0.9,0.3,1.4,0
461,Jeff Taylor,77,19.6,6.1,2.2,5.2,43.1,0.7,2,34.4,1,1.3,72.8,0.7,1.3,1.9,0.8,0.6,0.2,0.6,0
462,Bryan Warrick,43,16.9,4,1.5,4,38,0,0.1,0,1,1.3,73.7,0.3,1.3,1.6,2.9,0.5,0.2,1.6,0
463,Sleepy Floyd,76,16.4,8.1,3,6.9,42.9,0.1,0.3,40,2,2.4,83.3,0.7,1.1,1.8,1.8,0.8,0.2,1.4,1
464,Richard Anderson,78,16.3,5.2,2.2,5.5,40.4,0.1,0.2,36.8,0.6,0.9,69.6,1.4,2.1,3.5,1.5,0.7,0.3,1.2,1
465,Russ Schoene,77,15.9,6.2,2.7,5.6,47.6,0,0.1,25,0.8,1.1,73.5,1.2,2.1,3.3,0.8,0.3,0.3,1.1,0
466,John Bagley,68,14.6,5.7,2.4,5.5,43.2,0,0.2,0,0.9,1.2,76.2,0.3,1.2,1.4,2.5,0.8,0.1,1.7,1
467,Archie Goodwin,52,10.3,3.7,1.5,3.2,45.5,0.1,0.7,13.9,0.7,1.1,67.3,0.5,1.2,1.7,0.4,0.4,0.2,0.8,0
468,Cliff Levingston,62,14.2,5.6,2.1,4.4,48.5,0,0,0,1.4,2.4,57.1,1.7,2.1,3.7,0.8,0.4,0.6,1.2,1
469,LaSalle Thompson,71,13.9,5.4,2.1,4,51.2,0,0,0,1.3,1.9,65,1.9,3.4,5.3,0.5,0.6,0.9,1.4,1
470,Bruce Flowers,53,13.2,4.9,2.1,3.9,53.4,0,0,0,0.8,1,77.4,1.3,2.1,3.4,0.9,0.4,0.2,0.8,0
471,Corny Thompson,44,11.8,2.8,1,3.1,31.4,0,0,0,0.8,1,78.3,0.9,1.8,2.7,0.8,0.3,0.2,0.7,0
472,Walker Russell,68,11.1,2.7,1,2.7,36.4,0,0.3,11.1,0.7,0.9,81,0.3,0.8,1.1,1.9,0.2,0,1.4,0
473,Walker Russell,68,11.1,2.7,1,2.7,36.4,0,0.3,11.1,0.7,0.9,81,0.3,0.8,1.1,1.9,0.2,0,1.4,1
474,David Thirdkill,49,10.6,4,1.5,3.5,43.5,0,0.1,14.3,0.9,1.6,57.7,0.6,0.9,1.5,0.7,0.4,0.1,1,1
475,Dave Batton,54,10.3,3.3,1.6,3.5,44.5,0,0.1,0,0.1,0.3,47.1,0.8,1.4,2.2,0.5,0.3,0.2,0.5,0
476,Darren Tillis,52,10.1,3.2,1.5,3.5,42,0,0,0,0.3,0.5,57.1,0.8,1.7,2.5,0.3,0.1,0.6,0.4,0
477,Brook Steppe,62,9.8,4,1.4,2.8,47.7,0,0.1,14.3,1.2,1.6,76,0.4,0.8,1.2,1.1,0.4,0.1,0.9,1
478,Rory White,65,9.6,5,2,3.6,54.3,0,0,0,1.1,1.7,64.2,0.7,0.9,1.6,0.5,0.3,0,0.8,1
479,Andre Roberson,40,10,1.9,0.8,1.7,48.5,0.1,0.3,15.4,0.2,0.3,70,0.9,1.5,2.4,0.4,0.5,0.3,0.5,0
480,Linton Townes,55,9.4,4.5,1.9,4.3,44.9,0.2,0.5,36,0.5,0.7,73.7,0.5,0.6,1.2,0.6,0.3,0.1,0.6,0
481,Eddie Phillips,48,8.7,3.2,1.2,2.9,40.6,0,0,0,0.8,1.2,67.8,0.6,1,1.6,0.6,0.3,0.2,1,0
482,Jim Johnstone,23,8.3,1.3,0.5,1.3,36.7,0,0,0,0.4,0.9,45,0.7,1.3,2,0.5,0.1,0.3,0.7,0
483,Jose Slaughter,63,8.2,3.6,1.4,3.8,37.4,0.1,0.7,22,0.6,0.9,64.4,0.5,0.5,1.1,0.8,0.6,0.1,0.7,0
484,Rickey Williams,44,7.9,3.3,1.3,3.1,41.5,0,0.1,0,0.8,1.2,66,0.3,0.5,0.9,0.8,0.5,0.1,0.9,0
485,Chris Engler,54,6.8,1.5,0.7,1.7,40.4,0,0,0,0.1,0.3,31.3,0.8,1.1,1.9,0.2,0.1,0.3,0.4,1
486,Ricky Pierce,39,6.8,2.2,0.8,2.3,37.5,0,0.2,14.3,0.5,0.8,56.3,0.4,0.5,0.9,0.4,0.2,0.1,0.5,1
487,Mark McNamara,36,5.1,2.2,0.8,1.8,45.3,0,0,0,0.6,1.3,44.4,0.9,1.2,2.1,0.2,0.1,0.1,1,1
488,Scott Hastings,31,4.5,1.2,0.4,1.2,34.2,0,0.1,0,0.4,0.6,55,0.5,0.8,1.3,0.1,0.2,0,0.3,1
489,Oliver Robinson,35,4.2,2.9,1,2.8,36.1,0,0.3,9.1,0.9,1.3,66.7,0.2,0.3,0.5,0.6,0.1,0.1,0.4,0
490,Kelly Tripucka,82,37.5,21.6,7.8,15.6,49.6,0.1,0.3,22.7,6,7.6,79.7,2.7,2.7,5.4,3.3,1.1,0.2,3.4,1
491,Buck Williams,82,34.5,15.5,6.3,10.7,58.2,0,0,0,3,4.7,62.4,4.2,8,12.3,1.3,1,1,2.9,1
492,Isiah Thomas*,72,33.8,17,6.3,14.8,42.4,0.2,0.8,28.8,4.2,6,70.4,0.8,2.1,2.9,7.8,2.1,0.2,4.2,1
493,Tom Chambers,81,33.1,17.2,6.8,13,52.5,0,0,0,3.5,5.7,62,2.6,4.3,6.9,1.8,0.7,0.6,2.7,1
494,Jay Vincent,81,32.4,21.4,8.9,17.9,49.7,0,0,25,3.6,5,71.6,2.2,4.7,7,2.2,1.1,0.3,2.4,1
495,Mark Aguirre,51,28.8,18.7,7.5,16.1,46.5,0.5,1.4,35.2,3.3,4.8,68,1.7,3.1,4.9,3.2,0.7,0.4,2.6,1
496,Herb Williams,82,27.8,11.5,5,10.4,47.7,0,0.1,28.6,1.5,2.3,67,2.1,5.2,7.4,1.7,0.7,2.2,1.7,1
497,Jeff Ruland,82,27,14.4,5.1,9.1,56.1,0,0,33.3,4.2,5.5,75.2,3.1,6.2,9.3,1.6,0.5,0.7,2.9,1
498,Frank Johnson,79,25.7,10.7,4.3,10.3,41.4,0.2,1,21.5,1.9,2.6,75,0.4,1.4,1.9,4.8,1,0.1,2,1
499,Elston Turner,80,25,8.3,3.5,8,44.1,0,0.1,0,1.2,1.7,70.3,1.8,2,3.8,2.4,0.9,0,1.4,1
500,Steve Johnson,78,22.3,12.8,5.1,8.3,61.3,0,0,0,2.7,4.2,64.2,1.9,3.9,5.9,1.2,0.5,1.1,2.5,1
501,Albert King,76,22.3,12.1,5.1,10.7,48.2,0,0.2,23.1,1.8,2.3,77.8,1.4,2.7,4.1,1.9,0.8,0.5,2.4,1
502,Gene Banks,80,21.3,9.6,3.9,8.2,47.7,0,0.1,0,1.8,2.7,68.4,2,3.2,5.1,1.8,0.7,0.2,1.3,1
503,Eddie Johnson,74,20.5,9.3,4,8.7,45.9,0,0.1,9.1,1.3,2,66.4,1.7,2.6,4.4,1.5,0.7,0.2,1.3,1
504,Eddie Johnson,74,20.5,9.3,4,8.7,45.9,0,0.1,9.1,1.3,2,66.4,1.7,2.6,4.4,1.5,0.7,0.2,1.3,1
505,Danny Schayes,82,19.8,7.9,3.1,6.4,48.1,0,0,0,1.7,2.3,75.7,1.6,3.6,5.2,1.8,0.6,0.9,1.8,1
506,Rudy Macklin,79,19.2,7,2.7,6.1,43.4,0,0,0,1.7,2.2,77.5,1.4,1.9,3.3,0.6,0.5,0.3,1.4,0
507,Sam Williams,59,18.2,6.1,2.6,4.7,55.6,0,0,0,0.8,1.5,55.1,1.5,3.7,5.2,0.6,0.8,1.3,1.1,0
508,Kurt Rambis,64,17.7,4.6,1.8,3.6,51.8,0,0,0,0.9,1.8,50.4,1.8,3.6,5.4,0.9,0.9,1.2,1.2,1
509,Kurt Nimphius,63,17.2,5.3,2.2,4.7,46.1,0,0,0,1,1.7,58.3,1.5,3.2,4.7,1,0.3,1.3,0.9,1
510,Pete Verhoeven,71,17,4.9,2.1,4.2,50.3,0,0,0,0.7,1,70.8,1.5,2.1,3.6,0.7,0.6,0.3,0.8,1
511,Darnell Valentine,82,16.9,6.4,2.3,5.5,41.3,0,0.1,0,1.9,2.4,76,0.6,1.2,1.8,3.3,1.1,0,1.6,1
512,Jim Brogan,63,16.3,6.3,2.6,5.8,45.3,0.1,0.5,28.1,1,1.3,72.6,1,0.9,1.9,2.5,0.8,0.2,1.3,0
513,John Douglas,64,16.1,7,2.8,6.1,46.5,0.3,0.9,30.5,1,1.6,65.7,0.4,1,1.4,2.3,0.8,0.1,1.4,0
514,Kevin Loder,71,16,6.9,2.9,6.3,46.4,0,0.2,0,1.1,1.5,72,1,1.8,2.7,1.2,0.5,0.4,1,0
515,Orlando Woolridge,75,15.8,7.3,2.7,5.3,51.3,0,0,0,1.9,2.7,69.9,1.1,1.9,3,1.1,0.3,0.3,1.4,1
516,Alton Lister,80,14.8,4.5,1.9,3.6,51.9,0,0,0,0.8,1.5,52,1.4,3.5,4.8,1.1,0.2,1.5,1.6,1
517,Larry Nance,80,14.8,6.6,2.8,5.5,52.1,0,0,0,0.9,1.5,64.1,1.2,2,3.2,1,0.5,0.9,1.3,1
518,Danny Vranes,77,14,4.9,1.9,3.4,54.6,0,0,0,1.2,1.9,60.1,0.9,1.6,2.6,0.7,0.4,0.3,0.9,1
