drives,totalsessions,ndaysafteronboarding,totalnavigationsfav1,totalnavigationsfav2,activitydays,kmperdrivingday,label
31,62.72862759,896,98,0,17,708.2525643,0
81,215.3882834,1434,0,0,28,199.3086051,0
55,140.7288395,3020,12,0,7,734.5209697,1
126,308.0126876,323,60,0,27,306.883796,0
46,59.29093673,445,325,93,1,0.0,1
5,89.38154494,2082,0,18,15,193.0210297,0
2,3.274785093,3206,0,39,7,575.289692,0
139,262.9008864,512,61,0,22,112.4385695,0
5,29.22541792,2633,4,13,25,374.7907192,0
51,119.8020161,2780,0,0,0,0.0,1
89,126.5520898,967,23,0,29,82.36315296,0
68,325.5564029,3193,0,2,12,404.2353408,0
130,209.7674244,446,235,66,16,459.6888958,0
6,212.5277829,2984,0,14,21,66.96196481,0
176,311.6838604,407,0,0,15,390.8742941,1
28,302.2510081,3106,166,38,11,138.8127847,0
86,192.2396391,1777,123,46,11,519.8564797,0
136,429.8205366,295,20,0,2,0.0,1
40,171.3666478,426,107,8,9,258.4223588,0
81,131.7860146,1039,67,0,30,50.7084915,0
101,220.855396,840,247,85,14,312.8248899,0
44,175.3682221,842,189,69,6,603.3789125,0
44,257.8146382,1431,28,12,9,579.5489738,0
83,105.6461838,2847,186,27,20,470.5640534,0
42,239.7627384,3396,194,0,10,111.876313,0
2,183.7885683,1287,24,0,24,504.7762011,0
24,268.6543814,712,116,0,0,0.0,0
91,92.83136965,93,165,0,30,83.16876019,1
31,149.3219824,1087,180,0,9,335.8927497,0
37,123.5885348,2869,66,0,13,454.1189094,0
79,341.7490355,643,99,47,27,193.4559366,0
12,127.6234348,2317,165,0,6,916.7952892,0
28,41.36201501,2938,11,42,17,73.00231041,0
49,84.48943504,579,0,0,29,157.6313933,0
1,225.0608235,1069,106,71,26,81.76619757,1
83,491.477802,167,252,0,3,0.0,0
11,102.3598496,2592,131,59,4,0.0,0
117,304.4189248,645,0,30,4,897.1292878,0
193,316.3061743,1453,64,20,18,300.9020788,1
100,387.3080776,2744,0,0,24,275.0742723,0
33,198.3336366,2011,26,67,14,224.4699946,0
7,49.01602524,1158,0,36,27,286.8032152,0
140,187.4005125,1888,0,0,2,0.0,1
5,11.65291151,404,20,0,30,311.8260639,0
170,261.8000681,1886,0,67,12,704.3545292,0
19,37.69777373,543,0,5,2,0.0,1
4,87.05531569,1821,0,51,17,747.587684,0
59,122.5633585,2169,133,19,9,545.6479418,0
31,219.7471723,2960,152,99,25,172.6434151,0
61,144.5111911,2373,0,0,8,418.316181,0
63,183.8859174,3237,194,0,22,192.6475446,0
17,105.5381785,2150,72,0,16,245.9905779,0
20,137.1689113,2663,35,52,24,278.9506424,0
167,386.9939898,2173,41,0,4,839.8235623,1
48,69.88349383,2081,0,29,19,204.5977665,0
37,136.4378896,2082,91,23,3,0.0,1
29,44.77879768,533,84,27,24,112.3039941,0
27,111.5538235,745,47,4,15,179.7318061,0
83,150.2875959,2292,0,40,29,171.9456037,0
21,68.55576339,208,6,0,2,0.0,1
83,366.9199219,2338,380,5,23,290.1749467,0
69,106.6019455,356,293,64,21,300.9669432,1
67,412.3515468,2852,0,12,4,1112.206342,0
17,141.5746193,3386,122,0,3,0.0,0
47,120.8893807,672,93,34,3,1109.271718,0
16,116.5719716,3132,13,3,2,1192.09373,0
53,184.3670135,1762,0,106,17,314.6245342,0
78,248.9313473,2487,0,0,12,333.897827,0
6,32.33022296,3171,92,54,27,93.61057333,0
14,136.6026829,72,70,0,20,203.6998763,0
56,119.0599952,372,42,97,2,1092.009376,0
95,274.5896257,2801,21,86,21,136.4234214,0
48,247.7773055,325,38,0,18,583.1885839,0
73,99.35038857,2746,254,0,25,253.8387041,0
33,96.06979566,1729,0,0,17,392.6902715,0
29,278.9746119,2824,284,0,27,60.62460196,0
37,440.1128428,2760,48,33,8,312.4532704,0
35,67.70635354,2754,74,0,11,512.2792328,0
33,72.17682328,1419,41,0,1,0.0,1
108,147.0285265,1015,0,0,4,602.790926,0
184,486.6825423,1081,0,0,13,1154.609612,1
9,46.87649787,1285,101,0,15,127.3385759,0
62,149.8490314,3482,0,19,10,150.2835244,0
37,111.7388465,330,0,0,20,41.07857923,0
34,103.901263,2310,348,11,10,825.7105954,0
75,187.1584628,120,4,0,8,172.8445084,1
149,218.1031962,620,26,42,27,167.1889233,0
27,105.0686674,625,230,0,16,484.8771041,0
72,158.2070752,3103,0,0,14,89.03513164,0
98,143.5593326,1028,0,0,20,65.28789737,0
71,178.8950224,3380,3,29,11,175.0502723,0
7,96.67840486,1656,13,0,0,0.0,1
143,237.6606681,3338,22,55,1,0.0,1
26,109.8734007,2095,67,29,14,249.0086458,0
109,290.3983741,559,34,0,30,107.3747327,0
61,139.5234183,3377,28,4,11,281.9503341,0
89,256.5985966,2228,31,0,31,174.7646461,0
25,143.5322103,1539,200,0,16,219.0256771,0
8,92.61787059,485,175,8,14,347.3847852,0
62,89.48141342,3321,27,12,29,161.5238574,0
93,305.7237978,2802,257,16,8,632.6685672,0
18,142.9950417,2887,16,4,22,146.1220831,0
158,258.2857562,1278,29,8,18,283.6851106,0
14,244.1230122,227,166,43,18,486.6426754,0
167,222.8029585,825,156,63,24,58.04917182,0
10,75.13559354,1081,110,0,17,426.4522077,0
8,47.10745672,438,0,17,26,78.74713084,0
28,94.49416063,312,9,66,27,169.2411403,0
50,74.55761278,1647,331,86,8,292.6266886,1
40,128.847112,3358,144,0,15,107.3350093,0
7,191.3842873,3447,118,55,10,975.3456569,0
81,119.4130319,2766,48,0,22,237.8032528,0
14,90.03457787,1849,263,39,0,0.0,0
2,67.47531924,574,232,0,26,357.5347978,0
6,211.2822931,3071,2,93,15,440.3639134,0
3,196.6067086,2094,162,54,15,417.2825117,0
11,49.68009351,1781,0,0,6,453.152888,0
121,267.0282597,801,157,27,13,375.5819184,0
70,218.0458811,749,0,25,9,424.3584401,0
197,393.7609593,2959,272,0,28,55.07477929,0
26,212.7162912,1188,3,9,23,115.6187551,0
102,172.5137059,1547,298,0,25,119.3037687,0
22,184.1188904,733,0,0,13,131.8471791,0
34,177.6297582,452,227,0,25,62.4119378,0
7,190.3247794,3314,280,15,13,407.6249767,0
78,103.2421788,311,23,0,14,223.7122713,0
54,156.6173696,1700,29,23,17,36.17123044,0
91,156.3614232,3222,268,32,30,78.67334931,0
134,304.3637512,1965,60,18,27,160.0304988,0
24,60.79368167,812,14,0,20,126.3265985,0
56,75.15234376,168,188,74,15,274.4474703,1
25,127.037695,3339,89,44,1,0.0,1
29,59.47186814,635,0,0,22,290.8509138,0
25,140.4886838,2731,183,15,16,397.9571667,1
96,154.3505887,1755,0,0,16,145.0669006,0
182,321.9946603,3266,56,66,14,282.9599181,0
40,57.59470367,1007,71,0,15,247.7920221,0
2,54.86417966,3423,292,27,18,275.4792604,0
8,90.04051894,2776,132,0,13,408.2474676,0
135,316.921492,2029,5,11,28,167.600578,0
48,329.0654181,807,399,15,16,112.1067849,0
93,174.8957695,3360,120,0,2,0.0,0
5,360.4381649,2697,79,0,13,46.33806368,0
139,237.465433,1607,0,49,11,482.1313345,0
56,171.9397845,1047,133,0,23,132.4229991,0
0,31.10360784,2007,273,16,19,190.9756209,0
45,59.28111026,2868,297,0,7,321.9839767,0
21,97.28761884,207,24,2,28,350.1971335,0
104,285.1035493,1113,123,0,25,156.6259249,0
46,221.7975016,2992,135,51,11,157.1605775,0
27,191.1663459,2966,55,28,13,293.5635212,0
18,368.3569105,1344,46,47,24,113.6490678,0
85,189.6217331,1948,111,52,22,115.5715796,0
2,190.9637025,977,87,11,11,344.8270313,0
94,122.0980087,493,17,16,7,1022.220557,0
61,202.1959217,3013,144,0,28,53.50844736,0
41,50.37531483,599,47,0,27,186.1341331,0
89,158.5374809,1150,186,61,21,183.7236287,0
71,114.1598563,3194,8,38,18,168.2875722,0
57,227.8204753,2531,166,32,29,29.0007853,0
61,84.44342632,893,97,0,16,392.4915013,0
51,178.1781007,2695,0,0,10,395.3713718,0
56,63.51423262,3443,60,47,13,628.4173421,1
107,114.1450912,416,313,20,25,76.47155127,1
74,219.5994026,127,0,18,31,126.387803,0
105,323.9327295,2715,29,43,11,680.2943248,0
100,145.2827664,1334,212,36,12,68.3114221,0
66,449.0222695,854,183,15,20,165.8076626,0
36,89.56824808,3029,0,105,8,148.5687753,0
56,112.1598909,1974,113,21,16,494.0389332,0
69,119.4915406,661,64,12,21,257.6981015,0
4,200.8574349,2389,56,32,6,687.6691933,0
15,88.20931849,1357,393,29,15,438.5771348,0
9,83.60661539,1568,379,47,19,173.8309488,0
17,64.48817686,858,4,8,14,156.8169404,0
118,196.6177969,2992,168,8,23,353.3822058,0
59,91.9942238,2079,28,1,20,107.014032,0
6,59.72141637,2543,7,0,12,260.9500898,0
52,132.7476396,1311,0,25,1,0.0,1
97,185.9426805,2844,110,81,26,200.0069163,0
36,56.76560877,2772,203,60,23,167.8185605,1
62,172.6859266,2880,0,31,11,387.1757294,0
10,47.92393844,2474,133,0,28,216.8523716,0
161,214.2101987,2716,83,51,28,49.50677591,0
8,80.92044857,349,141,60,27,358.0641559,0
28,48.59481084,1275,27,11,23,76.88204875,0
55,94.72456918,2563,206,0,11,363.8982884,0
73,162.3635009,1814,44,73,14,919.8071793,1
166,305.2279892,863,125,49,18,323.8354235,1
61,348.1840336,2913,0,0,19,286.4117418,0
48,201.4979022,1034,250,0,20,220.0306725,0
114,305.7607009,682,171,0,22,146.8981444,0
23,115.7704523,2654,247,91,19,307.8465568,0
96,184.3115558,1344,61,31,3,767.8384413,1
15,46.54813833,3325,99,0,4,491.2777235,0
41,86.53589875,1370,52,0,7,407.8438071,0
129,255.5020665,1042,92,31,12,660.6922046,0
35,89.03925626,415,82,0,24,179.3541775,1
19,227.4876907,317,121,0,25,62.23899695,0
140,202.6713817,2515,175,32,9,182.4060842,0
8,301.6730389,1244,225,16,12,172.1475874,0
12,127.2507862,368,203,20,21,263.2513442,1
8,34.78730025,1258,0,6,21,344.0415969,0
23,30.52468147,2354,0,73,10,451.0128933,0
78,294.1312687,1754,240,0,13,461.9859902,0
16,135.0882986,1221,110,88,4,0.0,0
86,244.8007114,2010,0,23,14,714.9338507,0
2,166.4043369,2565,37,3,30,48.14491613,0
56,148.0054658,2357,11,19,13,574.684418,0
149,158.7337334,2327,94,0,4,0.0,0
64,167.4977949,1816,265,0,6,824.0101345,0
38,161.7793358,1389,35,11,23,316.0465255,0
12,76.97555482,2250,207,54,29,80.43690805,0
3,92.69380767,737,0,0,25,329.9812951,0
60,452.3982083,764,0,26,19,225.9305818,0
39,166.9894135,1989,47,0,30,146.4418303,0
156,387.108807,2249,22,76,12,777.2397055,0
8,170.6459235,580,100,38,5,711.8739205,1
159,258.8963916,976,1,11,27,191.5040052,0
83,202.6562647,2617,0,84,23,258.9542826,0
14,21.06821911,33,141,0,8,186.2570109,1
13,316.0089554,1273,0,21,12,571.7599366,0
127,489.809286,3256,293,0,1,0.0,1
11,46.18747726,1789,91,0,14,74.24847436,1
98,124.4085036,1201,0,0,13,478.6508612,0
36,59.84763029,1257,142,20,20,554.6371825,0
60,109.7748568,794,86,0,16,112.1167043,0
46,170.3285611,760,104,0,25,439.7941305,0
26,299.8517841,2587,0,0,2,673.3306845,1
122,337.6295943,390,9,0,29,155.7757558,0
94,123.2046481,763,61,6,19,216.8176112,0
90,237.7376118,1985,0,45,30,69.21107613,0
2,223.3901377,379,8,0,0,0.0,0
82,156.747413,2666,95,80,27,168.2938345,0
114,266.2720315,1581,121,13,23,151.7447677,0
107,388.9257194,2335,106,84,22,268.4608774,0
52,226.5845864,847,140,0,16,288.542933,0
26,90.70638211,3142,130,35,11,408.7160868,1
46,60.26179228,1592,0,61,6,580.7648803,1
11,141.4339339,1538,42,0,29,75.84637135,1
6,188.7943747,1455,45,0,10,181.9867509,0
63,95.03056105,1693,360,65,18,85.74937487,0
137,208.323347,2873,0,16,7,520.0660066,1
58,272.5760341,70,24,0,18,167.7429262,0
0,171.3922537,2929,58,38,19,108.5062563,1
51,103.9994386,637,14,19,13,689.1721506,1
16,25.38366141,1281,67,35,14,373.2119085,0
110,164.5304606,139,149,0,1,0.0,0
7,53.65645931,1461,340,26,3,1030.318644,0
9,92.66605815,1115,64,10,1,0.0,0
95,152.265968,446,82,0,29,175.3816104,0
39,100.0601186,1372,15,0,21,182.0811125,0
119,191.9742772,777,38,0,15,284.6581597,0
38,205.2225267,749,177,0,14,341.5189116,1
12,137.9784446,1329,177,0,28,181.8713345,0
44,104.5265298,2232,341,0,15,384.2483966,0
74,124.7617744,1487,0,4,28,200.5800078,1
71,96.14372834,1882,0,6,28,172.6503444,0
62,130.2396955,1371,59,0,24,127.6258275,0
47,184.3481663,272,131,9,4,170.8854387,1
20,31.53958877,1887,146,46,26,89.02940306,0
49,131.6830363,816,90,71,19,174.1459428,0
17,352.772989,3206,1,0,5,190.1751787,0
36,379.7473018,1750,166,0,31,80.2349299,0
54,81.76232138,581,3,0,1,0.0,1
137,175.6437009,2519,175,45,24,89.7813717,0
39,71.42733873,1139,0,34,30,22.57647667,0
118,206.0122629,592,61,49,20,121.1666484,1
136,289.6788066,1642,72,0,27,203.2980189,0
31,290.7710376,3459,18,48,11,1141.595175,0
24,76.70077222,3073,0,0,23,210.763564,0
24,31.01440673,2866,35,48,26,190.1647149,0
46,287.8988645,3138,172,67,11,478.9927936,0
51,165.0223923,1989,314,47,8,271.7063886,0
158,363.8824019,2980,33,0,24,113.7436583,0
15,106.6977949,905,174,2,30,44.57628013,0
2,104.9988629,1729,154,0,17,236.8489932,0
3,101.8862702,2235,0,0,8,614.6946857,0
4,37.17433553,1073,0,0,7,685.7118005,0
75,176.3470244,2549,175,0,20,165.3696071,0
147,248.2671345,2229,0,20,24,329.0386477,0
190,465.7641616,2515,84,51,26,165.7969365,0
24,51.9214194,2452,6,0,19,194.0750245,0
28,227.9938061,2535,75,25,19,255.9530128,0
21,80.29613302,1931,51,65,27,183.964945,0
22,44.17270293,2860,233,0,23,98.45955911,0
90,278.0349672,3235,113,0,12,189.7651075,0
14,37.71679568,2326,317,0,6,521.1298385,0
47,144.7564183,3468,0,28,22,470.6153435,0
135,295.5775426,485,193,0,6,1081.644394,0
89,131.0127956,1638,0,0,20,132.9991192,0
142,163.9480911,2424,116,0,28,301.7403576,0
2,92.80369959,2199,163,2,11,289.1498024,0
108,139.8858858,2881,124,7,18,341.300853,0
19,126.5011665,1709,134,0,8,915.8574802,1
46,175.7202115,2960,70,0,11,706.9936995,0
66,97.9148139,37,0,0,27,365.8498908,0
78,201.0246081,2031,184,0,11,384.9031378,0
29,117.505327,1821,0,0,24,278.6492378,1
45,429.9634383,463,0,0,24,142.5409566,0
37,60.5097124,2649,88,34,10,115.2241305,0
38,136.0779012,737,0,23,23,116.226689,0
15,76.26599494,1035,282,5,13,162.3016393,0
16,187.3422682,2298,0,0,31,92.71267488,0
59,112.1532665,3485,91,0,31,41.43037419,0
50,114.6669505,1721,71,0,25,86.48186048,0
6,92.35179736,2789,95,68,26,346.6917365,0
13,101.7884752,2333,0,0,14,236.3489095,0
40,209.4002765,2694,0,2,3,0.0,0
22,63.25208673,361,0,0,26,261.3568919,1
77,275.6990307,136,92,0,16,414.6969367,1
18,145.2885225,3045,153,100,25,41.65050162,0
184,424.693859,801,0,36,1,0.0,0
17,58.95246559,1348,77,10,12,296.3993248,0
44,143.9915024,2686,123,0,19,338.0108153,0
15,62.58548313,2830,93,49,1,0.0,0
69,273.9093348,2076,83,31,26,73.70533705,0
82,156.8052329,288,98,0,23,489.1260338,0
45,80.51882664,2585,39,0,23,314.2690476,0
82,169.3402546,2941,180,37,4,0.0,0
17,187.7222432,141,0,0,19,113.3701709,0
9,283.3299313,522,26,32,19,179.9775706,0
15,28.94715105,3209,177,71,26,401.8347718,0
40,84.08372335,814,33,19,26,246.07056,0
2,8.898880202,227,159,89,28,81.2179381,0
31,88.76586083,2728,240,17,24,134.7688835,0
74,134.6061144,1799,0,7,17,296.4691447,1
8,31.4342145,1739,25,10,6,847.2531013,0
3,153.0508051,1615,25,12,0,0.0,0
10,415.8493621,224,52,0,4,216.928115,1
53,139.3855422,2972,107,101,19,58.66474942,0
5,93.63210577,3110,13,0,30,86.99730513,0
36,183.9026493,3484,113,48,5,1147.586431,0
50,134.3989983,708,82,0,17,351.7424983,0
109,206.6074797,1473,81,0,10,1161.330263,0
17,181.0767513,1338,3,0,11,48.28216289,0
11,223.1786818,1369,10,0,26,71.01712808,0
23,144.4716902,1159,186,9,24,134.4070298,0
179,309.6276357,2629,133,0,15,127.1321767,0
0,300.4085348,17,31,0,10,658.133104,0
58,146.8723749,366,9,14,5,797.0159274,0
95,173.6131663,1145,184,11,26,212.8368717,0
13,220.6949146,3211,71,21,14,198.2539345,0
116,200.2408307,2790,222,0,11,412.6275238,0
15,64.10310641,2176,168,0,1,0.0,1
40,64.00961584,1813,71,0,14,145.0080708,1
0,111.5722268,2015,5,0,21,488.5019578,0
71,136.910835,3446,12,59,1,0.0,0
17,190.8153477,2948,348,45,24,102.7624149,0
171,228.891154,1977,21,20,25,183.7099993,0
74,428.5097128,17,52,0,17,434.57429,0
20,325.6771504,2889,23,14,2,0.0,1
83,125.2216035,1863,217,0,29,191.3391358,0
2,70.09371414,1737,297,5,24,226.492939,0
23,221.7194853,1711,27,0,12,195.6552943,0
50,74.61450226,1755,69,24,17,365.6667686,0
3,186.9150551,218,250,14,5,703.5172986,0
64,156.3922102,1906,184,0,18,292.6084528,0
53,125.3978186,2900,169,0,27,34.46673746,0
40,107.8338314,267,192,9,20,62.65054083,1
92,135.5390085,1919,0,3,18,402.4654071,0
35,104.2482968,431,250,59,31,108.9200777,0
35,190.3593184,1147,297,75,18,595.0007804,0
70,459.1371703,1154,36,24,17,375.6939231,0
37,109.4341113,2001,196,2,27,137.9663303,0
37,111.2964787,2516,4,31,22,284.6718063,0
20,92.68654695,2118,0,54,19,184.6584384,1
89,122.0697461,112,56,43,6,524.3779453,0
4,183.9216886,376,242,0,4,0.0,1
19,54.05145382,120,206,0,10,1161.456227,0
43,141.423048,3102,218,0,4,781.606462,0
24,47.09253978,134,158,62,28,265.9975704,0
33,163.1961502,846,61,0,12,481.1620169,0
75,171.8317841,2693,416,0,21,211.6108636,0
43,224.2301845,1059,0,31,3,0.0,1
14,68.18692669,1367,76,0,1,0.0,0
59,161.5296417,2004,0,39,13,200.279421,0
27,226.0256018,821,18,0,28,78.48078458,0
140,267.8552076,3027,93,0,11,456.873192,0
73,133.7425125,48,320,0,12,361.5609378,1
57,75.12485905,270,251,6,28,45.57740654,0
47,449.1582105,1655,50,0,17,602.223229,1
35,81.87131169,601,124,63,6,692.5871903,0
56,86.35814684,3122,102,9,13,789.6636402,0
8,38.61618336,748,60,0,17,250.0964121,0
23,73.07152229,1502,0,6,9,890.1403185,0
11,132.8615917,968,18,0,28,87.99500296,0
51,266.3735725,1542,31,15,11,140.1081005,0
1,91.93455143,520,39,0,13,181.3101255,1
3,46.21212709,504,369,0,15,295.9554582,0
15,118.0122354,765,62,100,19,333.909086,0
12,129.5116098,1556,77,50,22,109.8987011,0
41,85.40022384,1468,406,0,15,972.579183,0
21,321.1024694,1802,30,0,22,64.87732017,0
61,211.2972517,3101,235,17,16,166.3765603,0
46,199.1419481,2157,172,0,31,266.3836771,0
58,160.7704667,1160,289,26,29,206.2560059,0
31,82.45484466,415,151,25,16,248.1135429,0
98,157.2307562,2034,50,2,5,1060.461645,0
154,305.3767368,3378,148,0,4,1131.052937,1
10,63.14026876,3028,38,83,22,339.617481,0
24,57.45684352,443,35,0,31,419.0904189,0
20,27.47535022,875,7,2,19,118.5992572,0
34,215.3424948,1040,62,25,16,270.5164043,0
9,93.35059234,2947,208,94,22,494.693225,0
90,209.7658664,185,290,31,5,0.0,0
5,102.6735967,2092,0,0,17,125.3489653,0
85,220.8662541,1669,19,0,17,156.9419598,0
110,173.413324,1839,148,0,4,0.0,0
42,69.5797328,1567,86,24,16,263.3356757,0
65,134.8688417,3164,0,98,7,696.3440277,0
3,16.9991952,1562,43,0,10,811.375265,0
16,87.01515546,3110,0,44,18,329.082845,0
39,128.6853022,2110,66,9,22,429.0543279,0
44,56.21359516,777,6,10,15,143.390908,0
96,418.0787791,247,0,0,9,749.397801,0
52,121.715452,3129,423,3,16,642.9051773,0
15,46.16342802,3484,32,32,2,0.0,0
145,301.2333529,1502,0,14,8,493.1459585,0
35,84.741765,1026,270,57,28,110.1260415,0
3,176.2829356,2977,307,0,4,779.739609,0
5,62.71514407,1046,268,12,6,1004.81217,0
36,56.54445201,91,202,0,28,244.548896,0
36,56.87003316,3258,160,14,21,143.1208798,0
31,321.855046,1717,2,0,15,224.4510665,0
110,219.2218681,3169,67,0,8,179.8356625,0
17,46.03129591,1836,339,16,18,392.5057936,0
9,19.12825149,3313,21,71,7,742.8002689,0
91,260.1571672,934,0,62,9,370.8498849,0
29,377.9259305,737,80,32,30,90.14273384,0
108,211.3933781,2952,0,2,18,196.5958856,0
4,9.501028534,3172,106,0,3,0.0,0
26,102.0561542,1822,150,0,17,678.9100114,1
34,208.8998896,2746,280,9,4,0.0,1
91,120.8657219,267,7,79,16,127.0300638,0
1,3.722277324,649,242,85,12,446.4757346,0
58,168.0703806,709,105,40,15,204.5339449,0
81,176.4882241,732,205,37,11,279.1159499,0
68,173.3674639,1085,183,0,19,132.8479045,0
54,195.1268312,2502,141,20,19,340.6300367,0
99,263.0504272,1146,105,39,18,95.10746493,0
13,72.86635807,1370,0,0,0,0.0,1
119,148.8394695,1549,190,0,18,153.7701333,0
66,108.6938753,1201,31,0,8,290.1374623,1
28,171.4620039,927,17,0,29,53.79468091,0
18,39.96665987,3088,285,34,21,164.4409417,0
61,75.51288467,2010,0,0,15,236.6010215,0
12,70.16034662,1385,0,96,5,613.4045468,0
10,227.7589649,2319,398,0,10,249.9427918,0
85,172.5529302,457,0,0,5,403.9113118,1
137,196.1180193,2343,0,68,0,0.0,0
105,245.7480632,678,363,0,10,139.5136331,0
13,209.6296512,2422,13,5,13,269.5713689,1
111,159.6752197,2412,70,30,19,345.4166333,0
43,166.1056951,2683,8,69,29,79.94072116,0
55,405.5692181,1671,79,28,17,360.4049726,0
62,177.752634,2847,232,50,2,903.64674,1
149,213.774151,449,110,0,31,135.123573,0
49,70.66975656,1628,0,11,30,130.7229003,0
61,110.5232027,3156,17,0,24,172.1332268,0
48,63.88013509,2287,0,2,13,410.4533654,0
72,298.4456088,2940,0,7,10,453.486745,0
59,280.2027856,2756,0,0,18,312.2318449,0
9,196.1048663,2846,100,0,18,514.5983509,0
15,193.1426254,15,77,0,13,580.0446358,1
34,42.96996968,241,115,3,11,423.6437995,0
28,158.3130644,2427,22,0,17,795.9828522,0
4,122.8112092,2409,371,58,24,212.6415247,0
3,34.66805668,3293,160,22,3,379.8986073,0
27,149.1345139,893,0,0,15,72.47664486,0
137,267.4718453,2866,108,0,17,209.7179811,0
42,80.78753799,2702,358,0,14,137.5313568,0
1,99.12397807,1163,26,74,5,670.073101,0
4,250.4282608,374,82,0,29,108.1932808,1
63,198.8711733,3302,0,6,3,0.0,1
121,183.7206279,2587,108,0,14,468.3074432,0
73,314.9597117,1087,48,5,27,238.0704231,0
114,326.7965347,1644,0,0,16,264.7176196,0
94,214.3792623,188,0,17,23,383.1938002,0
165,311.0279363,960,2,0,29,415.5921932,0
141,229.5522319,1693,264,13,23,26.36676111,0
8,99.22511066,1638,16,41,18,238.4996827,0
179,408.2660676,3051,144,0,15,256.8301745,0
67,264.0071455,2429,121,9,30,230.247071,0
45,387.2908798,2664,0,10,9,158.8404652,0
65,117.4501655,2166,0,21,23,87.75719522,0
18,44.21831481,73,7,0,30,89.97658391,0
136,290.2430705,2179,332,22,31,111.6177397,1
68,96.90609048,1971,169,55,25,240.0376067,0
124,157.2303713,1706,0,0,21,117.9605666,0
61,87.14831379,2825,67,94,2,0.0,0
46,77.856455,1074,70,40,27,98.42263526,0
30,65.67078544,2646,165,0,9,225.8118176,0
22,34.65711196,2431,166,45,13,455.2732134,0
23,194.335191,1555,56,3,26,114.7433612,0
4,12.01346518,907,0,67,8,780.0689115,1
46,230.4442775,3269,303,0,2,0.0,0
14,55.49653997,2069,81,0,0,0.0,0
22,80.21915622,779,311,15,21,123.5987104,0
61,98.9078073,876,114,73,20,425.4045647,0
42,61.95691859,1258,0,55,25,33.64276003,0
40,77.4845146,2310,374,0,12,488.1597745,0
105,151.3414067,2047,97,2,2,0.0,0
39,65.24553106,1731,103,0,7,1148.597207,0
4,61.68890648,509,341,0,28,119.9548057,0
133,250.9042388,1202,70,20,2,0.0,1
18,64.47442553,1432,26,14,28,324.9526576,0
86,137.9119496,420,35,4,20,92.08750555,1
8,161.2915554,222,123,2,29,150.8542976,0
28,146.9235658,285,75,79,18,117.3735771,0
2,104.857128,2127,0,49,12,306.4451003,0
31,64.35630694,3311,323,16,5,563.0784868,0
81,334.2855674,1988,0,50,31,70.45563557,0
129,176.1724971,2147,151,51,20,164.0692773,0
17,95.65368689,521,371,30,28,188.9839555,0
118,322.0980942,2056,0,0,18,178.1047416,0
42,82.02622994,3230,210,37,31,131.1022537,0
118,154.5547333,3058,277,0,5,609.007771,0
39,73.48190271,3066,246,68,16,118.2638591,0
48,260.2939405,1397,118,3,7,240.6105139,0
38,48.65213353,769,122,3,22,293.7171488,0
95,171.9544809,2173,7,0,29,247.4267491,0
28,49.7560148,2265,45,71,30,178.3208011,0
97,193.7380354,709,271,54,22,140.3385947,0
119,166.8729544,3288,231,32,15,169.857372,0
8,13.37903952,49,0,13,8,514.1568949,1
93,210.6643171,3359,20,14,22,161.0124178,0
5,54.08411208,3211,11,90,24,128.3340696,0
1,30.66795452,3228,37,0,27,74.90141405,0
51,421.6551384,3126,20,40,0,0.0,0
37,156.9199105,1115,52,3,25,193.5176551,0
140,309.3770146,981,0,49,27,169.4996889,0
29,39.25822328,358,0,30,19,225.2961965,0
81,239.6801987,1413,0,0,22,193.6670249,0
26,58.92007209,493,46,0,30,202.5548288,0
56,81.1644432,770,220,0,23,90.42060535,0
71,164.8660172,2051,379,4,30,53.12490743,0
40,200.18926,1115,0,2,6,0.0,0
74,113.4867363,2406,271,0,18,335.2143677,0
9,175.360282,3455,27,93,20,385.7251312,0
54,125.0221986,758,97,0,26,197.7144597,0
123,325.4274595,3017,167,7,13,132.4803056,0
67,186.7844405,62,417,0,9,360.1227537,0
114,317.4060229,2695,213,0,21,320.7187634,0
95,158.2999808,2156,0,74,30,210.5784863,0
81,121.3690543,2007,194,53,30,135.5695552,0
31,82.9545446,2918,0,0,18,177.0977302,0
8,246.5241707,1817,67,0,20,363.503678,1
43,109.766471,605,48,0,13,224.1497224,0
25,82.98346562,3301,163,4,28,210.1178408,0
19,33.70456387,2434,13,71,22,173.7560493,0
24,92.46200513,592,99,72,2,0.0,1
85,307.8496496,2764,366,0,14,445.5838377,0
20,60.85292154,3165,111,0,14,1076.336968,0
8,108.4996206,3279,119,0,21,242.4374206,0
42,116.4170143,2215,0,0,25,373.7337391,0
81,110.064743,1711,70,16,28,180.5885535,0
58,313.1113617,166,318,72,15,235.4938426,0
69,91.00974667,2992,0,0,12,370.469265,0
25,138.9805305,1709,160,8,27,210.9977185,0
2,176.8198576,76,95,22,27,167.2530528,0
11,279.8805743,1701,55,0,20,150.3765604,0
77,195.544818,821,16,0,10,173.4263193,0
4,74.35992624,2540,339,13,16,212.4581927,0
22,104.5695807,1688,0,0,1,0.0,0
160,338.887474,2543,369,70,0,0.0,1
69,235.9687932,2367,13,73,15,773.9539463,1
140,476.446813,678,232,64,30,182.5266576,0
7,14.88960275,1906,136,0,29,181.7431406,0
98,118.5231079,2041,119,0,23,108.5946971,0
6,27.44191455,882,153,68,18,432.5892831,1
