,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2643855,2,01/10/2017 7:42:32 PM,01/10/2017 7:54:50 PM,5,2.56,1,N,170,263,2,11,1,0.5,0,0,0.3,12.8
53137615,2,06/28/2017 1:46:28 PM,06/28/2017 1:55:08 PM,1,1.39,1,N,262,236,1,7.5,0,0.5,2.08,0,0.3,10.38
62691444,2,07/23/2017 8:30:34 PM,07/23/2017 8:48:02 PM,6,7.69,1,N,138,197,1,23,0.5,0.5,4.86,0,0.3,29.16
83735429,2,10/05/2017 4:03:49 PM,10/05/2017 4:20:50 PM,5,2.36,1,N,231,137,1,12.5,1,0.5,1,0,0.3,15.3
17778655,1,03/03/2017 8:00:45 PM,03/03/2017 8:14:36 PM,1,0.7,1,N,264,163,1,9.5,0.5,0.5,1,0,0.3,11.8
107043180,1,12/17/2017 2:39:24 PM,12/17/2017 2:51:32 PM,1,2.5,1,N,262,142,1,11,0,0.5,2.36,0,0.3,14.16
78732172,2,09/19/2017 4:15:56 AM,09/19/2017 4:21:30 AM,2,1.52,1,N,68,246,1,6.5,0.5,0.5,1.56,0,0.3,9.36
42666458,2,05/12/2017 11:16:20 PM,05/12/2017 11:37:31 PM,1,2.64,1,N,230,158,1,15,0.5,0.5,4.08,0,0.3,20.38
44835580,2,05/25/2017 8:06:43 AM,05/25/2017 8:47:15 AM,2,5.76,1,N,262,163,1,28,0,0.5,2,0,0.3,30.8
75987963,2,09/10/2017 4:40:26 AM,09/10/2017 4:52:12 AM,4,6.03,1,N,130,64,1,18.5,0.5,0.5,3.96,0,0.3,23.76
98826641,2,11/21/2017 1:28:22 PM,11/21/2017 1:32:01 PM,1,0.71,1,N,141,262,1,4.5,0,0.5,1.06,0,0.3,6.36
68457533,2,08/13/2017 3:33:57 AM,08/13/2017 4:05:59 AM,1,10.28,1,N,78,74,2,34.5,0.5,0.5,0,0,0.3,35.8
63819000,2,07/27/2017 6:28:33 PM,07/27/2017 6:34:00 PM,1,1.17,1,N,239,238,1,6.5,1,0.5,1,0,0.3,9.3
9844079,1,02/11/2017 9:06:24 AM,02/11/2017 9:17:28 AM,1,1.9,1,N,263,238,1,9.5,0,0.5,1,0,0.3,11.3
35074092,2,04/27/2017 8:00:15 PM,04/27/2017 8:05:02 PM,1,0.36,1,N,144,148,2,4.5,0.5,0.5,0,0,0.3,5.8
3817352,2,01/14/2017 11:03:48 AM,01/14/2017 11:09:21 AM,1,0.84,1,N,263,75,1,5.5,0,0.5,1.58,0,0.3,7.88
83912892,2,10/06/2017 4:51:33 AM,10/06/2017 5:08:52 AM,1,4.66,1,N,230,260,2,17,0.5,0.5,0,0,0.3,18.3
34341333,1,04/25/2017 7:35:31 PM,04/25/2017 7:52:02 PM,1,1.7,1,N,231,148,1,11.5,1,0.5,2.65,0,0.3,15.95
113407439,2,01/07/2017 4:16:24 PM,01/07/2017 4:23:32 PM,1,0.74,1,N,246,48,1,6,0,0.5,1.36,0,0.3,8.16
80340306,2,09/24/2017 1:31:58 PM,09/24/2017 1:37:06 PM,1,1.03,1,N,263,141,2,5.5,0,0.5,0,0,0.3,6.3
10829061,1,02/14/2017 12:10:33 AM,02/14/2017 12:18:39 AM,1,1.5,1,N,163,170,1,8,0.5,0.5,1.85,0,0.3,11.15
35106118,2,04/27/2017 9:28:18 PM,04/27/2017 9:39:36 PM,1,1.82,1,N,263,233,1,9.5,0.5,0.5,2.5,0,0.3,13.3
100321490,1,11/27/2017 1:46:22 PM,11/27/2017 1:55:02 PM,1,1.9,1,N,237,75,2,8.5,0,0.5,0,0,0.3,9.3
17685076,2,03/03/2017 4:20:43 PM,03/03/2017 4:40:22 PM,1,2.4,1,N,170,142,1,14,1,0.5,1,0,0.3,16.8
82954357,1,10/03/2017 6:55:07 AM,10/03/2017 7:01:27 AM,1,2.2,1,N,231,68,1,8.5,0,0.5,0.93,0,0.3,10.23
81501475,2,09/28/2017 11:56:23 AM,09/28/2017 12:21:12 PM,1,10.02,1,N,161,138,1,30,0,0.5,25.2,5.76,0.3,61.76
38897978,2,05/07/2017 10:47:26 AM,05/07/2017 10:52:04 AM,1,0.87,1,N,43,237,2,5.5,0,0.5,0,0,0.3,6.3
60835195,1,07/17/2017 6:26:35 PM,07/17/2017 6:29:42 PM,1,0.5,1,N,50,48,1,4.5,1,0.5,0,0,0.3,6.3
71814394,2,08/25/2017 5:41:48 PM,08/25/2017 5:48:50 PM,2,1.03,1,N,238,142,2,7,1,0.5,0,0,0.3,8.8
61046270,2,07/18/2017 1:58:55 PM,07/18/2017 2:22:45 PM,5,2.58,1,N,234,261,2,15,0,0.5,0,0,0.3,15.8
33398824,2,04/23/2017 12:40:52 AM,04/23/2017 12:54:09 AM,2,1.71,1,N,100,68,1,10,0.5,0.5,2.26,0,0.3,13.56
58708348,2,07/10/2017 2:18:38 PM,07/10/2017 2:55:25 PM,1,8.54,1,N,138,145,1,32,0,0.5,0,0,0.3,32.8
70903350,1,08/22/2017 2:55:44 PM,08/22/2017 3:02:22 PM,2,1.2,1,N,162,236,2,7,0,0.5,0,0,0.3,7.8
101592728,2,12/01/2017 1:05:50 PM,12/01/2017 1:11:03 PM,1,0.83,1,N,170,107,1,5.5,0,0.5,3,0,0.3,9.3
58501018,1,07/09/2017 5:34:45 PM,07/09/2017 6:06:58 PM,1,10.4,2,N,132,80,1,52,0,0.5,7.2,0,0.3,60
5108214,1,01/26/2017 8:37:40 AM,01/26/2017 8:42:50 AM,1,0.8,1,N,107,234,1,5.5,0,0.5,1,0,0.3,7.3
107087168,1,12/17/2017 4:56:58 PM,12/17/2017 5:47:00 PM,1,14.2,1,N,13,138,1,47,0,0.5,6,5.76,0.3,59.56
109177128,2,12/24/2017 2:03:41 PM,12/24/2017 2:09:41 PM,3,1.03,1,N,236,141,2,6.5,0,0.5,0,0,0.3,7.3
42244905,1,05/11/2017 9:14:30 PM,05/11/2017 9:19:08 PM,1,0.9,1,N,234,249,1,5.5,0.5,0.5,1.35,0,0.3,8.15
1434212,1,01/19/2017 11:15:05 PM,01/19/2017 11:39:41 PM,2,9.3,1,Y,234,223,1,28,0.5,0.5,6.95,5.54,0.3,41.79
45745214,2,05/28/2017 8:22:37 AM,05/28/2017 8:34:18 AM,1,2.9,1,N,140,234,2,11.5,0,0.5,0,0,0.3,12.3
32434694,2,04/20/2017 4:05:53 PM,04/20/2017 4:08:24 PM,1,0.51,1,N,229,229,2,4,1,0.5,0,0,0.3,5.8
5939879,2,01/28/2017 1:29:04 PM,01/28/2017 1:48:02 PM,1,2.77,1,N,148,68,1,13.5,0,0.5,0,0,0.3,14.3
71304549,2,08/23/2017 8:32:03 PM,08/23/2017 8:46:53 PM,1,1.8,1,N,170,79,1,11,0.5,0.5,2.46,0,0.3,14.76
89307658,2,10/23/2017 7:21:05 AM,10/23/2017 7:30:58 AM,1,1.26,1,N,229,230,1,8,0,0.5,1.76,0,0.3,10.56
104671395,2,12/10/2017 4:59:12 PM,12/10/2017 5:16:50 PM,1,2.02,1,N,142,229,2,12,0,0.5,0,0,0.3,12.8
59395469,1,07/12/2017 7:24:49 PM,07/12/2017 7:41:07 PM,2,2.5,1,N,170,125,1,12.5,1,0.5,2.85,0,0.3,17.15
96852850,1,11/15/2017 1:24:25 PM,11/15/2017 1:28:14 PM,1,0.5,1,N,107,107,1,4.5,0,0.5,1,0,0.3,6.3
112703763,2,01/19/2017 8:10:04 AM,01/19/2017 8:46:33 AM,1,5.78,1,N,230,87,1,28,0,0.5,5.76,0,0.3,34.56
86683554,2,10/14/2017 9:22:07 PM,10/14/2017 9:28:33 PM,5,0.72,1,N,68,90,2,6,0.5,0.5,0,0,0.3,7.3
50820097,1,06/15/2017 10:41:47 PM,06/15/2017 10:51:32 PM,1,1.8,1,N,262,237,2,9,0.5,0.5,0,0,0.3,10.3
5511418,2,01/27/2017 10:39:42 AM,01/27/2017 10:47:48 AM,1,1.24,1,N,262,140,2,7,0,0.5,0,0,0.3,7.8
90650804,2,10/27/2017 10:21:46 AM,10/27/2017 11:14:42 AM,1,17.92,2,N,230,132,1,52,0,0.5,11.71,5.76,0.3,70.27
31621861,2,04/28/2017 6:24:15 PM,04/28/2017 6:46:28 PM,1,2.45,1,N,107,48,1,15,1,0.5,1,0,0.3,17.8
111735810,2,01/16/2017 7:51:55 PM,01/16/2017 8:04:12 PM,1,1.86,1,N,161,143,1,9.5,0,0.5,2.06,0,0.3,12.36
43755549,1,05/22/2017 9:35:31 AM,05/22/2017 9:44:10 AM,1,0.6,1,N,50,230,1,7,0,0.5,1.95,0,0.3,9.75
35241905,2,04/10/2017 8:36:25 AM,04/10/2017 8:54:00 AM,1,3.77,1,N,87,79,1,14.5,0,0.5,3.06,0,0.3,18.36
4959507,2,01/25/2017 7:42:09 PM,01/25/2017 7:53:44 PM,2,1.73,1,N,262,237,2,9.5,1,0.5,0,0,0.3,11.3
72521505,2,08/28/2017 4:20:00 PM,08/28/2017 4:22:47 PM,1,0.57,1,N,237,141,1,4,1,0.5,2.2,0,0.3,8
92004558,1,10/31/2017 2:17:15 PM,10/31/2017 2:24:48 PM,1,1.1,1,N,48,161,1,6.5,0,0.5,1,0,0.3,8.3
83552707,1,10/05/2017 12:51:28 AM,10/05/2017 1:24:58 AM,1,4.6,1,N,230,7,1,23.5,0.5,0.5,7.4,0,0.3,32.2
79446873,1,09/21/2017 4:22:34 PM,09/21/2017 4:26:32 PM,1,0.3,1,N,163,161,2,4.5,1,0.5,0,0,0.3,6.3
23744286,1,03/22/2017 8:27:50 AM,03/22/2017 8:36:16 AM,1,1.1,1,N,223,223,1,7.5,0,0.5,2.45,0,0.3,10.75
105455683,2,12/13/2017 2:19:23 AM,12/13/2017 2:33:40 AM,6,5.13,1,N,79,226,1,16.5,0.5,0.5,4.45,0,0.3,22.25
48418635,2,06/29/2017 10:19:54 PM,06/29/2017 10:52:44 PM,5,8.84,1,N,107,244,1,31.5,0.5,0.5,8.2,0,0.3,41
102639218,1,12/04/2017 5:45:41 PM,12/04/2017 6:05:47 PM,1,3.6,1,N,237,166,1,15.5,1,0.5,3.45,0,0.3,20.75
45318379,2,05/26/2017 5:07:23 PM,05/26/2017 5:53:08 PM,1,6.12,1,N,237,244,1,29.5,1,0.5,6,0,0.3,37.3
103377385,1,12/06/2017 9:32:51 PM,12/06/2017 10:08:05 PM,3,14.6,1,N,138,158,1,42.5,0.5,0.5,7.43,5.76,0.3,56.99
82994620,2,10/03/2017 9:39:28 AM,10/03/2017 9:54:34 AM,1,1.43,1,N,90,170,1,10.5,0,0.5,2.82,0,0.3,14.12
42654268,1,05/12/2017 10:41:33 PM,05/12/2017 10:56:44 PM,1,1,1,N,170,186,1,10,0.5,0.5,1.2,0,0.3,12.5
51969021,1,06/19/2017 8:38:58 AM,06/19/2017 8:45:02 AM,1,0.6,1,N,161,100,2,5.5,0,0.5,0,0,0.3,6.3
46714676,1,05/31/2017 8:52:26 PM,05/31/2017 9:01:30 PM,1,1.6,1,N,162,186,1,8,0.5,0.5,1,0,0.3,10.3
53834832,2,06/24/2017 12:05:01 PM,06/24/2017 12:10:43 PM,1,1.13,1,N,237,141,1,6,0,0.5,1.36,0,0.3,8.16
46289885,1,05/30/2017 2:34:12 PM,05/30/2017 2:49:32 PM,1,2.3,1,N,142,236,1,12,0,0.5,2.56,0,0.3,15.36
52958915,1,06/22/2017 6:43:24 AM,06/22/2017 6:56:25 AM,1,1.7,1,N,246,161,1,9.5,0,0.5,1.2,0,0.3,11.5
21870092,2,03/16/2017 11:07:38 PM,03/16/2017 11:33:48 PM,2,15.11,1,N,138,89,2,42,0.5,0.5,0,0,0.3,43.3
47748104,2,06/02/2017 10:59:00 PM,06/02/2017 11:04:01 PM,1,0.67,1,N,107,79,1,5.5,0.5,0.5,1.36,0,0.3,8.16
48894542,1,06/06/2017 6:22:37 PM,06/06/2017 6:30:30 PM,1,0.9,1,N,140,237,1,7,1,0.5,1,0,0.3,9.8
63450290,1,07/26/2017 3:07:05 PM,07/26/2017 3:10:38 PM,1,0.4,1,N,236,141,2,4.5,0,0.5,0,0,0.3,5.3
65340652,2,08/02/2017 7:13:00 AM,08/02/2017 7:19:12 AM,3,0.74,1,N,161,230,1,5.5,0,0.5,1.26,0,0.3,7.56
106141529,1,12/14/2017 11:13:18 PM,12/14/2017 11:16:07 PM,1,0.7,1,N,141,262,1,4.5,0.5,0.5,1.15,0,0.3,6.95
56371339,2,06/11/2017 6:04:12 PM,06/11/2017 7:02:51 PM,6,13.3,1,N,132,65,1,48,0,0.5,9.76,0,0.3,58.56
87610431,2,10/17/2017 9:05:26 PM,10/17/2017 9:09:26 PM,2,0.92,1,N,162,141,1,5,0.5,0.5,0,0,0.3,6.3
63159131,2,07/25/2017 3:40:53 PM,07/25/2017 4:01:02 PM,1,1.87,1,N,236,161,2,13,0,0.5,0,0,0.3,13.8
36287445,2,04/29/2017 4:01:54 PM,04/29/2017 4:21:53 PM,1,1.69,1,N,246,234,2,13.5,0,0.5,0,0,0.3,14.3
24758412,2,03/24/2017 11:01:13 PM,03/24/2017 11:38:07 PM,2,6.57,1,N,113,181,1,25.5,0.5,0.5,5.36,0,0.3,32.16
19644886,1,03/08/2017 8:04:05 PM,03/08/2017 8:15:17 PM,1,2.8,1,N,262,42,1,11,0.5,0.5,1.2,0,0.3,13.5
49023377,1,06/30/2017 2:48:25 PM,06/30/2017 2:59:32 PM,1,1.7,1,N,143,237,1,9.5,0,0.5,2.05,0,0.3,12.35
25220980,1,03/27/2017 10:20:46 PM,03/27/2017 10:41:30 PM,1,4.1,1,N,249,238,1,17,0.5,0.5,3.65,0,0.3,21.95
23102192,2,03/20/2017 7:48:08 AM,03/20/2017 7:56:08 AM,5,1.29,1,N,137,162,2,7.5,0,0.5,0,0,0.3,8.3
80702660,2,09/25/2017 7:40:50 PM,09/25/2017 7:58:34 PM,1,3.69,1,N,87,68,1,15,1,0.5,3.36,0,0.3,20.16
67391313,1,08/09/2017 1:08:48 PM,08/09/2017 1:13:57 PM,1,0.5,1,N,90,234,2,5,0,0.5,0,0,0.3,5.8
73760686,2,09/02/2017 9:33:46 AM,09/02/2017 10:10:19 AM,1,19.65,2,N,132,151,1,52,0,0.5,11.71,5.76,0.3,70.27
69444005,2,08/16/2017 11:30:36 PM,08/16/2017 11:48:40 PM,1,3.51,1,N,170,231,1,15,0.5,0.5,3.26,0,0.3,19.56
22727466,1,03/19/2017 1:33:01 PM,03/19/2017 1:40:30 PM,1,1.7,1,N,262,237,2,7.5,0,0.5,0,0,0.3,8.3
41787095,2,05/10/2017 3:59:15 PM,05/10/2017 4:01:47 PM,5,0.37,1,N,230,230,1,4,0,0.5,0.96,0,0.3,5.76
77337711,2,09/14/2017 3:57:51 PM,09/14/2017 4:26:40 PM,1,4.04,1,N,230,148,1,20,0,0.5,4.16,0,0.3,24.96
85684297,2,10/11/2017 10:29:30 PM,10/11/2017 10:37:00 PM,1,0.93,1,N,237,48,2,7,0.5,0.5,0,0,0.3,8.3
47463450,1,06/02/2017 7:58:50 AM,06/02/2017 8:07:54 AM,1,1.6,1,N,137,162,2,8,0,0.5,0,0,0.3,8.8
2430795,1,01/10/2017 7:37:08 AM,01/10/2017 7:43:17 AM,1,1.4,1,N,141,162,1,7,0,0.5,1.55,0,0.3,9.35
50686615,2,06/15/2017 4:24:54 PM,06/15/2017 4:42:53 PM,5,1.76,1,N,263,163,2,12,1,0.5,0,0,0.3,13.8
29080952,2,04/08/2017 1:08:23 AM,04/08/2017 1:14:56 AM,1,0.88,1,N,148,45,1,6,0.5,0.5,1.46,0,0.3,8.76
34442456,2,04/26/2017 4:12:40 AM,04/26/2017 4:20:17 AM,5,1.22,1,N,161,170,1,7,0.5,0.5,1.66,0,0.3,9.96
94355985,2,11/07/2017 7:47:34 PM,11/07/2017 8:06:34 PM,1,5.38,1,N,142,244,2,17.5,0,0.5,0,0,0.3,18.3
26867160,2,04/01/2017 5:54:53 PM,04/01/2017 6:08:59 PM,1,1.99,1,N,163,90,1,10.5,0,0.5,2.26,0,0.3,13.56
39672070,2,05/16/2017 9:38:56 PM,05/16/2017 9:42:27 PM,5,0.55,1,N,262,263,1,4.5,0.5,0.5,1,0,0.3,6.8
43955786,1,05/21/2017 2:36:49 AM,05/21/2017 2:42:24 AM,2,1.4,1,N,114,231,1,6.5,0.5,0.5,1,0,0.3,8.8
61378157,1,07/19/2017 2:39:05 PM,07/19/2017 2:49:18 PM,1,1.1,1,N,90,249,1,8,0,0.5,1.75,0,0.3,10.55
42756756,2,05/20/2017 2:25:29 PM,05/20/2017 2:38:39 PM,1,2.2,1,N,161,141,1,10.5,0,0.5,2.26,0,0.3,13.56
75847756,2,09/09/2017 7:11:38 PM,09/09/2017 7:40:28 PM,5,3.65,1,N,100,261,1,19,0,0.5,3,0,0.3,22.8
28558507,2,04/06/2017 6:21:59 PM,04/06/2017 6:22:07 PM,6,0,1,N,186,186,1,2.5,1,0.5,3.8,0,0.3,8.1
30783298,1,04/15/2017 7:51:35 PM,04/15/2017 8:23:16 PM,1,6.2,1,N,236,114,1,25.5,0,0.5,5.25,0,0.3,31.55
102898768,2,12/05/2017 2:53:03 PM,12/05/2017 3:08:40 PM,1,4.43,1,N,137,209,2,16.5,0,0.5,0,0,0.3,17.3
69567201,1,08/17/2017 1:03:12 PM,08/17/2017 2:04:44 PM,1,18.6,2,N,164,132,1,52,0,0.5,6,5.76,0.3,64.56
44539006,1,05/24/2017 10:41:55 AM,05/24/2017 10:48:05 AM,2,0.7,1,N,43,236,1,5.5,0,0.5,1.25,0,0.3,7.55
3247526,1,01/12/2017 6:48:22 PM,01/12/2017 7:36:07 PM,1,6.5,1,N,233,181,1,30,1,0.5,5,0,0.3,36.8
88152145,2,10/19/2017 3:51:29 PM,10/19/2017 4:18:29 PM,2,1.48,2,N,170,230,2,52,0,0.5,0,5.76,0.3,58.56
90673088,1,10/27/2017 11:06:14 AM,10/27/2017 11:08:59 AM,1,0.2,1,N,90,90,1,3.5,0,0.5,1,0,0.3,5.3
40022690,1,05/17/2017 9:21:05 PM,05/17/2017 9:44:42 PM,1,3.9,1,N,50,79,1,17.5,0.5,0.5,3.75,0,0.3,22.55
3085598,1,01/12/2017 8:58:13 AM,01/12/2017 9:24:33 AM,1,1.6,1,N,229,164,1,16,0,0.5,4.2,0,0.3,21
91755784,1,10/30/2017 5:45:16 PM,10/30/2017 5:59:54 PM,1,1.9,1,N,230,141,1,11,1,0.5,2.56,0,0.3,15.36
17749472,2,03/03/2017 6:54:47 PM,03/03/2017 7:07:49 PM,1,1.8,1,N,107,45,2,10,1,0.5,0,0,0.3,11.8
17987451,2,03/04/2017 10:24:06 AM,03/04/2017 10:31:34 AM,1,1.6,1,N,107,170,1,7.5,0,0.5,1.66,0,0.3,9.96
62073,2,01/08/2017 12:44:41 AM,01/08/2017 12:56:31 AM,1,1.38,1,N,148,79,1,9,0.5,0.5,2.06,0,0.3,12.36
4038386,1,01/16/2017 1:30:22 AM,01/16/2017 1:58:01 AM,1,8.6,1,N,144,238,1,29.5,0.5,0.5,6.15,0,0.3,36.95
85114083,2,10/10/2017 7:30:23 AM,10/10/2017 7:33:02 AM,2,0.66,1,N,170,234,1,4,0,0.5,0.96,0,0.3,5.76
80650611,2,09/25/2017 4:15:01 PM,09/25/2017 4:23:43 PM,1,1.08,1,N,263,141,1,7.5,1,0.5,1.86,0,0.3,11.16
20119243,2,03/10/2017 12:03:23 AM,03/10/2017 12:08:20 AM,1,1.05,1,N,162,137,2,5.5,0.5,0.5,0,0,0.3,6.8
82080960,1,09/30/2017 1:25:04 AM,09/30/2017 1:45:45 AM,1,3,1,N,48,107,1,15.5,0.5,0.5,1,0,0.3,17.8
98266910,1,11/19/2017 2:55:19 PM,11/19/2017 3:14:13 PM,1,3.5,1,N,186,43,2,15.5,0,0.5,0,0,0.3,16.3
77471134,2,09/14/2017 10:07:20 PM,09/14/2017 10:19:09 PM,1,1.82,1,N,238,141,1,9.5,0.5,0.5,2.16,0,0.3,12.96
76553220,2,09/12/2017 7:39:49 AM,09/12/2017 8:15:34 AM,1,16.44,2,N,162,132,2,52,0,0.5,0,5.76,0.3,58.56
84116977,2,10/06/2017 6:26:51 PM,10/06/2017 6:50:01 PM,1,2.13,1,N,234,231,1,15,1,0.5,3.36,0,0.3,20.16
9572586,2,02/10/2017 3:02:18 PM,02/10/2017 3:07:16 PM,2,0.48,1,N,239,239,1,5,0,0.5,1.16,0,0.3,6.96
95409905,2,11/10/2017 8:19:42 PM,11/10/2017 8:26:27 PM,1,1.36,1,N,263,74,1,7,0.5,0.5,1.66,0,0.3,9.96
99434648,1,11/23/2017 7:09:49 PM,11/23/2017 7:18:54 PM,1,1.7,1,N,239,140,1,8.5,0,0.5,2,0,0.3,11.3
44738024,1,05/24/2017 9:49:44 PM,05/24/2017 10:03:04 PM,1,1.8,1,N,90,233,1,10.5,0.5,0.5,2,0,0.3,13.8
72171282,2,08/27/2017 1:51:14 AM,08/27/2017 2:10:32 AM,1,5.4,1,N,231,239,1,19,0.5,0.5,2.03,0,0.3,22.33
93888655,2,11/06/2017 10:38:40 AM,11/06/2017 10:54:51 AM,6,2.99,1,N,141,7,2,14,0,0.5,0,0,0.3,14.8
84313191,1,10/07/2017 10:02:35 AM,10/07/2017 10:13:34 AM,0,6,1,N,140,88,1,18,0,0.5,3.75,0,0.3,22.55
54569435,1,06/26/2017 7:39:39 PM,06/26/2017 7:56:53 PM,2,6.9,1,N,138,196,1,21,1,0.5,4,0,0.3,26.8
58795830,1,07/10/2017 8:18:55 PM,07/10/2017 8:24:17 PM,1,0.6,1,N,107,234,1,5.5,0.5,0.5,1.2,0,0.3,8
67936165,1,08/11/2017 8:22:54 AM,08/11/2017 8:53:44 AM,1,11.5,1,N,138,164,1,36,0,0.5,6.38,5.76,0.3,48.94
64814872,2,07/31/2017 9:11:52 AM,07/31/2017 10:02:47 AM,1,11.42,1,N,138,161,1,40.5,0,0.5,5,5.76,0.3,52.06
17239526,2,03/02/2017 2:44:56 PM,03/02/2017 2:53:59 PM,1,1.03,1,N,236,141,1,7.5,0,0.5,1.66,0,0.3,9.96
65396119,2,08/02/2017 10:12:02 AM,08/02/2017 10:32:24 AM,5,2.09,1,N,229,234,1,14,0,0.5,2.96,0,0.3,17.76
66607862,2,08/06/2017 2:18:34 PM,08/06/2017 2:35:33 PM,1,2.25,1,N,79,186,2,12.5,0,0.5,0,0,0.3,13.3
33922843,2,04/24/2017 4:00:44 PM,04/24/2017 4:18:08 PM,6,1.59,1,N,237,142,1,11.5,1,0.5,2.66,0,0.3,15.96
93420038,1,11/04/2017 6:50:51 PM,11/04/2017 6:59:05 PM,2,1.1,1,N,162,142,2,7,0,0.5,0,0,0.3,7.8
14061655,1,02/22/2017 8:31:31 AM,02/22/2017 8:34:54 AM,1,0.2,1,N,161,161,1,4,0,0.5,1,0,0.3,5.8
25566538,2,03/28/2017 9:49:12 PM,03/28/2017 10:17:40 PM,1,8.19,1,N,141,196,1,28,0.5,0.5,7.32,0,0.3,36.62
74866088,2,09/06/2017 7:48:56 PM,09/06/2017 7:50:18 PM,1,0.49,1,N,162,141,1,3.5,1,0.5,1.06,0,0.3,6.36
28733118,2,04/07/2017 7:47:00 AM,04/07/2017 8:06:42 AM,1,2.77,1,N,238,140,1,14,0,0.5,4.44,0,0.3,19.24
8198989,2,02/03/2017 10:58:03 PM,02/03/2017 11:11:28 PM,2,1.86,1,N,230,170,1,10,0.5,0.5,1,0,0.3,12.3
43550569,2,05/15/2017 3:38:11 PM,05/15/2017 5:12:30 PM,1,9.7,1,N,138,65,1,55,0,0.5,11.16,0,0.3,66.96
13305960,1,02/19/2017 2:09:13 PM,02/19/2017 2:13:24 PM,1,0.6,1,N,262,263,2,4.5,0,0.5,0,0,0.3,5.3
94602139,1,11/08/2017 3:04:53 PM,11/08/2017 3:16:02 PM,1,1.8,1,N,43,43,2,9.5,0,0.5,0,0,0.3,10.3
74373456,1,09/05/2017 6:44:30 AM,09/05/2017 6:51:49 AM,1,1,1,N,232,79,1,7,0,0.5,1.55,0,0.3,9.35
90839658,2,10/27/2017 8:45:56 PM,10/27/2017 9:03:37 PM,1,2.85,1,N,237,238,2,14,0.5,0.5,0,0,0.3,15.3
55332566,2,06/05/2017 7:26:06 PM,06/05/2017 7:35:40 PM,1,1.44,1,N,170,107,1,8.5,1,0.5,2.06,0,0.3,12.36
90236470,2,10/26/2017 6:32:30 AM,10/26/2017 6:43:54 AM,1,3.05,1,N,234,141,1,11,0,0.5,1,0,0.3,12.8
95014528,2,11/09/2017 7:03:47 PM,11/09/2017 7:23:02 PM,5,2.11,1,N,113,230,1,13,1,0.5,4.44,0,0.3,19.24
47905840,2,06/03/2017 11:33:03 AM,06/03/2017 11:43:51 AM,2,1.92,1,N,142,236,2,9.5,0,0.5,0,0,0.3,10.3
110020288,1,12/28/2017 1:34:39 PM,12/28/2017 1:42:35 PM,1,1.3,1,N,237,142,2,7.5,0,0.5,0,0,0.3,8.3
20333286,1,03/26/2017 2:50:03 PM,03/26/2017 2:53:56 PM,1,0.8,1,N,264,264,2,5,0,0.5,0,0,0.3,5.8
42337708,2,05/12/2017 4:08:21 AM,05/12/2017 4:23:21 AM,1,4.81,1,N,114,262,1,16,0.5,0.5,4.32,0,0.3,21.62
87133734,1,10/16/2017 12:25:52 PM,10/16/2017 12:39:40 PM,1,1.2,1,N,237,163,1,10,0,0.5,2.7,0,0.3,13.5
1744597,1,01/20/2017 8:39:34 PM,01/20/2017 8:46:42 PM,1,1.6,1,N,229,262,1,7.5,0.5,0.5,1,0,0.3,9.8
63455558,1,07/26/2017 3:40:16 PM,07/26/2017 3:44:30 PM,1,0.4,1,N,114,125,2,4.5,0,0.5,0,0,0.3,5.3
92754545,1,11/02/2017 8:30:19 PM,11/02/2017 8:51:06 PM,1,2.7,1,N,143,170,1,14.5,0.5,0.5,2,0,0.3,17.8
87448443,1,10/17/2017 12:56:08 PM,10/17/2017 1:10:56 PM,1,1.1,1,N,68,170,1,10,0,0.5,2,0,0.3,12.8
67610934,1,08/10/2017 7:51:09 AM,08/10/2017 7:55:06 AM,1,0.7,1,N,100,230,1,4.5,0,0.5,1.05,0,0.3,6.35
62960907,2,07/24/2017 8:45:34 PM,07/24/2017 9:04:08 PM,2,3.56,1,N,164,13,1,14.5,0.5,0.5,3.95,0,0.3,19.75
11070234,1,02/07/2017 8:01:17 PM,02/07/2017 8:14:26 PM,2,2.5,1,N,151,263,1,11.5,0.5,0.5,2.56,0,0.3,15.36
87067534,1,10/16/2017 8:02:12 AM,10/16/2017 8:16:28 AM,2,5,1,N,239,244,1,17,0,0.5,3.55,0,0.3,21.35
97340105,2,11/16/2017 8:58:43 PM,11/16/2017 9:02:14 PM,1,0.91,1,N,141,262,2,5,0.5,0.5,0,0,0.3,6.3
92271331,2,11/01/2017 11:21:37 AM,11/01/2017 11:36:09 AM,1,1.33,1,N,164,246,2,10.5,0,0.5,0,0,0.3,11.3
89569724,2,10/24/2017 12:27:38 AM,10/24/2017 12:36:18 AM,1,2.79,1,N,170,141,1,10,0.5,0.5,1.2,0,0.3,12.5
18043937,1,03/04/2017 1:10:34 PM,03/04/2017 1:12:28 PM,1,0.2,1,N,141,237,2,3.5,0,0.5,0,0,0.3,4.3
100630178,1,11/28/2017 2:09:14 PM,11/28/2017 2:21:01 PM,1,1.2,1,N,107,186,1,9,0,0.5,2.45,0,0.3,12.25
78282274,2,09/17/2017 11:09:35 AM,09/17/2017 11:17:24 AM,5,1.95,1,N,238,166,1,8,0,0.5,1.76,0,0.3,10.56
